retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2024-05,VF3TCAAXRU0001900,northeast,2024-05-12,retail,46665,1175
2024-05,VF3TPFFXRU0001902,central,2024-05-13,retail,50825,1175
2024-05,VF3TPADXRU0001914,west,2024-05-19,retail,50825,1175
2024-05,VF3TSFAXRU0001916,south,2024-05-01,retail,58105,1175
2024-05,VF3TCADXRU0001941,west,2024-05-05,fleet,46665,1175
2024-05,VF3TPABXRU0001955,central,2024-05-15,retail,50825,1175
2024-05,VF3TPFCXRU0001956,southeast,2024-05-13,retail,50825,1175
2024-05,VF3TCADXRU0001963,southeast,2024-05-02,retail,46665,1175
2024-05,VF3TCACXRU0001972,northeast,2024-05-08,retail,46665,1175
2024-05,VF3TPFFXRU0001985,southeast,2024-05-25,retail,50825,1175
2024-05,VF3TPAAXRU0001997,northeast,2024-05-27,retail,50825,1175
2024-05,VF3TPFAXRU0001998,west,2024-05-09,retail,50825,1175
2024-05,VF3TPADXRU0002008,west,2024-05-13,retail,50825,1175
2024-05,VF3TPAFXRU0002012,central,2024-05-15,retail,50825,1175
2024-05,VF3TCAAXRU0002013,south,2024-05-02,retail,46665,1175
2024-05,VF3TPAEXRU0002014,central,2024-05-25,retail,50825,1175
2024-05,VF3TSACXRU0002015,northeast,2024-05-14,retail,58105,1175
2024-05,VF3TSABXRU0002016,south,2024-05-01,retail,58105,1175
2024-05,VF3TSADXRU0002029,south,2024-05-17,retail,58105,1175
2024-05,VF3TCABXRU0002035,northeast,2024-05-19,retail,46665,1175
2024-05,VF3TCFGXRU0002052,southeast,2024-05-26,retail,46665,1175
2024-05,VF3TPFCXRU0002067,south,2024-05-07,fleet,50825,1175
2024-05,VF3TCFCXRU0002088,west,2024-05-15,retail,46665,1175
2024-05,VF3TCFDXRU0002093,central,2024-05-10,retail,46665,1175
2024-05,VF3TPAAXRU0002099,southeast,2024-05-08,retail,50825,1175
2024-05,VF3TCABXRU0002106,south,2024-05-23,retail,46665,1175
2024-05,VF3TPFDXRU0002112,west,2024-05-08,retail,50825,1175
2024-05,VF3TCFCXRU0002113,south,2024-05-09,retail,46665,1175
2024-05,VF3TPADXRU0002118,southeast,2024-05-07,retail,50825,1175
2024-05,VF3TPFFXRU0002127,northeast,2024-05-11,retail,50825,1175
2024-05,VF3TCACXRU0002128,northeast,2024-05-07,retail,46665,1175
2024-05,VF3TSAAXRU0002134,northeast,2024-05-26,retail,58105,1175
2024-05,VF3TPAAXRU0002141,central,2024-05-02,retail,50825,1175
2024-05,VF3TPAHXRU0002145,northeast,2024-05-03,retail,50825,1175
