retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2026-07,VF3TSADXTU0036330,southeast,2026-07-24,retail,58080,1200
2026-07,VF3TCAFXTU0036334,central,2026-07-07,retail,46640,1200
2026-07,VF3TSFAXTU0036343,southeast,2026-07-10,retail,58080,1200
2026-07,VF3TCABXTU0036351,central,2026-07-22,retail,46640,1200
2026-07,VF3TPAAXTU0036364,southeast,2026-07-28,retail,50800,1200
2026-07,VF3TCADXTU0036365,central,2026-07-09,retail,46640,1200
2026-07,VF3TCFFXTU0036366,southeast,2026-07-03,retail,46640,1200
2026-07,VF3TCAEXTU0036371,west,2026-07-18,retail,46640,1200
2026-07,VF3TCABXTU0036384,southeast,2026-07-09,retail,46640,1200
2026-07,VF3TCAFXTU0036388,central,2026-07-26,retail,46640,1200
2026-07,VF3TPFEXTU0036392,south,2026-07-09,retail,50800,1200
2026-07,VF3TPACXTU0036393,west,2026-07-17,fleet,50800,1200
2026-07,VF3TCADXTU0036407,northeast,2026-07-01,retail,46640,1200
2026-07,VF3TCAEXTU0036437,west,2026-07-22,retail,46640,1200
2026-07,VF3TCADXTU0036442,west,2026-07-28,retail,46640,1200
2026-07,VF3TPABXTU0036443,northeast,2026-07-10,retail,50800,1200
2026-07,VF3TPAEXTU0036459,west,2026-07-12,retail,50800,1200
2026-07,VF3TCACXTU0036466,central,2026-07-11,retail,46640,1200
2026-07,VF3TPAGXTU0036468,central,2026-07-05,retail,50800,1200
2026-07,VF3TPAFXTU0036471,central,2026-07-12,retail,50800,1200
2026-07,VF3TPAEXTU0036492,northeast,2026-07-05,retail,50800,1200
2026-07,VF3TCABXTU0036503,central,2026-07-27,retail,46640,1200
2026-07,VF3TPFCXTU0036516,west,2026-07-23,retail,50800,1200
2026-07,VF3TPAHXTU0036529,central,2026-07-05,retail,50800,1200
2026-07,VF3TSAAXTU0036541,southeast,2026-07-07,retail,58080,1200
2026-07,VF3TSAHXTU0036543,central,2026-07-11,retail,58080,1200
2026-07,VF3TSAAXTU0036555,northeast,2026-07-05,retail,58080,1200
2026-07,VF3TPAGXTU0036562,south,2026-07-27,retail,50800,1200
2026-07,VF3TCFAXTU0036585,west,2026-07-05,retail,46640,1200
