retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2024-01,VF3TCAEXRU0000001,northeast,2024-01-15,retail,46615,1225
2024-01,VF3TPAGXRU0000002,south,2024-01-11,retail,50775,1225
2024-01,VF3TSAAXRU0000003,west,2024-01-01,retail,58055,1225
2024-01,VF3TPAFXRU0000004,southeast,2024-01-14,retail,50775,1225
2024-01,VF3TCADXRU0000009,southeast,2024-01-11,retail,46615,1225
2024-01,VF3TPABXRU0000010,central,2024-01-28,retail,50775,1225
2024-01,VF3TPADXRU0000011,south,2024-01-03,retail,50775,1225
2024-01,VF3TPAAXRU0000012,west,2024-01-28,retail,50775,1225
2024-01,VF3TCFCXRU0000016,southeast,2024-01-09,retail,46615,1225
2024-01,VF3TPADXRU0000017,northeast,2024-01-15,retail,50775,1225
2024-01,VF3TPAGXRU0000018,west,2024-01-18,retail,50775,1225
2024-01,VF3TPFEXRU0000019,south,2024-01-26,retail,50775,1225
2024-01,VF3TCFDXRU0000020,south,2024-01-19,retail,46615,1225
2024-01,VF3TPABXRU0000025,south,2024-01-03,retail,50775,1225
2024-01,VF3TCAAXRU0000026,northeast,2024-01-19,retail,46615,1225
2024-01,VF3TSAFXRU0000027,southeast,2024-01-13,retail,58055,1225
2024-01,VF3TSAEXRU0000028,west,2024-01-07,retail,58055,1225
2024-01,VF3TCADXRU0000029,central,2024-01-04,retail,46615,1225
2024-01,VF3TCACXRU0000030,central,2024-01-28,retail,46615,1225
2024-01,VF3TCAEXRU0000031,northeast,2024-01-25,retail,46615,1225
2024-01,VF3TCAGXRU0000032,south,2024-01-05,retail,46615,1225
2024-01,VF3TPACXRU0000034,west,2024-01-03,retail,50775,1225
2024-01,VF3TPABXRU0000038,northeast,2024-01-06,retail,50775,1225
2024-01,VF3TCAAXRU0000039,southeast,2024-01-17,retail,46615,1225
2024-01,VF3TPABXRU0000040,west,2024-01-08,retail,50775,1225
2024-01,VF3TPFCXRU0000042,south,2024-01-10,retail,50775,1225
2024-01,VF3TCABXRU0000045,central,2024-01-21,retail,46615,1225
2024-01,VF3TCAHXRU0000046,west,2024-01-07,retail,46615,1225
2024-01,VF3TCACXRU0000047,southeast,2024-01-26,fleet,46615,1225
2024-01,VF3TCACXRU0000048,central,2024-01-07,fleet,46615,1225
2024-01,VF3TPAHXRU0000051,central,2024-01-28,retail,50775,1225
2024-01,VF3TPAAXRU0000052,west,2024-01-15,retail,50775,1225
2024-01,VF3TPFGXRU0000054,southeast,2024-01-06,retail,50775,1225
2024-01,VF3TCACXRU0000055,northeast,2024-01-16,retail,46615,1225
2024-01,VF3TCACXRU0000056,south,2024-01-16,retail,46615,1225
2024-01,VF3TSACXRU0000058,central,2024-01-07,retail,58055,1225
2024-01,VF3TPACXRU0000059,west,2024-01-12,retail,50775,1225
2024-01,VF3TSFCXRU0000061,southeast,2024-01-16,retail,58055,1225
2024-01,VF3TPADXRU0000062,northeast,2024-01-01,fleet,50775,1225
2024-01,VF3TSABXRU0000069,southeast,2024-01-16,retail,58055,1225
2024-01,VF3TPACXRU0000072,central,2024-01-03,retail,50775,1225
2024-01,VF3TPAAXRU0000073,southeast,2024-01-17,retail,50775,1225
2024-01,VF3TCFAXRU0000074,west,2024-01-07,retail,46615,1225
2024-01,VF3TPAAXRU0000077,northeast,2024-01-22,retail,50775,1225
2024-01,VF3TPAGXRU0000081,west,2024-01-02,retail,50775,1225
2024-01,VF3TPABXRU0000083,southeast,2024-01-07,retail,50775,1225
2024-01,VF3TSACXRU0000084,central,2024-01-16,retail,58055,1225
2024-01,VF3TSFDXRU0000085,southeast,2024-01-11,retail,58055,1225
2024-01,VF3TPABXRU0000086,west,2024-01-18,retail,50775,1225
2024-01,VF3TCAGXRU0000090,south,2024-01-28,fleet,46615,1225
2024-01,VF3TCAAXRU0000093,west,2024-01-14,retail,46615,1225
2024-01,VF3TCFBXRU0000102,southeast,2024-01-25,retail,46615,1225
2024-01,VF3TPFCXRU0000107,west,2024-01-16,retail,50775,1225
2024-01,VF3TCADXRU0000108,northeast,2024-01-20,retail,46615,1225
2024-01,VF3TPADXRU0000113,northeast,2024-01-26,retail,50775,1225
2024-01,VF3TCFAXRU0000115,southeast,2024-01-01,retail,46615,1225
2024-01,VF3TPABXRU0000116,central,2024-01-24,retail,50775,1225
