retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2024-11,VF3TSFBXSU0009840,west,2024-11-26,retail,57580,1700
2024-11,VF3TSFCXRU0009841,west,2024-11-21,retail,57580,1700
2024-11,VF3TPABXSU0009842,northeast,2024-11-12,retail,50300,1700
2024-11,VF3TCAEXRU0009859,northeast,2024-11-14,retail,46140,1700
2024-11,VF3TCFBXSU0009860,south,2024-11-03,retail,46140,1700
2024-11,VF3TPAAXRU0009863,west,2024-11-10,retail,50300,1700
2024-11,VF3TCABXSU0009865,northeast,2024-11-23,retail,46140,1700
2024-11,VF3TCFCXSU0009875,south,2024-11-03,retail,46140,1700
2024-11,VF3TCAAXSU0009877,southeast,2024-11-23,retail,46140,1700
2024-11,VF3TPAGXSU0009909,west,2024-11-22,retail,50300,1700
2024-11,VF3TPADXRU0009969,northeast,2024-11-10,retail,50300,1700
2024-11,VF3TCAAXRU0009976,central,2024-11-22,retail,46140,1700
2024-11,VF3TPFEXRU0009989,southeast,2024-11-12,retail,50300,1700
2024-11,VF3TCADXRU0009994,central,2024-11-15,retail,46140,1700
2024-11,VF3TPADXSU0010001,central,2024-11-23,retail,50300,1700
2024-11,VF3TCABXRU0010020,southeast,2024-11-07,retail,46140,1700
2024-11,VF3TCAAXRU0010032,west,2024-11-14,retail,46140,1700
2024-11,VF3TSACXSU0010033,northeast,2024-11-04,retail,57580,1700
2024-11,VF3TCADXRU0010049,northeast,2024-11-16,retail,46140,1700
2024-11,VF3TPABXRU0010059,central,2024-11-18,retail,50300,1700
2024-11,VF3TSACXSU0010062,west,2024-11-07,retail,57580,1700
2024-11,VF3TCAEXSU0010064,southeast,2024-11-09,retail,46140,1700
2024-11,VF3TSFCXSU0010072,south,2024-11-23,retail,57580,1700
2024-11,VF3TCAEXRU0010085,central,2024-11-07,fleet,46140,1700
2024-11,VF3TCFCXRU0010088,southeast,2024-11-24,retail,46140,1700
2024-11,VF3TSACXSU0010094,central,2024-11-28,retail,57580,1700
2024-11,VF3TPAAXSU0010098,south,2024-11-10,retail,50300,1700
2024-11,VF3TCAEXRU0010102,northeast,2024-11-25,retail,46140,1700
2024-11,VF3TPAEXRU0010111,south,2024-11-17,retail,50300,1700
2024-11,VF3TPFDXRU0010113,southeast,2024-11-16,retail,50300,1700
