retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2024-04,VF3TPABXRU0000869,central,2024-04-09,retail,50800,1200
2024-04,VF3TCAGXRU0000880,southeast,2024-04-20,retail,46640,1200
2024-04,VF3TCADXRU0000892,southeast,2024-04-16,retail,46640,1200
2024-04,VF3TSAFXRU0000900,south,2024-04-24,retail,58080,1200
2024-04,VF3TPAFXRU0000901,northeast,2024-04-25,retail,50800,1200
2024-04,VF3TPAGXRU0000913,west,2024-04-25,retail,50800,1200
2024-04,VF3TSADXRU0000921,west,2024-04-16,retail,58080,1200
2024-04,VF3TPAEXRU0000925,central,2024-04-21,retail,50800,1200
2024-04,VF3TPAAXRU0000934,south,2024-04-12,retail,50800,1200
2024-04,VF3TPAFXRU0000938,northeast,2024-04-26,retail,50800,1200
2024-04,VF3TPAAXRU0000939,southeast,2024-04-04,fleet,50800,1200
2024-04,VF3TPFAXRU0000943,west,2024-04-28,retail,50800,1200
2024-04,VF3TPAGXRU0000955,northeast,2024-04-19,retail,50800,1200
2024-04,VF3TPACXRU0000969,southeast,2024-04-27,retail,50800,1200
2024-04,VF3TCAAXRU0000970,west,2024-04-28,retail,46640,1200
2024-04,VF3TCADXRU0000976,central,2024-04-02,retail,46640,1200
2024-04,VF3TPFAXRU0000979,south,2024-04-02,retail,50800,1200
2024-04,VF3TPAGXRU0000988,central,2024-04-01,retail,50800,1200
2024-04,VF3TPADXRU0000989,central,2024-04-14,retail,50800,1200
2024-04,VF3TSAEXRU0000999,northeast,2024-04-17,retail,58080,1200
2024-04,VF3TPFAXRU0001001,west,2024-04-13,retail,50800,1200
2024-04,VF3TCAEXRU0001003,south,2024-04-19,retail,46640,1200
2024-04,VF3TPABXRU0001015,central,2024-04-12,retail,50800,1200
2024-04,VF3TSFGXRU0001024,central,2024-04-17,retail,58080,1200
2024-04,VF3TPFFXRU0001044,central,2024-04-06,retail,50800,1200
2024-04,VF3TPABXRU0001053,west,2024-04-26,retail,50800,1200
2024-04,VF3TPAAXRU0001057,northeast,2024-04-17,retail,50800,1200
2024-04,VF3TCADXRU0001063,south,2024-04-10,retail,46640,1200
2024-04,VF3TCAAXRU0001070,northeast,2024-04-16,retail,46640,1200
2024-04,VF3TCAEXRU0001074,northeast,2024-04-14,retail,46640,1200
2024-04,VF3TPFGXRU0001091,southeast,2024-04-27,retail,50800,1200
2024-04,VF3TCAGXRU0001093,south,2024-04-21,retail,46640,1200
2024-04,VF3VPAGXRU0001108,southeast,2024-04-10,retail,37300,1200
2024-04,VF3VPABXRU0001122,south,2024-04-02,retail,37300,1200
2024-04,VF3VPFEXRU0001127,west,2024-04-18,retail,37300,1200
2024-04,VF3VCFCXRU0001138,south,2024-04-06,retail,34220,1200
2024-04,VF3VPFEXRU0001139,west,2024-04-28,retail,37300,1200
2024-04,VF3VSAAXRU0001153,southeast,2024-04-12,retail,42690,1200
2024-04,VF3VCFCXRU0001156,northeast,2024-04-09,retail,34220,1200
2024-04,VF3VCADXRU0001164,southeast,2024-04-27,retail,34220,1200
2024-04,VF3VCFCXRU0001173,west,2024-04-07,retail,34220,1200
2024-04,VF3VCFAXRU0001182,west,2024-04-05,retail,34220,1200
2024-04,VF3VPAAXRU0001188,central,2024-04-13,retail,37300,1200
2024-04,VF3VSAAXRU0001200,south,2024-04-19,retail,42690,1200
2024-04,VF3VSFBXRU0001209,west,2024-04-09,retail,42690,1200
2024-04,VF3VSFBXRU0001215,south,2024-04-24,retail,42690,1200
2024-04,VF3VCACXRU0001220,south,2024-04-14,retail,34220,1200
2024-04,VF3VPAAXRU0001241,northeast,2024-04-11,retail,37300,1200
2024-04,VF3VSABXRU0001242,central,2024-04-17,retail,42690,1200
2024-04,VF3VSAAXRU0001243,west,2024-04-28,retail,42690,1200
2024-04,VF3VPFFXRU0001264,south,2024-04-24,retail,37300,1200
2024-04,VF3VPFAXRU0001299,south,2024-04-25,retail,37300,1200
2024-04,VF3VPFBXRU0001354,south,2024-04-28,retail,37300,1200
2024-04,VF3VSADXRU0001370,southeast,2024-04-02,retail,42690,1200
2024-04,VF3VSABXRU0001374,southeast,2024-04-14,fleet,42690,1200
2024-04,VF3VSFBXRU0001376,central,2024-04-27,retail,42690,1200
2024-04,VF4ACFAXRU0001400,south,2024-04-07,retail,52688,1500
