retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2024-10,VF3TSABXRU0008421,west,2024-10-26,fleet,58055,1225
2024-10,VF3TPACXRU0008435,west,2024-10-20,retail,50775,1225
2024-10,VF3TCACXRU0008436,south,2024-10-12,retail,46615,1225
2024-10,VF3TCFBXRU0008441,south,2024-10-08,retail,46615,1225
2024-10,VF3TSAHXRU0008444,northeast,2024-10-13,fleet,58055,1225
2024-10,VF3TCAEXRU0008453,west,2024-10-05,retail,46615,1225
2024-10,VF3TSFCXRU0008462,west,2024-10-07,retail,58055,1225
2024-10,VF3TCAAXRU0008469,west,2024-10-25,retail,46615,1225
2024-10,VF3TCFAXRU0008472,west,2024-10-27,retail,46615,1225
2024-10,VF3TSABXRU0008490,southeast,2024-10-16,retail,58055,1225
2024-10,VF3TCFCXRU0008503,south,2024-10-08,retail,46615,1225
2024-10,VF3TPAEXSU0008516,south,2024-10-19,retail,50775,1225
2024-10,VF3TPAAXSU0008524,southeast,2024-10-28,fleet,50775,1225
2024-10,VF3TCFGXRU0008536,southeast,2024-10-10,retail,46615,1225
2024-10,VF3TSABXSU0008542,southeast,2024-10-14,retail,58055,1225
2024-10,VF3TPABXRU0008557,northeast,2024-10-09,retail,50775,1225
2024-10,VF3TCFCXRU0008559,south,2024-10-24,retail,46615,1225
2024-10,VF3TPAAXRU0008566,central,2024-10-08,retail,50775,1225
2024-10,VF3TCFCXRU0008576,southeast,2024-10-15,retail,46615,1225
2024-10,VF3TCAAXSU0008595,south,2024-10-19,retail,46615,1225
2024-10,VF3TPFCXRU0008613,south,2024-10-02,retail,50775,1225
2024-10,VF3TSACXRU0008617,south,2024-10-15,retail,58055,1225
2024-10,VF3TCFEXRU0008636,west,2024-10-23,retail,46615,1225
2024-10,VF3TCAEXRU0008685,west,2024-10-26,retail,46615,1225
2024-10,VF3TPADXSU0008694,south,2024-10-12,retail,50775,1225
2024-10,VF3TCAEXRU0008695,central,2024-10-25,retail,46615,1225
2024-10,VF3TPAAXRU0008715,south,2024-10-04,retail,50775,1225
2024-10,VF3TPAAXRU0008737,northeast,2024-10-27,fleet,50775,1225
2024-10,VF3VCFCXRU0008771,south,2024-10-10,retail,34195,1225
2024-10,VF3VCFCXRU0008775,southeast,2024-10-10,retail,34195,1225
2024-10,VF3VPFCXRU0008788,southeast,2024-10-27,retail,37275,1225
2024-10,VF3VSADXRU0008796,south,2024-10-13,retail,42665,1225
2024-10,VF3VPFHXSU0008813,southeast,2024-10-22,retail,37275,1225
2024-10,VF3VPAEXRU0008816,northeast,2024-10-02,retail,37275,1225
2024-10,VF3VPFEXRU0008830,south,2024-10-05,retail,37275,1225
2024-10,VF3VCABXRU0008831,south,2024-10-07,retail,34195,1225
2024-10,VF3VPFAXSU0008836,central,2024-10-06,retail,37275,1225
2024-10,VF3VPABXRU0008840,southeast,2024-10-10,retail,37275,1225
2024-10,VF3VCFDXRU0008849,central,2024-10-02,retail,34195,1225
2024-10,VF3VPFCXRU0008866,central,2024-10-21,retail,37275,1225
2024-10,VF3VCAFXRU0008875,south,2024-10-28,fleet,34195,1225
2024-10,VF3VSFAXRU0008879,northeast,2024-10-26,retail,42665,1225
2024-10,VF3VPABXSU0008885,west,2024-10-05,retail,37275,1225
