retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2025-11,VF3TCACXTU0025485,west,2025-11-17,retail,46140,1700
2025-11,VF3TCFAXSU0025489,west,2025-11-19,retail,46140,1700
2025-11,VF3TSAAXTU0025504,west,2025-11-26,retail,57580,1700
2025-11,VF3TCFAXTU0025518,west,2025-11-19,retail,46140,1700
2025-11,VF3TCAEXSU0025539,south,2025-11-21,retail,46140,1700
2025-11,VF3TCACXSU0025543,west,2025-11-06,retail,46140,1700
2025-11,VF3TCAAXSU0025546,central,2025-11-18,retail,46140,1700
2025-11,VF3TPAEXSU0025547,central,2025-11-02,retail,50300,1700
2025-11,VF3TSABXSU0025551,central,2025-11-24,fleet,57580,1700
2025-11,VF3TPADXSU0025557,south,2025-11-08,retail,50300,1700
2025-11,VF3TCAHXSU0025558,west,2025-11-11,retail,46140,1700
2025-11,VF3TPADXSU0025565,northeast,2025-11-24,retail,50300,1700
2025-11,VF3TPAFXSU0025566,south,2025-11-27,retail,50300,1700
2025-11,VF3TPAAXSU0025576,west,2025-11-28,retail,50300,1700
2025-11,VF3TSAAXTU0025582,south,2025-11-25,retail,57580,1700
2025-11,VF3TPABXTU0025584,southeast,2025-11-17,retail,50300,1700
2025-11,VF3TPABXSU0025602,south,2025-11-15,retail,50300,1700
2025-11,VF3TPABXSU0025610,south,2025-11-06,retail,50300,1700
2025-11,VF3TSAHXSU0025617,northeast,2025-11-21,retail,57580,1700
2025-11,VF3TPAAXSU0025619,northeast,2025-11-14,retail,50300,1700
2025-11,VF3TCAAXTU0025622,northeast,2025-11-10,retail,46140,1700
2025-11,VF3TPFCXTU0025642,southeast,2025-11-23,retail,50300,1700
2025-11,VF3TCAAXTU0025648,west,2025-11-25,retail,46140,1700
2025-11,VF3TCAHXTU0025661,central,2025-11-23,retail,46140,1700
2025-11,VF3TCABXSU0025663,northeast,2025-11-23,retail,46140,1700
2025-11,VF3TPFEXTU0025664,west,2025-11-15,retail,50300,1700
2025-11,VF3TCAAXSU0025670,south,2025-11-08,retail,46140,1700
2025-11,VF3TPFAXTU0025699,west,2025-11-21,retail,50300,1700
2025-11,VF3TSAAXSU0025707,northeast,2025-11-16,retail,57580,1700
2025-11,VF3TPFAXTU0025723,south,2025-11-23,retail,50300,1700
2025-11,VF3TPADXTU0025734,southeast,2025-11-07,retail,50300,1700
2025-11,VF3TPABXSU0025743,west,2025-11-14,retail,50300,1700
2025-11,VF3TPAAXTU0025750,northeast,2025-11-15,retail,50300,1700
2025-11,VF3TCACXSU0025756,central,2025-11-08,retail,46140,1700
2025-11,VF3TSFFXSU0025763,south,2025-11-17,fleet,57580,1700
2025-11,VF3TPFAXTU0025770,south,2025-11-03,retail,50300,1700
2025-11,VF3TPFBXSU0025771,northeast,2025-11-19,retail,50300,1700
2025-11,VF3VPFCXSU0025786,west,2025-11-14,retail,36800,1700
2025-11,VF3VPFCXSU0025803,northeast,2025-11-24,retail,36800,1700
2025-11,VF3VPFAXSU0025810,southeast,2025-11-12,fleet,36800,1700
2025-11,VF3VPFFXTU0025818,west,2025-11-16,retail,36800,1700
2025-11,VF3VCFDXSU0025839,northeast,2025-11-27,retail,33720,1700
2025-11,VF3VSFAXSU0025846,northeast,2025-11-15,retail,42190,1700
2025-11,VF3VCACXSU0025855,central,2025-11-27,retail,33720,1700
2025-11,VF3VPFCXSU0025856,west,2025-11-20,retail,36800,1700
2025-11,VF3VCFBXTU0025864,central,2025-11-05,retail,33720,1700
2025-11,VF3VSAGXTU0025865,southeast,2025-11-05,fleet,42190,1700
2025-11,VF3VSFBXTU0025867,central,2025-11-25,fleet,42190,1700
2025-11,VF3VSFDXSU0025868,southeast,2025-11-04,retail,42190,1700
2025-11,VF3VPFEXSU0025871,southeast,2025-11-08,retail,36800,1700
2025-11,VF3VPFDXSU0025897,west,2025-11-08,retail,36800,1700
2025-11,VF3VCAEXTU0025898,southeast,2025-11-21,retail,33720,1700
2025-11,VF3VPFCXSU0025904,northeast,2025-11-09,retail,36800,1700
2025-11,VF3VCADXSU0025906,central,2025-11-09,retail,33720,1700
2025-11,VF3VCFBXSU0025907,central,2025-11-23,fleet,33720,1700
2025-11,VF3VPFFXTU0025917,central,2025-11-01,retail,36800,1700
2025-11,VF3VPACXSU0025924,northeast,2025-11-19,retail,36800,1700
2025-11,VF3VPFDXTU0025925,south,2025-11-01,retail,36800,1700
2025-11,VF3VPFCXSU0025937,southeast,2025-11-25,retail,36800,1700
2025-11,VF3VSFBXTU0025941,west,2025-11-18,retail,42190,1700
2025-11,VF3VPFCXSU0025947,south,2025-11-08,retail,36800,1700
2025-11,VF3VSFAXSU0025951,central,2025-11-15,retail,42190,1700
2025-11,VF3VPAAXSU0025969,south,2025-11-25,retail,36800,1700
2025-11,VF3VPADXSU0025970,central,2025-11-23,retail,36800,1700
2025-11,VF3VPADXTU0026012,south,2025-11-11,retail,36800,1700
2025-11,VF3VCFFXTU0026025,south,2025-11-20,fleet,33720,1700
2025-11,VF3VSFGXSU0026027,south,2025-11-20,retail,42190,1700
2025-11,VF3VPABXSU0026055,southeast,2025-11-03,retail,36800,1700
2025-11,VF3VPFAXTU0026057,south,2025-11-10,retail,36800,1700
2025-11,VF3VSFDXSU0026061,west,2025-11-04,retail,42190,1700
2025-11,VF3VPFBXSU0026066,southeast,2025-11-05,retail,36800,1700
2025-11,VF3VCFBXSU0026078,southeast,2025-11-15,retail,33720,1700
2025-11,VF4ACFDXSU0026111,west,2025-11-14,retail,52188,2000
2025-11,VF4ASAGXSU0026130,southeast,2025-11-02,retail,65146,2000
2025-11,VF4APFBXTU0026135,northeast,2025-11-24,retail,56900,2000
