retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2024-07,VF3TCABXRU0004544,south,2024-07-18,retail,46640,1200
2024-07,VF3TCAGXRU0004545,central,2024-07-07,retail,46640,1200
2024-07,VF3TSAAXRU0004559,south,2024-07-07,retail,58080,1200
2024-07,VF3TPFBXRU0004560,south,2024-07-19,retail,50800,1200
2024-07,VF3TPAHXRU0004579,south,2024-07-08,retail,50800,1200
2024-07,VF3TCFDXRU0004580,southeast,2024-07-14,retail,46640,1200
2024-07,VF3TCAFXRU0004581,central,2024-07-21,retail,46640,1200
2024-07,VF3TSACXRU0004585,central,2024-07-17,retail,58080,1200
2024-07,VF3TPAAXRU0004590,west,2024-07-21,retail,50800,1200
2024-07,VF3TPAGXRU0004605,southeast,2024-07-18,retail,50800,1200
2024-07,VF3TSFBXRU0004622,southeast,2024-07-22,retail,58080,1200
2024-07,VF3TCABXRU0004638,west,2024-07-01,retail,46640,1200
2024-07,VF3TCAAXRU0004644,central,2024-07-14,retail,46640,1200
2024-07,VF3TSADXRU0004645,central,2024-07-15,retail,58080,1200
2024-07,VF3TSABXRU0004647,west,2024-07-04,retail,58080,1200
2024-07,VF3TSADXRU0004655,central,2024-07-13,retail,58080,1200
2024-07,VF3TCABXRU0004662,west,2024-07-23,retail,46640,1200
2024-07,VF3TCAAXRU0004670,northeast,2024-07-12,retail,46640,1200
2024-07,VF3TSAGXRU0004683,southeast,2024-07-26,retail,58080,1200
2024-07,VF3TSAHXRU0004689,northeast,2024-07-08,retail,58080,1200
2024-07,VF3TPAGXRU0004691,west,2024-07-21,retail,50800,1200
2024-07,VF3TSFAXRU0004701,west,2024-07-22,retail,58080,1200
2024-07,VF3TPAAXRU0004717,northeast,2024-07-12,retail,50800,1200
2024-07,VF3TPACXRU0004728,west,2024-07-09,retail,50800,1200
2024-07,VF3TSFCXRU0004747,west,2024-07-22,retail,58080,1200
2024-07,VF3TPAAXRU0004758,central,2024-07-22,retail,50800,1200
2024-07,VF3TCFCXRU0004760,west,2024-07-01,retail,46640,1200
2024-07,VF3TPAAXRU0004777,southeast,2024-07-16,retail,50800,1200
