retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2025-02,VF3TSAAXSU0013304,southeast,2025-02-10,retail,58055,1225
2025-02,VF3TSAAXSU0013314,southeast,2025-02-23,retail,58055,1225
2025-02,VF3TCFBXSU0013324,southeast,2025-02-13,fleet,46615,1225
2025-02,VF3TSFGXSU0013330,southeast,2025-02-16,retail,58055,1225
2025-02,VF3TCAAXSU0013336,central,2025-02-17,retail,46615,1225
2025-02,VF3TCABXSU0013352,south,2025-02-23,retail,46615,1225
2025-02,VF3TPAAXSU0013371,west,2025-02-24,retail,50775,1225
2025-02,VF3TCAAXSU0013373,southeast,2025-02-05,retail,46615,1225
2025-02,VF3TPACXSU0013377,west,2025-02-20,retail,50775,1225
2025-02,VF3TPAAXSU0013392,central,2025-02-10,retail,50775,1225
2025-02,VF3TPADXSU0013403,southeast,2025-02-19,retail,50775,1225
2025-02,VF3TCADXSU0013413,central,2025-02-03,retail,46615,1225
2025-02,VF3TPAHXSU0013425,northeast,2025-02-04,retail,50775,1225
2025-02,VF3TPAGXSU0013428,west,2025-02-03,retail,50775,1225
2025-02,VF3TPAFXSU0013437,west,2025-02-07,retail,50775,1225
2025-02,VF3TPAEXSU0013439,south,2025-02-22,retail,50775,1225
2025-02,VF3TSAFXSU0013457,central,2025-02-03,retail,58055,1225
2025-02,VF3TCAEXSU0013468,central,2025-02-07,retail,46615,1225
2025-02,VF3TPAAXSU0013480,west,2025-02-15,retail,50775,1225
2025-02,VF3TPADXSU0013481,southeast,2025-02-23,retail,50775,1225
2025-02,VF3TPAEXSU0013483,southeast,2025-02-14,retail,50775,1225
2025-02,VF3TPFCXSU0013495,west,2025-02-16,retail,50775,1225
2025-02,VF3TPACXSU0013502,southeast,2025-02-21,retail,50775,1225
2025-02,VF3TPAGXSU0013507,west,2025-02-11,retail,50775,1225
2025-02,VF3TSAHXSU0013516,southeast,2025-02-23,retail,58055,1225
2025-02,VF3TSACXSU0013525,central,2025-02-21,retail,58055,1225
2025-02,VF3TPAAXSU0013536,south,2025-02-03,retail,50775,1225
2025-02,VF3TSADXSU0013537,south,2025-02-04,retail,58055,1225
2025-02,VF3TCFBXSU0013546,west,2025-02-03,retail,46615,1225
2025-02,VF3TSADXSU0013555,northeast,2025-02-16,retail,58055,1225
2025-02,VF3TCACXSU0013576,south,2025-02-27,retail,46615,1225
2025-02,VF3TPAAXSU0013596,south,2025-02-21,retail,50775,1225
2025-02,VF3TPABXSU0013598,south,2025-02-02,retail,50775,1225
2025-02,VF3TSADXSU0013617,central,2025-02-11,retail,58055,1225
2025-02,VF3TPFBXSU0013627,northeast,2025-02-19,retail,50775,1225
2025-02,VF3VCFDXRU0013652,south,2025-02-22,retail,34195,1225
2025-02,VF3VSFAXSU0013675,southeast,2025-02-07,retail,42665,1225
2025-02,VF3VSFCXSU0013678,southeast,2025-02-13,retail,42665,1225
2025-02,VF3VPADXSU0013679,south,2025-02-25,retail,37275,1225
2025-02,VF3VPFAXSU0013692,south,2025-02-11,retail,37275,1225
2025-02,VF3VSFAXSU0013698,southeast,2025-02-08,retail,42665,1225
2025-02,VF3VCFDXSU0013709,west,2025-02-13,retail,34195,1225
2025-02,VF3VPACXSU0013714,northeast,2025-02-14,retail,37275,1225
