retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2026-02,VF3TCFEXTU0029249,south,2026-02-21,retail,46615,1225
2026-02,VF3TSAEXTU0029251,southeast,2026-02-21,retail,58055,1225
2026-02,VF3TSAAXTU0029265,northeast,2026-02-18,retail,58055,1225
2026-02,VF3TCAAXTU0029274,southeast,2026-02-02,retail,46615,1225
2026-02,VF3TPADXTU0029276,west,2026-02-06,fleet,50775,1225
2026-02,VF3TPACXTU0029277,northeast,2026-02-06,retail,50775,1225
2026-02,VF3TCAAXTU0029282,southeast,2026-02-02,retail,46615,1225
2026-02,VF3TPAHXTU0029293,southeast,2026-02-10,retail,50775,1225
2026-02,VF3TCFFXTU0029300,south,2026-02-14,retail,46615,1225
2026-02,VF3TSFBXTU0029304,south,2026-02-17,retail,58055,1225
2026-02,VF3TCABXTU0029329,northeast,2026-02-03,retail,46615,1225
2026-02,VF3TCFBXTU0029332,west,2026-02-12,retail,46615,1225
2026-02,VF3TPFAXTU0029339,west,2026-02-27,retail,50775,1225
2026-02,VF3TSAHXTU0029355,south,2026-02-16,retail,58055,1225
2026-02,VF3TSACXTU0029362,west,2026-02-05,retail,58055,1225
2026-02,VF3TCAGXTU0029372,west,2026-02-07,retail,46615,1225
2026-02,VF3TPABXTU0029384,south,2026-02-24,retail,50775,1225
2026-02,VF3TSADXTU0029392,west,2026-02-27,retail,58055,1225
2026-02,VF3TSFHXTU0029397,west,2026-02-04,retail,58055,1225
2026-02,VF3TSADXTU0029428,southeast,2026-02-03,retail,58055,1225
2026-02,VF3TPFAXTU0029432,southeast,2026-02-13,retail,50775,1225
2026-02,VF3TPADXTU0029434,central,2026-02-01,retail,50775,1225
2026-02,VF3TCFBXTU0029435,south,2026-02-09,retail,46615,1225
2026-02,VF3TCADXTU0029436,west,2026-02-06,retail,46615,1225
2026-02,VF3TSFCXTU0029441,south,2026-02-05,fleet,58055,1225
2026-02,VF3TPABXTU0029457,southeast,2026-02-10,retail,50775,1225
2026-02,VF3TSAAXTU0029469,south,2026-02-23,retail,58055,1225
2026-02,VF3TSFEXTU0029481,southeast,2026-02-23,retail,58055,1225
2026-02,VF3TPABXTU0029485,northeast,2026-02-26,retail,50775,1225
2026-02,VF3TPAGXSU0029486,south,2026-02-06,retail,50775,1225
2026-02,VF3TPFEXTU0029493,south,2026-02-05,retail,50775,1225
