retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2026-04,VF3TCAFXTU0032224,northeast,2026-04-26,retail,46640,1200
2026-04,VF3TSAAXTU0032241,south,2026-04-01,retail,58080,1200
2026-04,VF3TPACXTU0032248,west,2026-04-01,retail,50800,1200
2026-04,VF3TCFAXTU0032250,south,2026-04-03,retail,46640,1200
2026-04,VF3TSAAXTU0032277,northeast,2026-04-17,retail,58080,1200
2026-04,VF3TPABXTU0032280,south,2026-04-16,retail,50800,1200
2026-04,VF3TPABXTU0032333,northeast,2026-04-04,retail,50800,1200
2026-04,VF3TSAFXTU0032336,west,2026-04-22,retail,58080,1200
2026-04,VF3TSAEXTU0032351,south,2026-04-19,retail,58080,1200
2026-04,VF3TPFDXTU0032352,south,2026-04-26,retail,50800,1200
2026-04,VF3TCFHXTU0032358,southeast,2026-04-15,retail,46640,1200
2026-04,VF3TCFBXTU0032369,south,2026-04-12,retail,46640,1200
2026-04,VF3TSAAXTU0032378,west,2026-04-14,retail,58080,1200
2026-04,VF3TPAAXTU0032380,southeast,2026-04-21,retail,50800,1200
2026-04,VF3TPAAXTU0032384,south,2026-04-01,retail,50800,1200
2026-04,VF3TPAGXTU0032385,south,2026-04-23,retail,50800,1200
2026-04,VF3TCFDXTU0032392,central,2026-04-12,retail,46640,1200
2026-04,VF3TPFCXTU0032413,west,2026-04-26,retail,50800,1200
2026-04,VF3TPAFXTU0032451,northeast,2026-04-19,retail,50800,1200
2026-04,VF3VCFEXTU0032473,west,2026-04-25,retail,34220,1200
2026-04,VF3VCFAXTU0032479,west,2026-04-26,retail,34220,1200
2026-04,VF3VPAAXTU0032481,central,2026-04-11,retail,37300,1200
2026-04,VF3VPFBXTU0032494,south,2026-04-22,fleet,37300,1200
2026-04,VF3VPAAXTU0032496,west,2026-04-26,retail,37300,1200
2026-04,VF3VPADXTU0032497,west,2026-04-11,retail,37300,1200
2026-04,VF3VSFAXTU0032502,west,2026-04-19,retail,42690,1200
2026-04,VF3VCFDXTU0032510,central,2026-04-07,retail,34220,1200
2026-04,VF3VCABXTU0032511,central,2026-04-04,retail,34220,1200
2026-04,VF3VPAEXTU0032525,west,2026-04-23,retail,37300,1200
2026-04,VF3VCFCXTU0032526,south,2026-04-28,retail,34220,1200
2026-04,VF3VPAAXTU0032531,northeast,2026-04-11,retail,37300,1200
2026-04,VF3VPFEXTU0032540,south,2026-04-23,retail,37300,1200
2026-04,VF3VPADXTU0032558,northeast,2026-04-15,retail,37300,1200
2026-04,VF3VPFAXTU0032563,southeast,2026-04-28,retail,37300,1200
2026-04,VF3VPAAXTU0032570,southeast,2026-04-18,retail,37300,1200
2026-04,VF3VCADXTU0032592,northeast,2026-04-27,retail,34220,1200
2026-04,VF3VCAAXTU0032600,northeast,2026-04-25,retail,34220,1200
2026-04,VF3VCFBXTU0032614,west,2026-04-23,retail,34220,1200
2026-04,VF3VPAAXTU0032627,south,2026-04-24,retail,37300,1200
2026-04,VF3VCAHXTU0032653,northeast,2026-04-10,fleet,34220,1200
2026-04,VF3VSFBXTU0032661,central,2026-04-14,retail,42690,1200
2026-04,VF3VCFFXTU0032666,southeast,2026-04-27,retail,34220,1200
2026-04,VF3VPAAXTU0032668,southeast,2026-04-21,retail,37300,1200
2026-04,VF3VPFAXTU0032677,central,2026-04-27,retail,37300,1200
2026-04,VF3VSAEXTU0032701,west,2026-04-16,retail,42690,1200
2026-04,VF3VPABXTU0032702,west,2026-04-01,retail,37300,1200
2026-04,VF3VPFHXTU0032711,northeast,2026-04-01,retail,37300,1200
2026-04,VF3VPFAXTU0032718,south,2026-04-02,fleet,37300,1200
2026-04,VF3VPFBXTU0032724,southeast,2026-04-02,retail,37300,1200
2026-04,VF3VPADXTU0032735,northeast,2026-04-21,retail,37300,1200
2026-04,VF3VPAFXTU0032742,southeast,2026-04-20,retail,37300,1200
2026-04,VF3VPFCXTU0032763,southeast,2026-04-07,retail,37300,1200
2026-04,VF3VPFAXTU0032777,central,2026-04-13,fleet,37300,1200
2026-04,VF4ACAFXTU0032802,south,2026-04-21,retail,51788,2400
2026-04,VF4ACFEXTU0032810,west,2026-04-10,retail,51788,2400
2026-04,VF4ASAEXTU0032811,northeast,2026-04-14,retail,64746,2400
2026-04,VF4APFAXTU0032817,southeast,2026-04-09,retail,56500,2400
2026-04,VF4APAAXTU0032832,northeast,2026-04-18,retail,56500,2400
2026-04,VF4ASAAXTU0032835,west,2026-04-28,fleet,64746,2400
2026-04,VF4ACABXTU0032840,northeast,2026-04-02,retail,51788,2400
2026-04,VF4APFHXTU0032841,central,2026-04-14,retail,56500,2400
2026-04,VF4ACAAXTU0032843,northeast,2026-04-07,fleet,51788,2400
2026-04,VF4APAAXTU0032864,west,2026-04-02,retail,56500,2400
2026-04,VF4ACACXTU0032868,south,2026-04-14,retail,51788,2400
2026-04,VF4ACACXTU0032869,central,2026-04-26,retail,51788,2400
2026-04,VF4ACFDXTU0032886,west,2026-04-10,retail,51788,2400
2026-04,VF5MPFCXTM0032896,south,2026-04-15,retail,30000,1200
2026-04,VF5MPFAXTM0032904,central,2026-04-09,retail,30000,1200
2026-04,VF5MSFAXTM0032910,west,2026-04-26,retail,34368,1200
2026-04,VF5MCFHXTM0032916,southeast,2026-04-26,retail,27504,1200
2026-04,VF5MPFDXTM0032927,west,2026-04-06,retail,30000,1200
2026-04,VF5MPFCXTM0032934,central,2026-04-02,retail,30000,1200
2026-04,VF5MPACXTM0032943,west,2026-04-01,retail,30000,1200
2026-04,VF5MSAAXTM0032947,west,2026-04-17,fleet,34368,1200
2026-04,VF5MPABXTM0032948,southeast,2026-04-08,retail,30000,1200
2026-04,VF5MPFBXTM0032952,south,2026-04-13,retail,30000,1200
2026-04,VF5MSFCXTM0032961,west,2026-04-11,retail,34368,1200
2026-04,VF5MPFAXTM0032962,south,2026-04-25,retail,30000,1200
2026-04,VF5MSFDXTM0032964,northeast,2026-04-05,retail,34368,1200
2026-04,VF5MSABXTM0032990,west,2026-04-11,retail,34368,1200
2026-04,VF5MPFBXTM0033001,central,2026-04-18,retail,30000,1200
2026-04,VF5MSAEXTM0033002,central,2026-04-06,retail,34368,1200
2026-04,VF5MSFGXTM0033004,northeast,2026-04-16,retail,34368,1200
2026-04,VF5MPFDXTM0033006,southeast,2026-04-28,retail,30000,1200
2026-04,VF5MCFFXTM0033014,south,2026-04-28,retail,27504,1200
2026-04,VF5MPABXTM0033033,northeast,2026-04-19,retail,30000,1200
2026-04,VF5MPABXTM0033050,southeast,2026-04-17,retail,30000,1200
2026-04,VF5MPFBXTM0033053,northeast,2026-04-10,retail,30000,1200
2026-04,VF5MPFBXTM0033062,west,2026-04-10,retail,30000,1200
2026-04,VF5MPFCXTM0033071,south,2026-04-02,retail,30000,1200
2026-04,VF5MCFHXTM0033077,west,2026-04-18,retail,27504,1200
2026-04,VF5MCFAXTM0033079,southeast,2026-04-26,retail,27504,1200
2026-04,VF2NPADXTK0033095,west,2026-04-16,fleet,43100,1200
2026-04,VF2NCAAXTK0033102,northeast,2026-04-17,retail,39556,1200
2026-04,VF2NCAHXTK0033104,west,2026-04-07,retail,39556,1200
2026-04,VF2NPFEXTK0033108,southeast,2026-04-04,retail,43100,1200
2026-04,VF2NPFBXTK0033111,central,2026-04-18,retail,43100,1200
2026-04,VF2NPFAXTK0033115,central,2026-04-10,retail,43100,1200
2026-04,VF2NPABXTK0033130,west,2026-04-11,retail,43100,1200
2026-04,VF2NSFEXTK0033138,west,2026-04-11,retail,49302,1200
2026-04,VF2NCFAXTK0033178,northeast,2026-04-28,retail,39556,1200
2026-04,VF2NPFFXTK0033180,west,2026-04-03,retail,43100,1200
2026-04,VF2NPABXTK0033185,west,2026-04-15,retail,43100,1200
2026-04,VF2NCFCXTK0033220,central,2026-04-14,retail,39556,1200
2026-04,VF2NPABXTK0033223,west,2026-04-06,retail,43100,1200
2026-04,VF2NPFDXTK0033230,southeast,2026-04-21,retail,43100,1200
2026-04,VF2NCFBXTK0033231,west,2026-04-06,retail,39556,1200
2026-04,VF2NCFAXTK0033237,south,2026-04-21,retail,39556,1200
2026-04,VF1LPAAXTK0033252,northeast,2026-04-26,retail,41200,1500
2026-04,VF1LPAAXTK0033262,southeast,2026-04-22,retail,41200,1500
2026-04,VF1LPFCXTK0033269,southeast,2026-04-08,retail,41200,1500
2026-04,VF1LSFFXTK0033286,northeast,2026-04-26,retail,47178,1500
2026-04,VF1LSFBXTK0033287,west,2026-04-04,retail,47178,1500
2026-04,VF1LPAEXTK0033304,central,2026-04-04,retail,41200,1500
2026-04,VF1LCFFXTK0033305,southeast,2026-04-11,retail,37784,1500
2026-04,VF1LSACXTK0033322,northeast,2026-04-18,retail,47178,1500
2026-04,VF1LCABXTK0033327,central,2026-04-17,fleet,37784,1500
2026-04,VF1LCFDXTK0033336,west,2026-04-02,retail,37784,1500
2026-04,VF1LPAEXTK0033368,west,2026-04-14,retail,41200,1500
2026-04,VF1LCFCXTK0033371,northeast,2026-04-19,retail,37784,1500
2026-04,VF1LPAAXTK0033376,west,2026-04-14,retail,41200,1500
2026-04,VF1LCFBXTK0033398,west,2026-04-25,retail,37784,1500
2026-04,VF3TPAEXTU0033441,south,2026-04-06,retail,50800,1200
2026-04,VF3TPAFXTU0033447,southeast,2026-04-15,fleet,50800,1200
2026-04,VF3TPAEXTU0033451,southeast,2026-04-09,retail,50800,1200
2026-04,VF3TPABXTU0033452,northeast,2026-04-20,retail,50800,1200
2026-04,VF3TPAAXTU0033455,northeast,2026-04-11,fleet,50800,1200
2026-04,VF3TPABXTU0033464,west,2026-04-18,retail,50800,1200
2026-04,VF3TSABXTU0033469,west,2026-04-17,retail,58080,1200
2026-04,VF3TCAAXTU0033473,central,2026-04-02,retail,46640,1200
