retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2025-07,VF3TPADXSU0019907,central,2025-07-22,retail,50800,1200
2025-07,VF3TCFBXSU0019911,south,2025-07-06,retail,46640,1200
2025-07,VF3TCAGXSU0019930,northeast,2025-07-25,retail,46640,1200
2025-07,VF3TCFDXSU0019931,south,2025-07-14,retail,46640,1200
2025-07,VF3TPAAXSU0019933,northeast,2025-07-09,retail,50800,1200
2025-07,VF3TCAAXSU0019950,west,2025-07-17,retail,46640,1200
2025-07,VF3TCADXSU0019961,west,2025-07-28,retail,46640,1200
2025-07,VF3TCFEXSU0019992,west,2025-07-04,retail,46640,1200
2025-07,VF3TPABXSU0020007,west,2025-07-06,retail,50800,1200
2025-07,VF3TCAFXSU0020013,south,2025-07-10,retail,46640,1200
2025-07,VF3TPACXSU0020014,central,2025-07-04,retail,50800,1200
2025-07,VF3TCAEXSU0020024,west,2025-07-21,retail,46640,1200
2025-07,VF3TCACXSU0020027,central,2025-07-18,retail,46640,1200
2025-07,VF3TCABXSU0020051,central,2025-07-25,retail,46640,1200
2025-07,VF3TSAEXSU0020062,northeast,2025-07-04,retail,58080,1200
2025-07,VF3TPAGXSU0020068,central,2025-07-11,retail,50800,1200
2025-07,VF3TPABXSU0020069,northeast,2025-07-07,retail,50800,1200
2025-07,VF3TCAAXSU0020071,west,2025-07-27,retail,46640,1200
2025-07,VF3TPAAXSU0020082,southeast,2025-07-15,retail,50800,1200
2025-07,VF3TSADXSU0020091,southeast,2025-07-08,retail,58080,1200
2025-07,VF3TSAEXSU0020108,west,2025-07-20,retail,58080,1200
2025-07,VF3TPFFXSU0020110,southeast,2025-07-14,retail,50800,1200
2025-07,VF3TPAHXSU0020112,south,2025-07-13,retail,50800,1200
2025-07,VF3TSABXSU0020122,southeast,2025-07-03,retail,58080,1200
2025-07,VF3TPAAXSU0020138,central,2025-07-10,retail,50800,1200
2025-07,VF3TCADXSU0020153,west,2025-07-16,retail,46640,1200
2025-07,VF3TPAEXSU0020155,west,2025-07-03,retail,50800,1200
2025-07,VF3TPAHXSU0020162,northeast,2025-07-04,retail,50800,1200
2025-07,VF3TPAHXSU0020180,central,2025-07-27,retail,50800,1200
2025-07,VF3TCAHXSU0020196,southeast,2025-07-17,retail,46640,1200
2025-07,VF3TCFCXSU0020208,west,2025-07-11,retail,46640,1200
2025-07,VF3TCAAXSU0020227,west,2025-07-20,retail,46640,1200
2025-07,VF3TCABXSU0020233,west,2025-07-19,retail,46640,1200
2025-07,VF3TSAAXSU0020245,southeast,2025-07-18,retail,58080,1200
2025-07,VF3VPADXSU0020262,south,2025-07-01,retail,37300,1200
2025-07,VF3VCADXSU0020267,west,2025-07-09,retail,34220,1200
2025-07,VF3VCFHXSU0020274,west,2025-07-09,retail,34220,1200
2025-07,VF3VSAEXSU0020279,south,2025-07-26,retail,42690,1200
2025-07,VF3VSFDXSU0020289,west,2025-07-20,retail,42690,1200
2025-07,VF3VCFFXSU0020317,south,2025-07-08,retail,34220,1200
2025-07,VF3VPFAXSU0020318,south,2025-07-19,retail,37300,1200
2025-07,VF3VPAAXSU0020352,southeast,2025-07-19,retail,37300,1200
2025-07,VF3VCAAXSU0020388,southeast,2025-07-24,retail,34220,1200
2025-07,VF3VPFAXSU0020406,central,2025-07-03,retail,37300,1200
2025-07,VF3VCFCXSU0020422,southeast,2025-07-20,retail,34220,1200
2025-07,VF3VPADXSU0020437,west,2025-07-01,retail,37300,1200
2025-07,VF3VCABXSU0020445,south,2025-07-05,retail,34220,1200
2025-07,VF3VPFDXSU0020455,west,2025-07-27,retail,37300,1200
2025-07,VF3VPFDXSU0020459,west,2025-07-02,retail,37300,1200
2025-07,VF3VPFBXSU0020480,south,2025-07-25,retail,37300,1200
2025-07,VF3VCFFXSU0020488,west,2025-07-03,retail,34220,1200
2025-07,VF3VPFCXSU0020496,west,2025-07-20,retail,37300,1200
2025-07,VF3VPFBXSU0020497,west,2025-07-10,retail,37300,1200
2025-07,VF3VCFAXSU0020504,northeast,2025-07-23,retail,34220,1200
2025-07,VF3VPACXSU0020516,northeast,2025-07-25,retail,37300,1200
2025-07,VF3VPFAXSU0020520,central,2025-07-24,retail,37300,1200
2025-07,VF3VPFBXSU0020529,west,2025-07-28,retail,37300,1200
2025-07,VF3VPFCXSU0020530,central,2025-07-05,retail,37300,1200
2025-07,VF3VPAFXSU0020534,northeast,2025-07-11,retail,37300,1200
2025-07,VF3VPADXSU0020535,northeast,2025-07-12,retail,37300,1200
2025-07,VF3VCFHXSU0020544,southeast,2025-07-01,retail,34220,1200
2025-07,VF3VCFAXSU0020548,southeast,2025-07-27,retail,34220,1200
2025-07,VF3VPFBXSU0020555,south,2025-07-25,retail,37300,1200
2025-07,VF3VPFAXSU0020559,northeast,2025-07-25,retail,37300,1200
2025-07,VF3VPAFXSU0020569,northeast,2025-07-14,retail,37300,1200
2025-07,VF3VCACXSU0020571,west,2025-07-08,retail,34220,1200
2025-07,VF3VPFFXSU0020607,west,2025-07-11,retail,37300,1200
2025-07,VF3VPACXSU0020630,central,2025-07-17,retail,37300,1200
2025-07,VF4ACAAXSU0020641,south,2025-07-28,retail,52688,1500
2025-07,VF4ACFAXSU0020642,northeast,2025-07-25,retail,52688,1500
2025-07,VF4APABXSU0020646,northeast,2025-07-04,retail,57400,1500
2025-07,VF4APFAXSU0020663,west,2025-07-24,retail,57400,1500
2025-07,VF4APAAXSU0020669,south,2025-07-11,retail,57400,1500
2025-07,VF4ACFAXSU0020679,south,2025-07-26,retail,52688,1500
2025-07,VF4ACFBXSU0020684,central,2025-07-23,retail,52688,1500
2025-07,VF4ASAEXSU0020686,northeast,2025-07-17,retail,65646,1500
2025-07,VF4APAAXSU0020689,northeast,2025-07-10,retail,57400,1500
2025-07,VF4APAEXSU0020699,central,2025-07-27,fleet,57400,1500
2025-07,VF4APAFXSU0020704,northeast,2025-07-03,fleet,57400,1500
2025-07,VF4ACFBXSU0020714,west,2025-07-07,retail,52688,1500
2025-07,VF4ASFAXSU0020718,west,2025-07-10,retail,65646,1500
2025-07,VF4ACFBXSU0020720,southeast,2025-07-16,retail,52688,1500
2025-07,VF4ACAAXSU0020724,west,2025-07-14,retail,52688,1500
2025-07,VF4ACFCXSU0020749,central,2025-07-12,retail,52688,1500
2025-07,VF4ACAAXSU0020764,south,2025-07-12,retail,52688,1500
2025-07,VF5MPFAXSM0020771,southeast,2025-07-17,retail,30000,1200
2025-07,VF5MSFDXSM0020772,south,2025-07-02,retail,34368,1200
2025-07,VF5MCFBXSM0020788,west,2025-07-26,retail,27504,1200
2025-07,VF5MCFCXSM0020797,south,2025-07-26,retail,27504,1200
2025-07,VF5MPFAXSM0020806,central,2025-07-23,retail,30000,1200
2025-07,VF5MSFBXSM0020814,south,2025-07-05,retail,34368,1200
2025-07,VF5MPFDXSM0020815,northeast,2025-07-06,retail,30000,1200
2025-07,VF5MSABXSM0020822,central,2025-07-25,retail,34368,1200
2025-07,VF5MSACXSM0020828,central,2025-07-25,retail,34368,1200
2025-07,VF5MPFHXSM0020830,west,2025-07-28,retail,30000,1200
2025-07,VF5MPFAXSM0020833,south,2025-07-16,retail,30000,1200
2025-07,VF5MCFFXSM0020838,southeast,2025-07-03,retail,27504,1200
2025-07,VF5MCAFXSM0020862,west,2025-07-27,retail,27504,1200
2025-07,VF5MCFBXSM0020867,northeast,2025-07-16,retail,27504,1200
2025-07,VF5MPFAXSM0020879,southeast,2025-07-03,retail,30000,1200
2025-07,VF5MPFEXSM0020897,northeast,2025-07-15,retail,30000,1200
2025-07,VF5MPFAXSM0020904,south,2025-07-07,retail,30000,1200
2025-07,VF5MCFAXSM0020942,west,2025-07-06,fleet,27504,1200
2025-07,VF5MPABXSM0020970,southeast,2025-07-03,retail,30000,1200
2025-07,VF5MPFCXSM0020977,west,2025-07-25,retail,30000,1200
2025-07,VF5MCFAXSM0020993,central,2025-07-01,retail,27504,1200
2025-07,VF2NPFBXSK0021007,south,2025-07-02,retail,43100,1200
2025-07,VF2NSAEXSK0021008,south,2025-07-19,retail,49302,1200
2025-07,VF2NCFCXSK0021016,central,2025-07-06,fleet,39556,1200
2025-07,VF2NCFCXSK0021025,south,2025-07-23,retail,39556,1200
2025-07,VF2NSFBXSK0021051,northeast,2025-07-20,retail,49302,1200
2025-07,VF2NPACXSK0021052,southeast,2025-07-25,retail,43100,1200
2025-07,VF2NCFFXSK0021053,south,2025-07-23,retail,39556,1200
2025-07,VF2NCABXSK0021089,west,2025-07-01,retail,39556,1200
2025-07,VF2NSFBXSK0021097,southeast,2025-07-10,retail,49302,1200
2025-07,VF2NCFAXSK0021102,central,2025-07-07,fleet,39556,1200
2025-07,VF2NCFEXSK0021106,west,2025-07-15,retail,39556,1200
2025-07,VF2NPFCXSK0021111,northeast,2025-07-20,retail,43100,1200
2025-07,VF2NCFEXSK0021121,south,2025-07-10,retail,39556,1200
2025-07,VF2NSFBXSK0021125,west,2025-07-21,retail,49302,1200
2025-07,VF2NPFBXSK0021132,west,2025-07-24,retail,43100,1200
2025-07,VF2NCFCXSK0021135,central,2025-07-27,retail,39556,1200
2025-07,VF2NPFGXSK0021137,southeast,2025-07-26,retail,43100,1200
2025-07,VF2NPFAXSK0021142,northeast,2025-07-10,retail,43100,1200
2025-07,VF2NPFAXSK0021145,southeast,2025-07-16,fleet,43100,1200
2025-07,VF2NCAEXSK0021146,northeast,2025-07-10,retail,39556,1200
2025-07,VF2NCFFXSK0021152,northeast,2025-07-07,retail,39556,1200
2025-07,VF2NSAAXSK0021161,central,2025-07-11,retail,49302,1200
2025-07,VF2NPFBXSK0021169,south,2025-07-19,retail,43100,1200
2025-07,VF2NPADXSK0021193,northeast,2025-07-17,retail,43100,1200
2025-07,VF1LCFCXSK0021205,west,2025-07-12,retail,37784,1500
2025-07,VF1LCFEXSK0021210,south,2025-07-10,retail,37784,1500
2025-07,VF1LSAGXSK0021212,west,2025-07-08,retail,47178,1500
2025-07,VF1LCFDXSK0021216,west,2025-07-22,retail,37784,1500
2025-07,VF1LSFBXSK0021226,southeast,2025-07-23,retail,47178,1500
2025-07,VF1LCAHXSK0021230,southeast,2025-07-14,fleet,37784,1500
2025-07,VF1LCFBXSK0021234,northeast,2025-07-24,retail,37784,1500
2025-07,VF1LPABXSK0021235,southeast,2025-07-17,retail,41200,1500
2025-07,VF1LCAFXSK0021247,west,2025-07-18,retail,37784,1500
2025-07,VF1LPFAXSK0021263,south,2025-07-26,retail,41200,1500
2025-07,VF1LPABXSK0021280,northeast,2025-07-06,retail,41200,1500
2025-07,VF1LPAAXSK0021288,northeast,2025-07-25,retail,41200,1500
2025-07,VF1LPFEXSK0021299,west,2025-07-06,retail,41200,1500
2025-07,VF1LPFAXSK0021312,south,2025-07-28,retail,41200,1500
2025-07,VF1LSFEXSK0021334,south,2025-07-11,retail,47178,1500
2025-07,VF1LPFCXSK0021358,west,2025-07-19,retail,41200,1500
2025-07,VF1LPFHXSK0021361,west,2025-07-17,retail,41200,1500
2025-07,VF1LCFEXSK0021365,south,2025-07-09,retail,37784,1500
2025-07,VF1LPFGXSK0021372,west,2025-07-14,retail,41200,1500
2025-07,VF1LPAAXSK0021386,west,2025-07-13,retail,41200,1500
2025-07,VF1LPABXSK0021394,central,2025-07-27,retail,41200,1500
2025-07,VF3TSACXSU0021396,west,2025-07-23,retail,58080,1200
2025-07,VF3TPAGXSU0021397,southeast,2025-07-14,retail,50800,1200
2025-07,VF3TCABXSU0021401,northeast,2025-07-21,retail,46640,1200
2025-07,VF3TSFAXSU0021402,central,2025-07-23,retail,58080,1200
2025-07,VF3TPFAXSU0021407,northeast,2025-07-03,retail,50800,1200
2025-07,VF3TPADXSU0021408,south,2025-07-25,retail,50800,1200
2025-07,VF3TCABXSU0021412,northeast,2025-07-25,retail,46640,1200
2025-07,VF3TCFDXSU0021414,west,2025-07-16,retail,46640,1200
2025-07,VF3TPAFXSU0021415,west,2025-07-27,retail,50800,1200
2025-07,VF3TPABXSU0021418,south,2025-07-18,retail,50800,1200
2025-07,VF3TCAAXSU0021422,south,2025-07-06,retail,46640,1200
2025-07,VF3TPFEXSU0021426,south,2025-07-24,retail,50800,1200
