retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2025-06,VF3TCADXSU0018578,west,2025-06-01,retail,46640,1200
2025-06,VF3TCAAXSU0018579,west,2025-06-16,retail,46640,1200
2025-06,VF3TPFBXSU0018589,west,2025-06-28,retail,50800,1200
2025-06,VF3TCFBXSU0018610,south,2025-06-22,retail,46640,1200
2025-06,VF3TPADXSU0018613,west,2025-06-21,retail,50800,1200
2025-06,VF3TCABXSU0018614,central,2025-06-22,retail,46640,1200
2025-06,VF3TCADXSU0018615,northeast,2025-06-07,retail,46640,1200
2025-06,VF3TCABXSU0018619,northeast,2025-06-06,retail,46640,1200
2025-06,VF3TCFAXSU0018633,west,2025-06-16,retail,46640,1200
2025-06,VF3TCACXSU0018634,south,2025-06-01,retail,46640,1200
2025-06,VF3TPAHXSU0018642,south,2025-06-15,fleet,50800,1200
2025-06,VF3TCAFXSU0018645,northeast,2025-06-20,retail,46640,1200
2025-06,VF3TCFFXSU0018647,west,2025-06-23,retail,46640,1200
2025-06,VF3TCAAXSU0018662,southeast,2025-06-28,retail,46640,1200
2025-06,VF3TPFBXSU0018669,south,2025-06-26,retail,50800,1200
2025-06,VF3TCFDXSU0018679,south,2025-06-24,retail,46640,1200
2025-06,VF3TCABXSU0018695,southeast,2025-06-06,retail,46640,1200
2025-06,VF3TPACXSU0018703,southeast,2025-06-17,retail,50800,1200
2025-06,VF3TCACXSU0018731,west,2025-06-17,retail,46640,1200
2025-06,VF3TPAFXSU0018733,northeast,2025-06-26,retail,50800,1200
2025-06,VF3TCFEXSU0018738,central,2025-06-18,fleet,46640,1200
2025-06,VF3TPAGXSU0018740,northeast,2025-06-04,retail,50800,1200
2025-06,VF3TCFBXSU0018748,south,2025-06-07,retail,46640,1200
2025-06,VF3TPAEXSU0018796,northeast,2025-06-04,retail,50800,1200
2025-06,VF3TSABXSU0018797,southeast,2025-06-02,retail,58080,1200
2025-06,VF3TCFAXSU0018798,south,2025-06-13,retail,46640,1200
2025-06,VF3TPAGXSU0018801,south,2025-06-16,retail,50800,1200
2025-06,VF3TPAEXSU0018806,south,2025-06-26,retail,50800,1200
2025-06,VF3TCFCXSU0018813,west,2025-06-11,retail,46640,1200
2025-06,VF3TSAEXSU0018819,south,2025-06-20,retail,58080,1200
2025-06,VF3TPAAXSU0018826,southeast,2025-06-23,retail,50800,1200
2025-06,VF3TCABXSU0018838,northeast,2025-06-26,retail,46640,1200
2025-06,VF3TCAAXSU0018854,northeast,2025-06-20,retail,46640,1200
2025-06,VF3TSADXSU0018860,south,2025-06-24,retail,58080,1200
2025-06,VF3TPFCXSU0018866,west,2025-06-12,retail,50800,1200
2025-06,VF3TCAAXSU0018877,northeast,2025-06-25,retail,46640,1200
2025-06,VF3TSFGXSU0018889,south,2025-06-11,retail,58080,1200
2025-06,VF3TPFAXSU0018892,southeast,2025-06-15,retail,50800,1200
2025-06,VF3VPAFXSU0018897,northeast,2025-06-01,retail,37300,1200
2025-06,VF3VCADXSU0018898,west,2025-06-08,retail,34220,1200
2025-06,VF3VSAEXSU0018901,southeast,2025-06-23,retail,42690,1200
2025-06,VF3VPFDXSU0018906,west,2025-06-08,retail,37300,1200
2025-06,VF3VPAAXSU0018922,west,2025-06-11,retail,37300,1200
2025-06,VF3VSADXSU0018926,northeast,2025-06-11,retail,42690,1200
2025-06,VF3VSAEXSU0018927,west,2025-06-13,retail,42690,1200
2025-06,VF3VPABXSU0018928,central,2025-06-19,retail,37300,1200
2025-06,VF3VPFCXSU0018939,southeast,2025-06-22,retail,37300,1200
2025-06,VF3VPABXSU0018941,west,2025-06-12,retail,37300,1200
2025-06,VF3VCADXSU0018959,southeast,2025-06-02,fleet,34220,1200
2025-06,VF3VCABXSU0018973,central,2025-06-28,retail,34220,1200
2025-06,VF3VPFEXSU0018974,west,2025-06-10,retail,37300,1200
2025-06,VF3VCFBXSU0018981,west,2025-06-16,retail,34220,1200
2025-06,VF3VSFBXSU0019014,west,2025-06-17,retail,42690,1200
2025-06,VF3VCFHXSU0019022,central,2025-06-02,retail,34220,1200
2025-06,VF3VPFAXSU0019042,west,2025-06-28,retail,37300,1200
2025-06,VF3VPFBXSU0019045,southeast,2025-06-08,retail,37300,1200
2025-06,VF3VPFBXSU0019062,west,2025-06-27,retail,37300,1200
2025-06,VF3VPFBXSU0019076,south,2025-06-22,fleet,37300,1200
2025-06,VF3VCFBXSU0019085,southeast,2025-06-13,fleet,34220,1200
2025-06,VF3VCFBXSU0019092,central,2025-06-09,retail,34220,1200
2025-06,VF3VCFAXSU0019103,northeast,2025-06-05,retail,34220,1200
2025-06,VF3VSFDXSU0019105,central,2025-06-16,retail,42690,1200
2025-06,VF3VSAAXSU0019117,west,2025-06-02,fleet,42690,1200
2025-06,VF3VCABXSU0019120,south,2025-06-12,retail,34220,1200
2025-06,VF3VPADXSU0019133,west,2025-06-13,retail,37300,1200
2025-06,VF3VPAHXSU0019158,west,2025-06-15,retail,37300,1200
2025-06,VF3VCAAXSU0019159,central,2025-06-09,retail,34220,1200
2025-06,VF3VSFBXSU0019168,west,2025-06-15,retail,42690,1200
2025-06,VF3VCFEXSU0019173,southeast,2025-06-27,retail,34220,1200
