retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2025-09,VF3TPAEXSU0022752,west,2025-09-24,retail,50800,1200
2025-09,VF3TPAAXSU0022794,northeast,2025-09-26,retail,50800,1200
2025-09,VF3TSFAXSU0022803,southeast,2025-09-14,retail,58080,1200
2025-09,VF3TPAAXSU0022819,northeast,2025-09-24,retail,50800,1200
2025-09,VF3TPAAXSU0022829,south,2025-09-28,retail,50800,1200
2025-09,VF3TSADXSU0022833,central,2025-09-25,retail,58080,1200
2025-09,VF3TCFCXSU0022835,south,2025-09-21,retail,46640,1200
2025-09,VF3TPFCXSU0022858,southeast,2025-09-11,retail,50800,1200
2025-09,VF3TCAAXSU0022866,northeast,2025-09-24,retail,46640,1200
2025-09,VF3TCAGXSU0022867,south,2025-09-20,fleet,46640,1200
2025-09,VF3TPAEXSU0022869,northeast,2025-09-14,retail,50800,1200
2025-09,VF3TPAHXSU0022873,south,2025-09-12,retail,50800,1200
2025-09,VF3TPFAXSU0022879,southeast,2025-09-17,retail,50800,1200
2025-09,VF3TPABXSU0022894,northeast,2025-09-03,retail,50800,1200
2025-09,VF3TCAAXSU0022898,west,2025-09-09,retail,46640,1200
2025-09,VF3TCAAXSU0022902,central,2025-09-24,retail,46640,1200
2025-09,VF3TCAHXSU0022918,central,2025-09-08,retail,46640,1200
2025-09,VF3TPAEXSU0022925,central,2025-09-14,retail,50800,1200
2025-09,VF3TSFEXSU0022930,south,2025-09-01,retail,58080,1200
2025-09,VF3TPAAXSU0022932,central,2025-09-22,retail,50800,1200
2025-09,VF3TPAFXSU0022939,northeast,2025-09-23,retail,50800,1200
2025-09,VF3TCADXSU0022962,west,2025-09-20,retail,46640,1200
2025-09,VF3TPABXSU0022972,northeast,2025-09-19,retail,50800,1200
2025-09,VF3TPFBXSU0022975,west,2025-09-01,retail,50800,1200
2025-09,VF3TSABXSU0022978,west,2025-09-11,retail,58080,1200
2025-09,VF3TCFDXSU0022991,south,2025-09-21,fleet,46640,1200
2025-09,VF3TSABXSU0022993,west,2025-09-28,retail,58080,1200
2025-09,VF3TCAFXSU0023003,southeast,2025-09-21,retail,46640,1200
2025-09,VF3TCFDXSU0023009,west,2025-09-13,retail,46640,1200
2025-09,VF3TPAAXSU0023019,central,2025-09-23,retail,50800,1200
2025-09,VF3TCAAXSU0023020,northeast,2025-09-06,retail,46640,1200
2025-09,VF3TCFAXSU0023024,south,2025-09-26,retail,46640,1200
2025-09,VF3TSADXSU0023025,northeast,2025-09-08,retail,58080,1200
2025-09,VF3TCFAXSU0023033,south,2025-09-08,retail,46640,1200
2025-09,VF3TPAFXSU0023035,west,2025-09-04,retail,50800,1200
2025-09,VF3VPADXSU0023054,northeast,2025-09-22,retail,37300,1200
2025-09,VF3VPFFXSU0023059,south,2025-09-27,retail,37300,1200
2025-09,VF3VPFDXSU0023073,south,2025-09-03,retail,37300,1200
2025-09,VF3VPAGXSU0023093,southeast,2025-09-12,retail,37300,1200
2025-09,VF3VCFFXSU0023126,west,2025-09-08,retail,34220,1200
2025-09,VF3VPABXSU0023131,northeast,2025-09-22,retail,37300,1200
2025-09,VF3VCFGXSU0023132,southeast,2025-09-21,retail,34220,1200
2025-09,VF3VCFEXSU0023141,southeast,2025-09-25,retail,34220,1200
2025-09,VF3VCACXSU0023158,northeast,2025-09-28,retail,34220,1200
2025-09,VF3VCAEXSU0023162,central,2025-09-08,retail,34220,1200
2025-09,VF3VCABXSU0023171,west,2025-09-10,retail,34220,1200
2025-09,VF3VSFBXSU0023192,south,2025-09-23,retail,42690,1200
2025-09,VF3VCAFXSU0023199,central,2025-09-21,retail,34220,1200
2025-09,VF3VPFEXSU0023201,south,2025-09-14,retail,37300,1200
2025-09,VF3VSFGXSU0023203,west,2025-09-12,retail,42690,1200
2025-09,VF3VSACXSU0023208,west,2025-09-09,fleet,42690,1200
2025-09,VF3VCFBXSU0023237,southeast,2025-09-19,retail,34220,1200
2025-09,VF3VCFAXSU0023262,central,2025-09-22,retail,34220,1200
2025-09,VF3VCFAXSU0023265,northeast,2025-09-14,retail,34220,1200
2025-09,VF3VSFBXSU0023280,northeast,2025-09-08,retail,42690,1200
2025-09,VF3VSFCXSU0023304,south,2025-09-18,fleet,42690,1200
2025-09,VF3VPFBXSU0023319,central,2025-09-28,retail,37300,1200
2025-09,VF3VCAAXSU0023345,west,2025-09-14,retail,34220,1200
2025-09,VF3VSFFXSU0023349,south,2025-09-16,retail,42690,1200
2025-09,VF3VCAAXSU0023350,west,2025-09-28,retail,34220,1200
2025-09,VF3VCAGXSU0023358,central,2025-09-10,retail,34220,1200
2025-09,VF3VSADXSU0023359,northeast,2025-09-17,retail,42690,1200
