retail_ym,vin,zone_id,retail_date,channel,txn_price_usd,incentive_usd
2024-09,VF3TCACXRU0007214,central,2024-09-12,retail,46640,1200
2024-09,VF3TPAAXRU0007224,west,2024-09-25,retail,50800,1200
2024-09,VF3TPADXRU0007269,northeast,2024-09-16,retail,50800,1200
2024-09,VF3TCFAXRU0007270,south,2024-09-08,retail,46640,1200
2024-09,VF3TCADXRU0007283,south,2024-09-01,retail,46640,1200
2024-09,VF3TCACXRU0007285,west,2024-09-01,retail,46640,1200
2024-09,VF3TCFHXRU0007294,south,2024-09-13,retail,46640,1200
2024-09,VF3TPADXRU0007303,west,2024-09-12,retail,50800,1200
2024-09,VF3TCABXRU0007315,southeast,2024-09-05,retail,46640,1200
2024-09,VF3TCABXRU0007317,west,2024-09-28,retail,46640,1200
2024-09,VF3TPFCXRU0007326,west,2024-09-01,retail,50800,1200
2024-09,VF3TPFBXRU0007343,southeast,2024-09-19,retail,50800,1200
2024-09,VF3TSFAXRU0007346,south,2024-09-21,retail,58080,1200
2024-09,VF3TPFDXRU0007349,west,2024-09-03,retail,50800,1200
2024-09,VF3TPFAXRU0007372,west,2024-09-20,retail,50800,1200
2024-09,VF3TCAHXRU0007374,central,2024-09-11,retail,46640,1200
2024-09,VF3TCFDXRU0007386,south,2024-09-24,retail,46640,1200
2024-09,VF3TPAEXRU0007388,west,2024-09-17,retail,50800,1200
2024-09,VF3TCACXRU0007395,south,2024-09-28,retail,46640,1200
2024-09,VF3TCAHXRU0007401,south,2024-09-12,retail,46640,1200
2024-09,VF3TSAHXRU0007402,west,2024-09-15,retail,58080,1200
2024-09,VF3TPAFXRU0007403,southeast,2024-09-12,retail,50800,1200
2024-09,VF3TPACXRU0007415,west,2024-09-27,retail,50800,1200
2024-09,VF3TSAAXRU0007418,west,2024-09-26,retail,58080,1200
2024-09,VF3TSFFXRU0007420,south,2024-09-09,retail,58080,1200
2024-09,VF3TPACXRU0007422,central,2024-09-17,retail,50800,1200
2024-09,VF3TCAAXRU0007432,southeast,2024-09-11,retail,46640,1200
2024-09,VF3TPACXRU0007443,southeast,2024-09-28,retail,50800,1200
2024-09,VF3TPAFXRU0007461,south,2024-09-02,retail,50800,1200
2024-09,VF3TSAEXRU0007464,central,2024-09-11,retail,58080,1200
2024-09,VF3TPAAXRU0007480,southeast,2024-09-25,retail,50800,1200
2024-09,VF3TCADXRU0007483,northeast,2024-09-13,retail,46640,1200
2024-09,VF3VSFBXRU0007524,southeast,2024-09-17,retail,42690,1200
2024-09,VF3VCFCXRU0007531,central,2024-09-20,retail,34220,1200
2024-09,VF3VCFDXRU0007537,central,2024-09-06,retail,34220,1200
2024-09,VF3VSACXRU0007540,central,2024-09-15,retail,42690,1200
2024-09,VF3VCADXRU0007551,northeast,2024-09-03,retail,34220,1200
2024-09,VF3VPABXRU0007566,west,2024-09-16,retail,37300,1200
2024-09,VF3VCFBXRU0007567,south,2024-09-05,retail,34220,1200
2024-09,VF3VSFAXRU0007571,central,2024-09-03,retail,42690,1200
2024-09,VF3VSFAXRU0007574,south,2024-09-24,retail,42690,1200
2024-09,VF3VCACXRU0007575,northeast,2024-09-03,retail,34220,1200
2024-09,VF3VPFCXRU0007616,northeast,2024-09-19,retail,37300,1200
2024-09,VF3VSFGXRU0007622,south,2024-09-03,retail,42690,1200
2024-09,VF3VSAAXRU0007624,central,2024-09-02,retail,42690,1200
2024-09,VF3VPFCXRU0007634,south,2024-09-09,retail,37300,1200
2024-09,VF3VPABXRU0007638,northeast,2024-09-11,retail,37300,1200
2024-09,VF3VPFDXRU0007647,northeast,2024-09-20,retail,37300,1200
2024-09,VF3VSFBXRU0007661,central,2024-09-28,retail,42690,1200
2024-09,VF3VCAAXRU0007671,west,2024-09-27,retail,34220,1200
2024-09,VF3VCFAXRU0007678,west,2024-09-22,retail,34220,1200
2024-09,VF3VCAAXRU0007682,south,2024-09-27,fleet,34220,1200
2024-09,VF3VCFDXRU0007685,central,2024-09-19,retail,34220,1200
2024-09,VF3VPACXRU0007715,west,2024-09-25,retail,37300,1200
2024-09,VF3VCAHXRU0007725,central,2024-09-27,retail,34220,1200
2024-09,VF3VPAAXRU0007732,south,2024-09-13,fleet,37300,1200
2024-09,VF3VPAFXRU0007741,northeast,2024-09-12,retail,37300,1200
2024-09,VF3VPABXRU0007768,southeast,2024-09-20,retail,37300,1200
2024-09,VF3VCAAXRU0007784,west,2024-09-24,retail,34220,1200
2024-09,VF3VPFAXRU0007793,south,2024-09-17,retail,37300,1200
2024-09,VF3VCFDXRU0007796,south,2024-09-02,retail,34220,1200
2024-09,VF3VCFEXRU0007800,central,2024-09-16,retail,34220,1200
2024-09,VF3VPADXRU0007802,central,2024-09-11,retail,37300,1200
2024-09,VF3VCACXRU0007803,west,2024-09-01,retail,34220,1200
2024-09,VF4APAFXRU0007835,northeast,2024-09-10,retail,57400,1500
2024-09,VF4ASAAXRU0007841,west,2024-09-01,fleet,65646,1500
2024-09,VF4APACXRU0007847,central,2024-09-06,retail,57400,1500
2024-09,VF4ACFCXRU0007856,south,2024-09-11,retail,52688,1500
2024-09,VF4APACXRU0007862,northeast,2024-09-14,retail,57400,1500
2024-09,VF4APAAXRU0007895,northeast,2024-09-07,retail,57400,1500
2024-09,VF5MPFFXRM0007904,southeast,2024-09-12,retail,30000,1200
2024-09,VF5MCFBXRM0007907,south,2024-09-26,retail,27504,1200
2024-09,VF5MSFCXRM0007912,west,2024-09-08,retail,34368,1200
2024-09,VF5MSFAXRM0007915,central,2024-09-20,retail,34368,1200
2024-09,VF5MCFAXRM0007921,central,2024-09-24,retail,27504,1200
2024-09,VF5MSFBXRM0007938,southeast,2024-09-22,retail,34368,1200
2024-09,VF5MCFAXRM0007950,northeast,2024-09-10,retail,27504,1200
2024-09,VF5MPFFXRM0007990,southeast,2024-09-22,retail,30000,1200
