ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2025-01,west,TRN,89.0,87.8,89.8,628
2025-01,west,VST,88.5,87.3,89.3,699
2025-01,west,AUR,88.3,87.1,89.1,307
2025-01,west,MRD,88.9,87.7,89.7,418
2025-01,west,NOV,88.0,86.8,88.8,334
2025-01,west,LUM,88.7,87.5,89.5,457
2025-01,central,TRN,88.3,87.1,89.1,410
2025-01,central,VST,89.1,87.9,89.9,457
2025-01,central,AUR,89.4,88.2,90.2,112
2025-01,central,MRD,87.6,86.4,88.4,273
2025-01,central,NOV,88.6,87.4,89.4,218
2025-01,central,LUM,88.0,86.8,88.8,166
2025-01,south,TRN,88.6,87.4,89.4,531
2025-01,south,VST,88.5,87.3,89.3,591
2025-01,south,AUR,88.4,87.2,89.2,144
2025-01,south,MRD,88.8,87.6,89.6,354
2025-01,south,NOV,88.4,87.2,89.2,283
2025-01,south,LUM,89.2,88.0,90.0,215
2025-01,northeast,TRN,88.5,87.3,89.3,410
2025-01,northeast,VST,88.0,86.8,88.8,457
2025-01,northeast,AUR,88.9,87.7,89.7,201
2025-01,northeast,MRD,88.3,87.1,89.1,273
2025-01,northeast,NOV,88.4,87.2,89.2,218
2025-01,northeast,LUM,88.9,87.7,89.7,299
2025-01,southeast,TRN,88.9,87.7,89.7,435
2025-01,southeast,VST,88.0,86.8,88.8,484
2025-01,southeast,AUR,88.4,87.2,89.2,157
2025-01,southeast,MRD,88.6,87.4,89.4,289
2025-01,southeast,NOV,88.1,86.9,88.9,231
2025-01,southeast,LUM,88.3,87.1,89.1,234
