ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2024-06,west,TRN,88.2,87.0,89.0,692
2024-06,west,VST,89.0,87.8,89.8,757
2024-06,west,AUR,88.0,86.8,88.8,311
2024-06,west,MRD,88.3,87.1,89.1,471
2024-06,west,NOV,88.6,87.4,89.4,365
2024-06,west,LUM,88.5,87.3,89.3,475
2024-06,central,TRN,88.5,87.3,89.3,452
2024-06,central,VST,88.6,87.4,89.4,495
2024-06,central,AUR,88.8,87.6,89.6,113
2024-06,central,MRD,88.4,87.2,89.2,308
2024-06,central,NOV,89.1,87.9,89.9,239
2024-06,central,LUM,88.8,87.6,89.6,173
2024-06,south,TRN,89.2,88.0,90.0,585
2024-06,south,VST,88.9,87.7,89.7,641
2024-06,south,AUR,88.4,87.2,89.2,146
2024-06,south,MRD,88.5,87.3,89.3,399
2024-06,south,NOV,88.5,87.3,89.3,309
2024-06,south,LUM,88.1,86.9,88.9,224
2024-06,northeast,TRN,88.8,87.6,89.6,452
2024-06,northeast,VST,88.1,86.9,88.9,495
2024-06,northeast,AUR,87.6,86.4,88.4,203
2024-06,northeast,MRD,88.1,86.9,88.9,308
2024-06,northeast,NOV,89.4,88.2,90.2,239
2024-06,northeast,LUM,88.7,87.5,89.5,311
2024-06,southeast,TRN,88.5,87.3,89.3,479
2024-06,southeast,VST,88.8,87.6,89.6,524
2024-06,southeast,AUR,89.0,87.8,89.8,159
2024-06,southeast,MRD,88.6,87.4,89.4,326
2024-06,southeast,NOV,88.6,87.4,89.4,253
2024-06,southeast,LUM,88.9,87.7,89.7,244
