ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2024-09,west,TRN,89.3,88.1,90.1,654
2024-09,west,VST,89.3,88.1,90.1,689
2024-09,west,AUR,88.1,86.9,88.9,288
2024-09,west,MRD,88.3,87.1,89.1,426
2024-09,west,NOV,88.7,87.5,89.5,373
2024-09,west,LUM,88.2,87.0,89.0,471
2024-09,central,TRN,87.6,86.4,88.4,428
2024-09,central,VST,88.4,87.2,89.2,450
2024-09,central,AUR,88.5,87.3,89.3,105
2024-09,central,MRD,87.9,86.7,88.7,279
2024-09,central,NOV,87.9,86.7,88.7,244
2024-09,central,LUM,88.0,86.8,88.8,171
2024-09,south,TRN,88.4,87.2,89.2,554
2024-09,south,VST,87.8,86.6,88.6,583
2024-09,south,AUR,88.7,87.5,89.5,135
2024-09,south,MRD,88.9,87.7,89.7,360
2024-09,south,NOV,88.6,87.4,89.4,316
2024-09,south,LUM,88.9,87.7,89.7,221
2024-09,northeast,TRN,88.0,86.8,88.8,428
2024-09,northeast,VST,88.7,87.5,89.5,450
2024-09,northeast,AUR,89.1,87.9,89.9,188
2024-09,northeast,MRD,88.3,87.1,89.1,279
2024-09,northeast,NOV,88.3,87.1,89.1,244
2024-09,northeast,LUM,88.3,87.1,89.1,308
2024-09,southeast,TRN,88.0,86.8,88.8,453
2024-09,southeast,VST,89.1,87.9,89.9,477
2024-09,southeast,AUR,88.9,87.7,89.7,148
2024-09,southeast,MRD,88.6,87.4,89.4,295
2024-09,southeast,NOV,88.6,87.4,89.4,258
2024-09,southeast,LUM,88.7,87.5,89.5,242
