ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2026-05,west,TRN,87.0,85.8,87.8,835
2026-05,west,VST,86.8,85.6,87.6,898
2026-05,west,AUR,77.2,76.0,78.0,383
2026-05,west,MRD,86.6,85.4,87.4,550
2026-05,west,NOV,86.8,85.6,87.6,442
2026-05,west,LUM,86.7,85.5,87.5,618
2026-05,central,TRN,86.9,85.7,87.7,546
2026-05,central,VST,87.2,86.0,88.0,587
2026-05,central,AUR,80.9,79.7,81.7,139
2026-05,central,MRD,87.0,85.8,87.8,359
2026-05,central,NOV,87.1,85.9,87.9,289
2026-05,central,LUM,87.0,85.8,87.8,225
2026-05,south,TRN,87.2,86.0,88.0,706
2026-05,south,VST,86.5,85.3,87.3,760
2026-05,south,AUR,80.7,79.5,81.5,180
2026-05,south,MRD,86.6,85.4,87.4,465
2026-05,south,NOV,87.4,86.2,88.2,374
2026-05,south,LUM,87.2,86.0,88.0,291
2026-05,northeast,TRN,86.7,85.5,87.5,546
2026-05,northeast,VST,86.3,85.1,87.1,587
2026-05,northeast,AUR,76.8,75.6,77.6,250
2026-05,northeast,MRD,86.1,84.9,86.9,359
2026-05,northeast,NOV,86.8,85.6,87.6,289
2026-05,northeast,LUM,86.8,85.6,87.6,404
2026-05,southeast,TRN,87.5,86.3,88.3,578
2026-05,southeast,VST,87.2,86.0,88.0,622
2026-05,southeast,AUR,81.8,80.6,82.6,196
2026-05,southeast,MRD,87.0,85.8,87.8,381
2026-05,southeast,NOV,87.0,85.8,87.8,306
2026-05,southeast,LUM,86.7,85.5,87.5,317
