ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2025-02,west,TRN,88.6,87.4,89.4,674
2025-02,west,VST,87.9,86.7,88.7,714
2025-02,west,AUR,87.9,86.7,88.7,307
2025-02,west,MRD,89.0,87.8,89.8,421
2025-02,west,NOV,88.9,87.7,89.7,353
2025-02,west,LUM,88.3,87.1,89.1,479
2025-02,central,TRN,88.9,87.7,89.7,440
2025-02,central,VST,88.0,86.8,88.8,467
2025-02,central,AUR,88.4,87.2,89.2,112
2025-02,central,MRD,88.5,87.3,89.3,275
2025-02,central,NOV,88.2,87.0,89.0,231
2025-02,central,LUM,88.7,87.5,89.5,174
2025-02,south,TRN,88.5,87.3,89.3,570
2025-02,south,VST,88.0,86.8,88.8,604
2025-02,south,AUR,88.3,87.1,89.1,144
2025-02,south,MRD,88.1,86.9,88.9,356
2025-02,south,NOV,87.8,86.6,88.6,299
2025-02,south,LUM,88.8,87.6,89.6,225
2025-02,northeast,TRN,88.1,86.9,88.9,440
2025-02,northeast,VST,88.0,86.8,88.8,467
2025-02,northeast,AUR,88.2,87.0,89.0,201
2025-02,northeast,MRD,88.8,87.6,89.6,275
2025-02,northeast,NOV,87.5,86.3,88.3,231
2025-02,northeast,LUM,88.7,87.5,89.5,313
2025-02,southeast,TRN,88.8,87.6,89.6,466
2025-02,southeast,VST,87.9,86.7,88.7,494
2025-02,southeast,AUR,88.6,87.4,89.4,158
2025-02,southeast,MRD,87.9,86.7,88.7,291
2025-02,southeast,NOV,88.8,87.6,89.6,244
2025-02,southeast,LUM,88.3,87.1,89.1,246
