ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2025-12,west,TRN,88.9,87.7,89.7,893
2025-12,west,VST,87.8,86.6,88.6,959
2025-12,west,AUR,87.8,86.6,88.6,395
2025-12,west,MRD,88.7,87.5,89.5,591
2025-12,west,NOV,88.6,87.4,89.4,483
2025-12,west,LUM,87.8,86.6,88.6,635
2025-12,central,TRN,88.0,86.8,88.8,584
2025-12,central,VST,89.3,88.1,90.1,627
2025-12,central,AUR,88.6,87.4,89.4,143
2025-12,central,MRD,88.8,87.6,89.6,386
2025-12,central,NOV,88.8,87.6,89.6,316
2025-12,central,LUM,89.2,88.0,90.0,231
2025-12,south,TRN,89.1,87.9,89.9,756
2025-12,south,VST,88.4,87.2,89.2,812
2025-12,south,AUR,88.7,87.5,89.5,186
2025-12,south,MRD,88.6,87.4,89.4,500
2025-12,south,NOV,88.2,87.0,89.0,409
2025-12,south,LUM,88.5,87.3,89.3,298
2025-12,northeast,TRN,88.8,87.6,89.6,584
2025-12,northeast,VST,88.7,87.5,89.5,627
2025-12,northeast,AUR,87.6,86.4,88.4,258
2025-12,northeast,MRD,88.5,87.3,89.3,386
2025-12,northeast,NOV,88.7,87.5,89.5,316
2025-12,northeast,LUM,88.4,87.2,89.2,415
2025-12,southeast,TRN,89.0,87.8,89.8,619
2025-12,southeast,VST,88.1,86.9,88.9,664
2025-12,southeast,AUR,88.7,87.5,89.5,203
2025-12,southeast,MRD,89.4,88.2,90.2,409
2025-12,southeast,NOV,88.8,87.6,89.6,335
2025-12,southeast,LUM,89.0,87.8,89.8,326
