ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2024-05,west,TRN,88.3,87.1,89.1,715
2024-05,west,VST,88.2,87.0,89.0,788
2024-05,west,AUR,88.4,87.2,89.2,300
2024-05,west,MRD,88.5,87.3,89.3,474
2024-05,west,NOV,88.4,87.2,89.2,392
2024-05,west,LUM,88.9,87.7,89.7,500
2024-05,central,TRN,88.1,86.9,88.9,467
2024-05,central,VST,88.6,87.4,89.4,515
2024-05,central,AUR,88.4,87.2,89.2,109
2024-05,central,MRD,88.4,87.2,89.2,310
2024-05,central,NOV,88.6,87.4,89.4,256
2024-05,central,LUM,88.1,86.9,88.9,182
2024-05,south,TRN,88.9,87.7,89.7,605
2024-05,south,VST,88.2,87.0,89.0,667
2024-05,south,AUR,88.1,86.9,88.9,141
2024-05,south,MRD,89.0,87.8,89.8,401
2024-05,south,NOV,89.1,87.9,89.9,332
2024-05,south,LUM,88.1,86.9,88.9,235
2024-05,northeast,TRN,89.3,88.1,90.1,467
2024-05,northeast,VST,89.1,87.9,89.9,515
2024-05,northeast,AUR,89.0,87.8,89.8,196
2024-05,northeast,MRD,89.0,87.8,89.8,310
2024-05,northeast,NOV,88.5,87.3,89.3,256
2024-05,northeast,LUM,88.5,87.3,89.3,327
2024-05,southeast,TRN,88.1,86.9,88.9,495
2024-05,southeast,VST,88.4,87.2,89.2,545
2024-05,southeast,AUR,88.4,87.2,89.2,154
2024-05,southeast,MRD,88.4,87.2,89.2,328
2024-05,southeast,NOV,89.1,87.9,89.9,271
2024-05,southeast,LUM,88.5,87.3,89.3,257
