ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2026-08,west,TRN,88.4,87.2,89.2,828
2026-08,west,VST,88.4,87.2,89.2,928
2026-08,west,AUR,88.4,87.2,89.2,403
2026-08,west,MRD,88.2,87.0,89.0,557
2026-08,west,NOV,87.7,86.5,88.5,442
2026-08,west,LUM,89.2,88.0,90.0,646
2026-08,central,TRN,88.2,87.0,89.0,542
2026-08,central,VST,88.4,87.2,89.2,607
2026-08,central,AUR,88.6,87.4,89.4,146
2026-08,central,MRD,88.4,87.2,89.2,364
2026-08,central,NOV,88.4,87.2,89.2,289
2026-08,central,LUM,88.2,87.0,89.0,235
2026-08,south,TRN,88.3,87.1,89.1,701
2026-08,south,VST,88.3,87.1,89.1,786
2026-08,south,AUR,88.3,87.1,89.1,189
2026-08,south,MRD,88.2,87.0,89.0,471
2026-08,south,NOV,87.8,86.6,88.6,374
2026-08,south,LUM,89.1,87.9,89.9,304
2026-08,northeast,TRN,88.1,86.9,88.9,542
2026-08,northeast,VST,89.5,88.3,90.3,607
2026-08,northeast,AUR,88.3,87.1,89.1,263
2026-08,northeast,MRD,88.6,87.4,89.4,364
2026-08,northeast,NOV,88.5,87.3,89.3,289
2026-08,northeast,LUM,88.2,87.0,89.0,422
2026-08,southeast,TRN,88.0,86.8,88.8,573
2026-08,southeast,VST,88.6,87.4,89.4,643
2026-08,southeast,AUR,88.6,87.4,89.4,206
2026-08,southeast,MRD,87.9,86.7,88.7,386
2026-08,southeast,NOV,88.0,86.8,88.8,306
2026-08,southeast,LUM,89.0,87.8,89.8,331
