ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2024-08,west,TRN,88.2,87.0,89.0,763
2024-08,west,VST,88.8,87.6,89.6,847
2024-08,west,AUR,89.0,87.8,89.8,332
2024-08,west,MRD,88.0,86.8,88.8,524
2024-08,west,NOV,88.1,86.9,88.9,414
2024-08,west,LUM,88.7,87.5,89.5,540
2024-08,central,TRN,88.0,86.8,88.8,499
2024-08,central,VST,88.8,87.6,89.6,554
2024-08,central,AUR,88.1,86.9,88.9,121
2024-08,central,MRD,87.7,86.5,88.5,342
2024-08,central,NOV,87.8,86.6,88.6,271
2024-08,central,LUM,89.0,87.8,89.8,196
2024-08,south,TRN,88.4,87.2,89.2,645
2024-08,south,VST,88.8,87.6,89.6,717
2024-08,south,AUR,88.2,87.0,89.0,156
2024-08,south,MRD,87.8,86.6,88.6,443
2024-08,south,NOV,88.4,87.2,89.2,350
2024-08,south,LUM,88.8,87.6,89.6,254
2024-08,northeast,TRN,88.5,87.3,89.3,499
2024-08,northeast,VST,88.7,87.5,89.5,554
2024-08,northeast,AUR,88.8,87.6,89.6,217
2024-08,northeast,MRD,88.2,87.0,89.0,342
2024-08,northeast,NOV,88.4,87.2,89.2,271
2024-08,northeast,LUM,88.2,87.0,89.0,353
2024-08,southeast,TRN,88.3,87.1,89.1,528
2024-08,southeast,VST,88.6,87.4,89.4,587
2024-08,southeast,AUR,88.1,86.9,88.9,170
2024-08,southeast,MRD,88.9,87.7,89.7,363
2024-08,southeast,NOV,89.0,87.8,89.8,287
2024-08,southeast,LUM,88.4,87.2,89.2,277
