ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2024-03,west,TRN,88.4,87.2,89.2,744
2024-03,west,VST,88.3,87.1,89.1,768
2024-03,west,AUR,88.6,87.4,89.4,325
2024-03,west,MRD,88.0,86.8,88.8,488
2024-03,west,NOV,88.3,87.1,89.1,389
2024-03,west,LUM,88.0,86.8,88.8,511
2024-03,central,TRN,88.5,87.3,89.3,487
2024-03,central,VST,88.8,87.6,89.6,502
2024-03,central,AUR,88.7,87.5,89.5,118
2024-03,central,MRD,88.0,86.8,88.8,319
2024-03,central,NOV,88.6,87.4,89.4,255
2024-03,central,LUM,88.0,86.8,88.8,186
2024-03,south,TRN,88.6,87.4,89.4,630
2024-03,south,VST,87.8,86.6,88.6,650
2024-03,south,AUR,88.5,87.3,89.3,153
2024-03,south,MRD,88.8,87.6,89.6,413
2024-03,south,NOV,88.1,86.9,88.9,330
2024-03,south,LUM,88.3,87.1,89.1,240
2024-03,northeast,TRN,88.5,87.3,89.3,487
2024-03,northeast,VST,88.9,87.7,89.7,502
2024-03,northeast,AUR,88.8,87.6,89.6,213
2024-03,northeast,MRD,87.7,86.5,88.5,319
2024-03,northeast,NOV,88.6,87.4,89.4,255
2024-03,northeast,LUM,88.8,87.6,89.6,334
2024-03,southeast,TRN,88.9,87.7,89.7,515
2024-03,southeast,VST,88.8,87.6,89.6,532
2024-03,southeast,AUR,88.4,87.2,89.2,167
2024-03,southeast,MRD,88.7,87.5,89.5,338
2024-03,southeast,NOV,88.4,87.2,89.2,270
2024-03,southeast,LUM,88.5,87.3,89.3,262
