ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2025-04,west,TRN,88.1,86.9,88.9,721
2025-04,west,VST,88.4,87.2,89.2,784
2025-04,west,AUR,88.7,87.5,89.5,346
2025-04,west,MRD,88.5,87.3,89.3,459
2025-04,west,NOV,88.5,87.3,89.3,386
2025-04,west,LUM,88.4,87.2,89.2,507
2025-04,central,TRN,88.5,87.3,89.3,471
2025-04,central,VST,88.4,87.2,89.2,513
2025-04,central,AUR,88.6,87.4,89.4,126
2025-04,central,MRD,89.1,87.9,89.9,300
2025-04,central,NOV,88.3,87.1,89.1,253
2025-04,central,LUM,88.0,86.8,88.8,184
2025-04,south,TRN,88.8,87.6,89.6,610
2025-04,south,VST,88.2,87.0,89.0,664
2025-04,south,AUR,88.5,87.3,89.3,162
2025-04,south,MRD,89.1,87.9,89.9,389
2025-04,south,NOV,88.5,87.3,89.3,327
2025-04,south,LUM,88.3,87.1,89.1,239
2025-04,northeast,TRN,88.3,87.1,89.1,471
2025-04,northeast,VST,88.5,87.3,89.3,513
2025-04,northeast,AUR,88.5,87.3,89.3,226
2025-04,northeast,MRD,88.9,87.7,89.7,300
2025-04,northeast,NOV,87.9,86.7,88.7,253
2025-04,northeast,LUM,89.0,87.8,89.8,332
2025-04,southeast,TRN,88.1,86.9,88.9,499
2025-04,southeast,VST,88.3,87.1,89.1,543
2025-04,southeast,AUR,88.5,87.3,89.3,177
2025-04,southeast,MRD,88.4,87.2,89.2,318
2025-04,southeast,NOV,87.8,86.6,88.6,268
2025-04,southeast,LUM,88.5,87.3,89.3,260
