ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2025-05,west,TRN,88.6,87.4,89.4,777
2025-05,west,VST,89.2,88.0,90.0,834
2025-05,west,AUR,88.7,87.5,89.5,364
2025-05,west,MRD,88.6,87.4,89.4,521
2025-05,west,NOV,88.8,87.6,89.6,435
2025-05,west,LUM,88.7,87.5,89.5,547
2025-05,central,TRN,88.5,87.3,89.3,508
2025-05,central,VST,88.8,87.6,89.6,545
2025-05,central,AUR,88.5,87.3,89.3,132
2025-05,central,MRD,88.1,86.9,88.9,340
2025-05,central,NOV,89.4,88.2,90.2,284
2025-05,central,LUM,87.8,86.6,88.6,199
2025-05,south,TRN,88.9,87.7,89.7,658
2025-05,south,VST,88.3,87.1,89.1,705
2025-05,south,AUR,88.0,86.8,88.8,171
2025-05,south,MRD,88.0,86.8,88.8,441
2025-05,south,NOV,88.4,87.2,89.2,368
2025-05,south,LUM,88.8,87.6,89.6,257
2025-05,northeast,TRN,88.8,87.6,89.6,508
2025-05,northeast,VST,88.5,87.3,89.3,545
2025-05,northeast,AUR,88.2,87.0,89.0,238
2025-05,northeast,MRD,88.3,87.1,89.1,340
2025-05,northeast,NOV,87.9,86.7,88.7,284
2025-05,northeast,LUM,88.8,87.6,89.6,358
2025-05,southeast,TRN,88.3,87.1,89.1,538
2025-05,southeast,VST,88.1,86.9,88.9,577
2025-05,southeast,AUR,87.9,86.7,88.7,187
2025-05,southeast,MRD,88.1,86.9,88.9,360
2025-05,southeast,NOV,88.5,87.3,89.3,301
2025-05,southeast,LUM,88.3,87.1,89.1,281
