ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2024-02,west,TRN,88.6,87.4,89.4,587
2024-02,west,VST,88.6,87.4,89.4,667
2024-02,west,AUR,88.4,87.2,89.2,262
2024-02,west,MRD,88.0,86.8,88.8,391
2024-02,west,NOV,88.3,87.1,89.1,337
2024-02,west,LUM,87.9,86.7,88.7,424
2024-02,central,TRN,88.5,87.3,89.3,384
2024-02,central,VST,88.5,87.3,89.3,436
2024-02,central,AUR,88.1,86.9,88.9,95
2024-02,central,MRD,88.7,87.5,89.5,256
2024-02,central,NOV,88.4,87.2,89.2,220
2024-02,central,LUM,88.4,87.2,89.2,154
2024-02,south,TRN,88.7,87.5,89.5,497
2024-02,south,VST,88.8,87.6,89.6,564
2024-02,south,AUR,89.0,87.8,89.8,123
2024-02,south,MRD,88.6,87.4,89.4,331
2024-02,south,NOV,88.4,87.2,89.2,285
2024-02,south,LUM,88.0,86.8,88.8,200
2024-02,northeast,TRN,87.9,86.7,88.7,384
2024-02,northeast,VST,89.0,87.8,89.8,436
2024-02,northeast,AUR,88.1,86.9,88.9,171
2024-02,northeast,MRD,88.5,87.3,89.3,256
2024-02,northeast,NOV,88.4,87.2,89.2,220
2024-02,northeast,LUM,88.4,87.2,89.2,278
2024-02,southeast,TRN,88.3,87.1,89.1,406
2024-02,southeast,VST,88.4,87.2,89.2,462
2024-02,southeast,AUR,88.7,87.5,89.5,134
2024-02,southeast,MRD,89.2,88.0,90.0,271
2024-02,southeast,NOV,88.8,87.6,89.6,233
2024-02,southeast,LUM,88.9,87.7,89.7,218
