ym,zone_id,model_id,csi_score,csi_sales_exp,csi_service_exp,resp_cnt
2025-09,west,TRN,88.3,87.1,89.1,697
2025-09,west,VST,88.2,87.0,89.0,744
2025-09,west,AUR,88.6,87.4,89.4,304
2025-09,west,MRD,88.5,87.3,89.3,514
2025-09,west,NOV,88.8,87.6,89.6,377
2025-09,west,LUM,88.6,87.4,89.4,488
2025-09,central,TRN,88.4,87.2,89.2,456
2025-09,central,VST,88.5,87.3,89.3,486
2025-09,central,AUR,87.9,86.7,88.7,110
2025-09,central,MRD,88.8,87.6,89.6,336
2025-09,central,NOV,88.7,87.5,89.5,247
2025-09,central,LUM,88.7,87.5,89.5,177
2025-09,south,TRN,88.9,87.7,89.7,590
2025-09,south,VST,87.8,86.6,88.6,630
2025-09,south,AUR,88.8,87.6,89.6,143
2025-09,south,MRD,88.4,87.2,89.2,435
2025-09,south,NOV,88.6,87.4,89.4,319
2025-09,south,LUM,89.3,88.1,90.1,229
2025-09,northeast,TRN,88.7,87.5,89.5,456
2025-09,northeast,VST,88.3,87.1,89.1,486
2025-09,northeast,AUR,87.5,86.3,88.3,199
2025-09,northeast,MRD,88.3,87.1,89.1,336
2025-09,northeast,NOV,88.1,86.9,88.9,247
2025-09,northeast,LUM,89.1,87.9,89.9,319
2025-09,southeast,TRN,88.6,87.4,89.4,482
2025-09,southeast,VST,89.1,87.9,89.9,515
2025-09,southeast,AUR,88.5,87.3,89.3,156
2025-09,southeast,MRD,88.3,87.1,89.1,356
2025-09,southeast,NOV,88.9,87.7,89.7,261
2025-09,southeast,LUM,88.7,87.5,89.5,250
