ws_ym,vin,zone_id,wholesale_price_usd,variable_margin_usd,freight_usd
2024-12,VF3TSAAXSU0013302,southeast,57502,5271,380
2024-12,VF3TCAGXSU0013303,northeast,46405,4254,380
2024-12,VF3TSAAXSU0013304,southeast,57502,5271,380
2024-12,VF3TCABXSU0013305,southeast,46405,4254,380
2024-12,VF3TPAEXSU0013306,northeast,50440,4624,380
2024-12,VF3TSAAXSU0013307,northeast,57502,5271,380
2024-12,VF3TCAFXSU0013308,central,46405,4254,380
2024-12,VF3TCADXSU0013309,west,46405,4254,380
2024-12,VF3TCABXSU0013310,northeast,46405,4254,380
2024-12,VF3TCADXSU0013311,northeast,46405,4254,380
2024-12,VF3TSFEXSU0013312,south,57502,5271,380
2024-12,VF3TSAFXSU0013313,south,57502,5271,380
2024-12,VF3TSAAXSU0013314,southeast,57502,5271,380
2024-12,VF3TPFAXSU0013315,central,50440,4624,380
2024-12,VF3TCFEXSU0013316,west,46405,4254,380
2024-12,VF3TSAAXSU0013317,south,57502,5271,380
2024-12,VF3TPABXSU0013318,south,50440,4624,380
2024-12,VF3TPFBXSU0013319,south,50440,4624,380
2024-12,VF3TCACXRU0013320,west,46405,4254,380
2024-12,VF3TPAFXSU0013321,south,50440,4624,380
2024-12,VF3TPABXSU0013322,south,50440,4624,380
2024-12,VF3TSACXSU0013323,northeast,57502,5271,380
2024-12,VF3TCFBXSU0013324,southeast,46405,4254,380
2024-12,VF3TCACXSU0013325,central,46405,4254,380
2024-12,VF3TPFFXSU0013326,northeast,50440,4624,380
2024-12,VF3TPFAXSU0013327,southeast,50440,4624,380
2024-12,VF3TPAAXSU0013328,south,50440,4624,380
2024-12,VF3TCAAXSU0013329,central,46405,4254,380
2024-12,VF3TSFGXSU0013330,southeast,57502,5271,380
2024-12,VF3TSAAXSU0013331,southeast,57502,5271,380
2024-12,VF3TSAHXSU0013332,central,57502,5271,380
2024-12,VF3TPACXSU0013333,south,50440,4624,380
2024-12,VF3TSAEXSU0013334,central,57502,5271,380
2024-12,VF3TPACXSU0013335,northeast,50440,4624,380
2024-12,VF3TCAAXSU0013336,central,46405,4254,380
2024-12,VF3TCFDXSU0013337,west,46405,4254,380
2024-12,VF3TCFAXSU0013338,south,46405,4254,380
2024-12,VF3TSAAXSU0013339,northeast,57502,5271,380
2024-12,VF3TPFHXSU0013340,south,50440,4624,380
2024-12,VF3TCADXSU0013341,west,46405,4254,380
2024-12,VF3TPAGXSU0013342,west,50440,4624,380
2024-12,VF3TCACXSU0013343,northeast,46405,4254,380
2024-12,VF3TCACXSU0013344,southeast,46405,4254,380
2024-12,VF3TPACXSU0013345,west,50440,4624,380
2024-12,VF3TPAFXSU0013346,south,50440,4624,380
2024-12,VF3TSABXSU0013347,southeast,57502,5271,380
2024-12,VF3TCAAXSU0013348,west,46405,4254,380
2024-12,VF3TPAFXRU0013349,northeast,50440,4624,380
2024-12,VF3TPFAXSU0013350,south,50440,4624,380
2024-12,VF3TPAHXRU0013351,southeast,50440,4624,380
2024-12,VF3TCABXSU0013352,south,46405,4254,380
2024-12,VF3TPACXSU0013353,southeast,50440,4624,380
2024-12,VF3TSADXSU0013354,central,57502,5271,380
2024-12,VF3TPAAXSU0013355,west,50440,4624,380
2024-12,VF3TSABXSU0013356,west,57502,5271,380
2024-12,VF3TCFAXSU0013357,south,46405,4254,380
2024-12,VF3TPAGXSU0013358,west,50440,4624,380
2024-12,VF3TPABXSU0013359,south,50440,4624,380
2024-12,VF3TSFAXSU0013360,south,57502,5271,380
2024-12,VF3TPAEXSU0013361,west,50440,4624,380
2024-12,VF3TSACXSU0013362,south,57502,5271,380
2024-12,VF3TPACXSU0013363,west,50440,4624,380
2024-12,VF3TSAGXSU0013364,northeast,57502,5271,380
2024-12,VF3TCFFXSU0013365,south,46405,4254,380
2024-12,VF3TSFDXSU0013366,south,57502,5271,380
2024-12,VF3TCAHXSU0013367,south,46405,4254,380
2024-12,VF3TCAFXRU0013368,west,46405,4254,380
2024-12,VF3TCADXSU0013369,central,46405,4254,380
2024-12,VF3TPAAXSU0013370,south,50440,4624,380
2024-12,VF3TPAAXSU0013371,west,50440,4624,380
