ws_ym,vin,zone_id,wholesale_price_usd,variable_margin_usd,freight_usd
2024-10,VF3TPACXSU0011005,southeast,50440,4624,380
2024-10,VF3TCACXSU0011006,west,46405,4254,380
2024-10,VF3TPFAXRU0011007,southeast,50440,4624,380
2024-10,VF3TCFAXRU0011008,southeast,46405,4254,380
2024-10,VF3TCABXSU0011009,central,46405,4254,380
2024-10,VF3TSABXSU0011010,west,57502,5271,380
2024-10,VF3TCAGXSU0011011,west,46405,4254,380
2024-10,VF3TPFAXSU0011012,central,50440,4624,380
2024-10,VF3TSFHXRU0011013,west,57502,5271,380
2024-10,VF3TPABXRU0011014,southeast,50440,4624,380
2024-10,VF3TPABXSU0011015,southeast,50440,4624,380
2024-10,VF3TPAFXSU0011016,west,50440,4624,380
2024-10,VF3TPFEXSU0011017,northeast,50440,4624,380
2024-10,VF3TPAAXSU0011018,west,50440,4624,380
2024-10,VF3TSAAXRU0011019,central,57502,5271,380
2024-10,VF3TCABXSU0011020,west,46405,4254,380
2024-10,VF3TPAEXSU0011021,central,50440,4624,380
2024-10,VF3TCAEXRU0011022,west,46405,4254,380
2024-10,VF3TCAAXRU0011023,central,46405,4254,380
2024-10,VF3TPFAXRU0011024,south,50440,4624,380
2024-10,VF3TCABXRU0011025,central,46405,4254,380
2024-10,VF3TCACXRU0011026,west,46405,4254,380
2024-10,VF3TCFGXSU0011027,south,46405,4254,380
2024-10,VF3TPAHXRU0011028,west,50440,4624,380
2024-10,VF3TSAGXSU0011029,northeast,57502,5271,380
2024-10,VF3TCAFXRU0011030,northeast,46405,4254,380
2024-10,VF3TCAHXSU0011031,west,46405,4254,380
2024-10,VF3TCFAXRU0011032,west,46405,4254,380
2024-10,VF3TSFDXSU0011033,southeast,57502,5271,380
2024-10,VF3TPAEXSU0011034,west,50440,4624,380
2024-10,VF3TSFCXSU0011035,central,57502,5271,380
2024-10,VF3TCFDXRU0011036,south,46405,4254,380
2024-10,VF3TCAEXSU0011037,west,46405,4254,380
2024-10,VF3TPABXRU0011038,west,50440,4624,380
2024-10,VF3TPABXSU0011039,southeast,50440,4624,380
2024-10,VF3TCFHXSU0011040,west,46405,4254,380
2024-10,VF3TCAAXSU0011041,northeast,46405,4254,380
2024-10,VF3TCAHXSU0011042,central,46405,4254,380
2024-10,VF3TCADXRU0011043,southeast,46405,4254,380
2024-10,VF3TPABXSU0011044,southeast,50440,4624,380
2024-10,VF3TSFBXSU0011045,south,57502,5271,380
2024-10,VF3TCACXRU0011046,central,46405,4254,380
2024-10,VF3TCFDXSU0011047,southeast,46405,4254,380
2024-10,VF3TCFAXRU0011048,south,46405,4254,380
2024-10,VF3TSABXSU0011049,south,57502,5271,380
2024-10,VF3TCFCXRU0011050,south,46405,4254,380
2024-10,VF3TPACXSU0011051,northeast,50440,4624,380
2024-10,VF3TPFDXSU0011052,southeast,50440,4624,380
2024-10,VF3TCADXRU0011053,northeast,46405,4254,380
2024-10,VF3TSFCXSU0011054,south,57502,5271,380
2024-10,VF3TPFBXSU0011055,southeast,50440,4624,380
2024-10,VF3TCACXSU0011056,west,46405,4254,380
2024-10,VF3TPAEXSU0011057,southeast,50440,4624,380
2024-10,VF3TPABXSU0011058,northeast,50440,4624,380
2024-10,VF3TPFAXSU0011059,southeast,50440,4624,380
2024-10,VF3TCADXSU0011060,southeast,46405,4254,380
2024-10,VF3TCAHXRU0011061,northeast,46405,4254,380
2024-10,VF3TPFDXSU0011062,southeast,50440,4624,380
2024-10,VF3TCAAXSU0011063,northeast,46405,4254,380
2024-10,VF3TSAGXRU0011064,central,57502,5271,380
2024-10,VF3TCAAXSU0011065,south,46405,4254,380
2024-10,VF3TPAHXRU0011066,west,50440,4624,380
2024-10,VF3TCABXSU0011067,northeast,46405,4254,380
2024-10,VF3TCAEXSU0011068,central,46405,4254,380
2024-10,VF3TCFAXSU0011069,southeast,46405,4254,380
2024-10,VF3TPABXRU0011070,south,50440,4624,380
2024-10,VF3TPACXRU0011071,central,50440,4624,380
2024-10,VF3TPFCXSU0011072,south,50440,4624,380
2024-10,VF3TPAGXSU0011073,west,50440,4624,380
2024-10,VF3TPABXRU0011074,central,50440,4624,380
2024-10,VF3TCADXSU0011075,central,46405,4254,380
2024-10,VF3TSAAXSU0011076,central,57502,5271,380
2024-10,VF3TPAAXRU0011077,southeast,50440,4624,380
2024-10,VF3TPFCXSU0011078,southeast,50440,4624,380
2024-10,VF3TSAAXSU0011079,west,57502,5271,380
2024-10,VF3TCFAXSU0011080,southeast,46405,4254,380
2024-10,VF3TCABXRU0011081,northeast,46405,4254,380
2024-10,VF3TPFDXRU0011082,northeast,50440,4624,380
2024-10,VF3TCFBXSU0011083,south,46405,4254,380
2024-10,VF3TCAEXSU0011084,northeast,46405,4254,380
2024-10,VF3TSAAXRU0011085,northeast,57502,5271,380
2024-10,VF3TPAFXRU0011086,west,50440,4624,380
2024-10,VF3TCFFXSU0011087,west,46405,4254,380
2024-10,VF3TCFFXSU0011088,west,46405,4254,380
