ws_ym,vin,zone_id,wholesale_price_usd,variable_margin_usd,freight_usd
2024-11,VF3TPADXSU0012164,southeast,50440,4624,380
2024-11,VF3TCAAXSU0012165,west,46405,4254,380
2024-11,VF3TPFGXRU0012166,south,50440,4624,380
2024-11,VF3TPAAXSU0012167,south,50440,4624,380
2024-11,VF3TPAAXSU0012168,south,50440,4624,380
2024-11,VF3TCFAXSU0012169,southeast,46405,4254,380
2024-11,VF3TCABXSU0012170,west,46405,4254,380
2024-11,VF3TCFAXSU0012171,west,46405,4254,380
2024-11,VF3TPAFXSU0012172,northeast,50440,4624,380
2024-11,VF3TPAAXSU0012173,southeast,50440,4624,380
2024-11,VF3TCFBXSU0012174,west,46405,4254,380
2024-11,VF3TCAAXSU0012175,west,46405,4254,380
2024-11,VF3TPFHXSU0012176,southeast,50440,4624,380
2024-11,VF3TCACXSU0012177,northeast,46405,4254,380
2024-11,VF3TPAEXSU0012178,west,50440,4624,380
2024-11,VF3TCADXSU0012179,south,46405,4254,380
2024-11,VF3TPFAXSU0012180,northeast,50440,4624,380
2024-11,VF3TPAGXSU0012181,south,50440,4624,380
2024-11,VF3TCAEXSU0012182,west,46405,4254,380
2024-11,VF3TPAAXSU0012183,west,50440,4624,380
2024-11,VF3TPACXSU0012184,west,50440,4624,380
2024-11,VF3TSADXSU0012185,central,57502,5271,380
2024-11,VF3TCFEXSU0012186,southeast,46405,4254,380
2024-11,VF3TSAFXRU0012187,central,57502,5271,380
2024-11,VF3TSAAXSU0012188,central,57502,5271,380
2024-11,VF3TPFDXSU0012189,south,50440,4624,380
2024-11,VF3TPACXSU0012190,northeast,50440,4624,380
2024-11,VF3TPAAXSU0012191,west,50440,4624,380
2024-11,VF3TPFEXSU0012192,south,50440,4624,380
2024-11,VF3TSAHXSU0012193,northeast,57502,5271,380
2024-11,VF3TPABXSU0012194,southeast,50440,4624,380
2024-11,VF3TPFBXSU0012195,west,50440,4624,380
2024-11,VF3TPFBXSU0012196,southeast,50440,4624,380
2024-11,VF3TPAAXSU0012197,northeast,50440,4624,380
2024-11,VF3TCAHXSU0012198,central,46405,4254,380
2024-11,VF3TPFAXRU0012199,west,50440,4624,380
2024-11,VF3TPAEXSU0012200,southeast,50440,4624,380
2024-11,VF3TCFAXSU0012201,northeast,46405,4254,380
2024-11,VF3TCABXSU0012202,northeast,46405,4254,380
2024-11,VF3TPABXSU0012203,southeast,50440,4624,380
2024-11,VF3TPADXSU0012204,south,50440,4624,380
2024-11,VF3TCADXSU0012205,south,46405,4254,380
2024-11,VF3TCAEXRU0012206,southeast,46405,4254,380
2024-11,VF3TPAGXRU0012207,south,50440,4624,380
2024-11,VF3TPACXRU0012208,central,50440,4624,380
2024-11,VF3TPABXSU0012209,northeast,50440,4624,380
2024-11,VF3TCAAXSU0012210,northeast,46405,4254,380
2024-11,VF3TCFEXRU0012211,west,46405,4254,380
2024-11,VF3TPAAXSU0012212,west,50440,4624,380
2024-11,VF3TCABXSU0012213,west,46405,4254,380
2024-11,VF3TSAFXRU0012214,central,57502,5271,380
2024-11,VF3TSAFXSU0012215,west,57502,5271,380
2024-11,VF3TSACXSU0012216,south,57502,5271,380
2024-11,VF3TCFFXSU0012217,west,46405,4254,380
2024-11,VF3TCACXSU0012218,southeast,46405,4254,380
2024-11,VF3TCABXSU0012219,central,46405,4254,380
2024-11,VF3TSACXSU0012220,northeast,57502,5271,380
2024-11,VF3TCABXRU0012221,central,46405,4254,380
2024-11,VF3TCABXSU0012222,central,46405,4254,380
2024-11,VF3TCAGXSU0012223,central,46405,4254,380
2024-11,VF3TPAHXSU0012224,northeast,50440,4624,380
2024-11,VF3TCFBXRU0012225,south,46405,4254,380
2024-11,VF3TSADXRU0012226,south,57502,5271,380
2024-11,VF3TCFBXSU0012227,southeast,46405,4254,380
2024-11,VF3TCFEXSU0012228,southeast,46405,4254,380
2024-11,VF3TSAAXSU0012229,south,57502,5271,380
2024-11,VF3TPACXSU0012230,west,50440,4624,380
2024-11,VF3TPFBXSU0012231,south,50440,4624,380
2024-11,VF3TCACXRU0012232,west,46405,4254,380
2024-11,VF3TPABXRU0012233,southeast,50440,4624,380
2024-11,VF3TSADXSU0012234,northeast,57502,5271,380
2024-11,VF3TPADXSU0012235,west,50440,4624,380
2024-11,VF3TSABXSU0012236,northeast,57502,5271,380
2024-11,VF3TCAHXSU0012237,west,46405,4254,380
2024-11,VF3TPACXSU0012238,northeast,50440,4624,380
2024-11,VF3TCFDXSU0012239,west,46405,4254,380
2024-11,VF3TSACXSU0012240,central,57502,5271,380
2024-11,VF3TCFDXSU0012241,central,46405,4254,380
2024-11,VF3TCAAXSU0012242,west,46405,4254,380
2024-11,VF3TCABXSU0012243,central,46405,4254,380
2024-11,VF3TPFAXSU0012244,south,50440,4624,380
2024-11,VF3TSAAXSU0012245,south,57502,5271,380
2024-11,VF3TPFAXSU0012246,south,50440,4624,380
2024-11,VF3TPFAXSU0012247,southeast,50440,4624,380
2024-11,VF3TPAAXSU0012248,central,50440,4624,380
2024-11,VF3TCAFXSU0012249,south,46405,4254,380
2024-11,VF3TCFHXSU0012250,central,46405,4254,380
2024-11,VF3TPAHXSU0012251,south,50440,4624,380
2024-11,VF3TPFFXSU0012252,south,50440,4624,380
2024-11,VF3TCAFXSU0012253,northeast,46405,4254,380
2024-11,VF3TPAAXSU0012254,west,50440,4624,380
2024-11,VF3TPACXRU0012255,west,50440,4624,380
2024-11,VF3TCAFXSU0012256,northeast,46405,4254,380
2024-11,VF3TCAAXSU0012257,northeast,46405,4254,380
2024-11,VF3TCAGXSU0012258,south,46405,4254,380
2024-11,VF3TPADXSU0012259,west,50440,4624,380
2024-11,VF3TPFDXSU0012260,west,50440,4624,380
2024-11,VF3TPAAXSU0012261,central,50440,4624,380
2024-11,VF3TSAEXSU0012262,northeast,57502,5271,380
2024-11,VF3TCABXSU0012263,southeast,46405,4254,380
2024-11,VF3TCADXSU0012264,west,46405,4254,380
2024-11,VF3TCFDXSU0012265,south,46405,4254,380
2024-11,VF3TPAAXSU0012266,west,50440,4624,380
2024-11,VF3TPAFXSU0012267,central,50440,4624,380
2024-11,VF3TPACXRU0012268,south,50440,4624,380
2024-11,VF3TCFAXSU0012269,central,46405,4254,380
2024-11,VF3TSFCXSU0012270,south,57502,5271,380
2024-11,VF3TCACXSU0012271,southeast,46405,4254,380
2024-11,VF3TCACXRU0012272,southeast,46405,4254,380
2024-11,VF3TCFCXSU0012273,southeast,46405,4254,380
2024-11,VF3TPAAXSU0012274,west,50440,4624,380
2024-11,VF3TSAHXSU0012275,southeast,57502,5271,380
2024-11,VF3TSAAXSU0012276,central,57502,5271,380
2024-11,VF3TSFAXSU0012277,central,57502,5271,380
2024-11,VF3TPAEXSU0012278,central,50440,4624,380
2024-11,VF3TCAGXSU0012279,central,46405,4254,380
2024-11,VF3TPAAXRU0012280,south,50440,4624,380
2024-11,VF3TSACXSU0012281,west,57502,5271,380
2024-11,VF3TCAAXSU0012282,west,46405,4254,380
2024-11,VF3TCAAXSU0012283,northeast,46405,4254,380
2024-11,VF3TCAFXSU0012284,southeast,46405,4254,380
2024-11,VF3TPAAXSU0012285,south,50440,4624,380
2024-11,VF3TCFHXSU0012286,south,46405,4254,380
2024-11,VF3TPAAXRU0012287,southeast,50440,4624,380
2024-11,VF3TSAAXSU0012288,northeast,57502,5271,380
2024-11,VF3TPAHXRU0012289,northeast,50440,4624,380
2024-11,VF3TSAAXSU0012290,central,57502,5271,380
2024-11,VF3TPABXSU0012291,southeast,50440,4624,380
2024-11,VF3TCFCXSU0012292,southeast,46405,4254,380
2024-11,VF3TCFEXSU0012293,west,46405,4254,380
2024-11,VF3TCAAXSU0012294,south,46405,4254,380
2024-11,VF3TPFAXSU0012295,south,50440,4624,380
2024-11,VF3TCFCXSU0012296,west,46405,4254,380
2024-11,VF3TCFFXSU0012297,southeast,46405,4254,380
2024-11,VF3TSAHXSU0012298,west,57502,5271,380
2024-11,VF3TCAFXRU0012299,central,46405,4254,380
2024-11,VF3TSACXRU0012300,southeast,57502,5271,380
2024-11,VF3TSAGXRU0012301,central,57502,5271,380
2024-11,VF3TPAAXSU0012302,west,50440,4624,380
2024-11,VF3TPABXRU0012303,south,50440,4624,380
2024-11,VF3TPAAXRU0012304,west,50440,4624,380
