ws_ym,vin,zone_id,wholesale_price_usd,variable_margin_usd,freight_usd
2026-02,VF3TPAAXTU0032174,northeast,50440,4624,380
2026-02,VF3TCABXTU0032175,central,46405,4254,380
2026-02,VF3TPAFXTU0032176,west,50440,4624,380
2026-02,VF3TCADXTU0032177,west,46405,4254,380
2026-02,VF3TPFAXTU0032178,west,50440,4624,380
2026-02,VF3TPABXTU0032179,central,50440,4624,380
2026-02,VF3TPAAXTU0032180,northeast,50440,4624,380
2026-02,VF3TPFGXTU0032181,central,50440,4624,380
2026-02,VF3TSACXTU0032182,west,57502,5271,380
2026-02,VF3TPFDXTU0032183,south,50440,4624,380
2026-02,VF3TCABXTU0032184,west,46405,4254,380
2026-02,VF3TPAFXTU0032185,northeast,50440,4624,380
2026-02,VF3TCABXTU0032186,south,46405,4254,380
2026-02,VF3TCAFXTU0032187,northeast,46405,4254,380
2026-02,VF3TCABXTU0032188,south,46405,4254,380
2026-02,VF3TSAAXTU0032189,west,57502,5271,380
2026-02,VF3TPAAXTU0032190,west,50440,4624,380
2026-02,VF3TPAEXTU0032191,south,50440,4624,380
2026-02,VF3TCAGXTU0032192,northeast,46405,4254,380
2026-02,VF3TPAAXTU0032193,central,50440,4624,380
2026-02,VF3TSFDXTU0032194,south,57502,5271,380
2026-02,VF3TCAEXTU0032195,central,46405,4254,380
2026-02,VF3TSFAXTU0032196,south,57502,5271,380
2026-02,VF3TSACXTU0032197,northeast,57502,5271,380
2026-02,VF3TCFCXTU0032198,south,46405,4254,380
2026-02,VF3TPAAXTU0032199,south,50440,4624,380
2026-02,VF3TSABXTU0032200,central,57502,5271,380
2026-02,VF3TCABXTU0032201,northeast,46405,4254,380
2026-02,VF3TPACXTU0032202,central,50440,4624,380
2026-02,VF3TCAFXTU0032203,south,46405,4254,380
2026-02,VF3TPAAXTU0032204,south,50440,4624,380
2026-02,VF3TPFBXTU0032205,southeast,50440,4624,380
2026-02,VF3TSABXTU0032206,northeast,57502,5271,380
2026-02,VF3TPAHXTU0032207,south,50440,4624,380
2026-02,VF3TSFEXTU0032208,south,57502,5271,380
2026-02,VF3TPAAXTU0032209,northeast,50440,4624,380
2026-02,VF3TPAAXTU0032210,west,50440,4624,380
2026-02,VF3TPAEXTU0032211,south,50440,4624,380
2026-02,VF3TCAFXTU0032212,northeast,46405,4254,380
2026-02,VF3TCAEXTU0032213,west,46405,4254,380
2026-02,VF3TCFEXTU0032214,central,46405,4254,380
2026-02,VF3TCABXTU0032215,central,46405,4254,380
2026-02,VF3TCACXTU0032216,west,46405,4254,380
2026-02,VF3TPFDXTU0032217,west,50440,4624,380
2026-02,VF3TSFCXTU0032218,west,57502,5271,380
2026-02,VF3TPADXTU0032219,central,50440,4624,380
2026-02,VF3TCACXTU0032220,west,46405,4254,380
2026-02,VF3TPFAXTU0032221,southeast,50440,4624,380
2026-02,VF3TPAFXTU0032222,central,50440,4624,380
2026-02,VF3TPADXTU0032223,southeast,50440,4624,380
2026-02,VF3TCAFXTU0032224,northeast,46405,4254,380
2026-02,VF3TCAEXTU0032225,southeast,46405,4254,380
2026-02,VF3TPABXTU0032226,west,50440,4624,380
2026-02,VF3TSACXTU0032227,southeast,57502,5271,380
2026-02,VF3TSACXTU0032228,southeast,57502,5271,380
2026-02,VF3TPFBXTU0032229,southeast,50440,4624,380
2026-02,VF3TPABXTU0032230,west,50440,4624,380
2026-02,VF3TPAFXTU0032231,central,50440,4624,380
2026-02,VF3TSFHXTU0032232,southeast,57502,5271,380
2026-02,VF3TPFCXTU0032233,south,50440,4624,380
2026-02,VF3TPAHXTU0032234,south,50440,4624,380
2026-02,VF3TCFCXTU0032235,south,46405,4254,380
2026-02,VF3TPAAXTU0032236,southeast,50440,4624,380
2026-02,VF3TPABXTU0032237,central,50440,4624,380
2026-02,VF3TCADXTU0032238,west,46405,4254,380
2026-02,VF3TCADXTU0032239,south,46405,4254,380
