ws_ym,vin,zone_id,wholesale_price_usd,variable_margin_usd,freight_usd
2025-04,VF3TPADXSU0018574,southeast,50440,4624,380
2025-04,VF3TCFCXSU0018575,northeast,46405,4254,380
2025-04,VF3TCAEXSU0018576,southeast,46405,4254,380
2025-04,VF3TPFCXSU0018577,south,50440,4624,380
2025-04,VF3TCADXSU0018578,west,46405,4254,380
2025-04,VF3TCAAXSU0018579,west,46405,4254,380
2025-04,VF3TPACXSU0018580,central,50440,4624,380
2025-04,VF3TCAAXSU0018581,west,46405,4254,380
2025-04,VF3TPAAXSU0018582,southeast,50440,4624,380
2025-04,VF3TCAEXSU0018583,west,46405,4254,380
2025-04,VF3TSACXSU0018584,west,57502,5271,380
2025-04,VF3TPFBXSU0018585,west,50440,4624,380
2025-04,VF3TPACXSU0018586,northeast,50440,4624,380
2025-04,VF3TPFBXSU0018587,central,50440,4624,380
2025-04,VF3TPFCXSU0018588,south,50440,4624,380
2025-04,VF3TPFBXSU0018589,west,50440,4624,380
2025-04,VF3TPABXSU0018590,southeast,50440,4624,380
2025-04,VF3TCFBXSU0018591,central,46405,4254,380
2025-04,VF3TCAEXSU0018592,west,46405,4254,380
2025-04,VF3TCFAXSU0018593,central,46405,4254,380
2025-04,VF3TCAEXSU0018594,central,46405,4254,380
2025-04,VF3TPAFXSU0018595,central,50440,4624,380
2025-04,VF3TCAAXSU0018596,west,46405,4254,380
2025-04,VF3TCAGXSU0018597,central,46405,4254,380
2025-04,VF3TCADXSU0018598,northeast,46405,4254,380
2025-04,VF3TCADXSU0018599,south,46405,4254,380
2025-04,VF3TSACXSU0018600,southeast,57502,5271,380
2025-04,VF3TPFAXSU0018601,central,50440,4624,380
2025-04,VF3TCFDXSU0018602,south,46405,4254,380
2025-04,VF3TCFCXSU0018603,south,46405,4254,380
2025-04,VF3TCFDXSU0018604,southeast,46405,4254,380
2025-04,VF3TCAAXSU0018605,west,46405,4254,380
2025-04,VF3TPADXSU0018606,southeast,50440,4624,380
2025-04,VF3TPAAXSU0018607,west,50440,4624,380
2025-04,VF3TPFFXSU0018608,west,50440,4624,380
2025-04,VF3TCAAXSU0018609,central,46405,4254,380
2025-04,VF3TCFBXSU0018610,south,46405,4254,380
2025-04,VF3TCFEXSU0018611,west,46405,4254,380
2025-04,VF3TPFAXSU0018612,southeast,50440,4624,380
2025-04,VF3TPADXSU0018613,west,50440,4624,380
2025-04,VF3TCABXSU0018614,central,46405,4254,380
2025-04,VF3TCADXSU0018615,northeast,46405,4254,380
2025-04,VF3TCFFXSU0018616,west,46405,4254,380
2025-04,VF3TSFBXSU0018617,south,57502,5271,380
2025-04,VF3TPAAXSU0018618,west,50440,4624,380
2025-04,VF3TCABXSU0018619,northeast,46405,4254,380
2025-04,VF3TCABXSU0018620,southeast,46405,4254,380
2025-04,VF3TSABXSU0018621,southeast,57502,5271,380
2025-04,VF3TSFGXSU0018622,south,57502,5271,380
2025-04,VF3TCFBXSU0018623,northeast,46405,4254,380
2025-04,VF3TCACXSU0018624,central,46405,4254,380
2025-04,VF3TCAEXSU0018625,central,46405,4254,380
2025-04,VF3TCAFXSU0018626,west,46405,4254,380
2025-04,VF3TSAEXSU0018627,south,57502,5271,380
2025-04,VF3TPADXSU0018628,south,50440,4624,380
2025-04,VF3TSAEXSU0018629,west,57502,5271,380
2025-04,VF3TCFAXSU0018630,south,46405,4254,380
2025-04,VF3TCFCXSU0018631,west,46405,4254,380
2025-04,VF3TPFBXSU0018632,west,50440,4624,380
2025-04,VF3TCFAXSU0018633,west,46405,4254,380
2025-04,VF3TCACXSU0018634,south,46405,4254,380
2025-04,VF3TPAHXSU0018635,northeast,50440,4624,380
2025-04,VF3TCABXSU0018636,northeast,46405,4254,380
2025-04,VF3TCABXSU0018637,southeast,46405,4254,380
2025-04,VF3TPAAXSU0018638,central,50440,4624,380
2025-04,VF3TCAFXSU0018639,south,46405,4254,380
2025-04,VF3TPFAXSU0018640,south,50440,4624,380
2025-04,VF3TPFCXSU0018641,central,50440,4624,380
2025-04,VF3TPAHXSU0018642,south,50440,4624,380
2025-04,VF3TPAAXSU0018643,central,50440,4624,380
2025-04,VF3TPABXSU0018644,northeast,50440,4624,380
2025-04,VF3TCAFXSU0018645,northeast,46405,4254,380
2025-04,VF3TPACXSU0018646,south,50440,4624,380
2025-04,VF3TCFFXSU0018647,west,46405,4254,380
2025-04,VF3TPFAXSU0018648,south,50440,4624,380
2025-04,VF3TSABXSU0018649,west,57502,5271,380
2025-04,VF3TCFGXSU0018650,south,46405,4254,380
2025-04,VF3TPFEXSU0018651,southeast,50440,4624,380
2025-04,VF3TCAAXSU0018652,southeast,46405,4254,380
2025-04,VF3TSABXSU0018653,central,57502,5271,380
2025-04,VF3TCABXSU0018654,west,46405,4254,380
2025-04,VF3TPABXSU0018655,west,50440,4624,380
2025-04,VF3TPADXSU0018656,west,50440,4624,380
2025-04,VF3TCABXSU0018657,northeast,46405,4254,380
2025-04,VF3TPAAXSU0018658,northeast,50440,4624,380
2025-04,VF3TCACXSU0018659,central,46405,4254,380
2025-04,VF3TPAGXSU0018660,west,50440,4624,380
2025-04,VF3TCFBXSU0018661,southeast,46405,4254,380
2025-04,VF3TCAAXSU0018662,southeast,46405,4254,380
2025-04,VF3TPACXSU0018663,west,50440,4624,380
2025-04,VF3TPAFXSU0018664,west,50440,4624,380
2025-04,VF3TCFBXSU0018665,west,46405,4254,380
2025-04,VF3TCAHXSU0018666,south,46405,4254,380
2025-04,VF3TPAHXSU0018667,west,50440,4624,380
2025-04,VF3TPFBXSU0018668,south,50440,4624,380
2025-04,VF3TPFBXSU0018669,south,50440,4624,380
2025-04,VF3TSACXSU0018670,south,57502,5271,380
2025-04,VF3TCFGXSU0018671,west,46405,4254,380
2025-04,VF3TCADXSU0018672,south,46405,4254,380
2025-04,VF3TCFHXSU0018673,southeast,46405,4254,380
2025-04,VF3TPFEXSU0018674,south,50440,4624,380
2025-04,VF3TCFBXSU0018675,southeast,46405,4254,380
2025-04,VF3TPFAXSU0018676,west,50440,4624,380
2025-04,VF3TSABXSU0018677,southeast,57502,5271,380
2025-04,VF3TCAEXSU0018678,central,46405,4254,380
2025-04,VF3TCFDXSU0018679,south,46405,4254,380
2025-04,VF3TPACXSU0018680,west,50440,4624,380
2025-04,VF3TPAEXSU0018681,south,50440,4624,380
2025-04,VF3TPAEXSU0018682,south,50440,4624,380
2025-04,VF3TCFBXSU0018683,central,46405,4254,380
2025-04,VF3TPAHXSU0018684,northeast,50440,4624,380
2025-04,VF3TPACXSU0018685,central,50440,4624,380
2025-04,VF3TPAAXSU0018686,west,50440,4624,380
2025-04,VF3TCABXSU0018687,central,46405,4254,380
2025-04,VF3TCACXSU0018688,south,46405,4254,380
2025-04,VF3TSAAXSU0018689,northeast,57502,5271,380
2025-04,VF3TPABXSU0018690,northeast,50440,4624,380
2025-04,VF3TPFBXSU0018691,central,50440,4624,380
2025-04,VF3TSAFXSU0018692,central,57502,5271,380
2025-04,VF3TCAAXSU0018693,south,46405,4254,380
2025-04,VF3TCAFXSU0018694,central,46405,4254,380
2025-04,VF3TCABXSU0018695,southeast,46405,4254,380
2025-04,VF3TPAAXSU0018696,west,50440,4624,380
2025-04,VF3TCAEXSU0018697,south,46405,4254,380
2025-04,VF3TSAFXSU0018698,central,57502,5271,380
2025-04,VF3TSADXSU0018699,northeast,57502,5271,380
2025-04,VF3TPAAXSU0018700,central,50440,4624,380
2025-04,VF3TSFAXSU0018701,west,57502,5271,380
2025-04,VF3TPFCXSU0018702,west,50440,4624,380
2025-04,VF3TPACXSU0018703,southeast,50440,4624,380
2025-04,VF3TCADXSU0018704,west,46405,4254,380
2025-04,VF3TPFEXSU0018705,south,50440,4624,380
2025-04,VF3TCAAXSU0018706,northeast,46405,4254,380
2025-04,VF3TSAEXSU0018707,west,57502,5271,380
2025-04,VF3TPFAXSU0018708,south,50440,4624,380
2025-04,VF3TSFAXSU0018709,central,57502,5271,380
2025-04,VF3TPAFXSU0018710,west,50440,4624,380
2025-04,VF3TPABXSU0018711,northeast,50440,4624,380
2025-04,VF3TPFAXSU0018712,west,50440,4624,380
2025-04,VF3TCFDXSU0018713,west,46405,4254,380
2025-04,VF3TPAAXSU0018714,west,50440,4624,380
2025-04,VF3TCADXSU0018715,south,46405,4254,380
2025-04,VF3TCAHXSU0018716,west,46405,4254,380
2025-04,VF3TSAEXSU0018717,central,57502,5271,380
2025-04,VF3TPAEXSU0018718,south,50440,4624,380
2025-04,VF3TSFBXSU0018719,south,57502,5271,380
2025-04,VF3TSFHXSU0018720,southeast,57502,5271,380
2025-04,VF3TPFGXSU0018721,southeast,50440,4624,380
2025-04,VF3TPABXSU0018722,central,50440,4624,380
2025-04,VF3TPABXSU0018723,northeast,50440,4624,380
2025-04,VF3TCAFXSU0018724,southeast,46405,4254,380
2025-04,VF3TSAAXSU0018725,south,57502,5271,380
2025-04,VF3TPAAXSU0018726,central,50440,4624,380
2025-04,VF3TPAAXSU0018727,northeast,50440,4624,380
2025-04,VF3TPFAXSU0018728,west,50440,4624,380
2025-04,VF3TSACXSU0018729,northeast,57502,5271,380
2025-04,VF3TPFDXSU0018730,south,50440,4624,380
2025-04,VF3TCACXSU0018731,west,46405,4254,380
2025-04,VF3TSABXSU0018732,northeast,57502,5271,380
2025-04,VF3TPAFXSU0018733,northeast,50440,4624,380
2025-04,VF3TCFDXSU0018734,south,46405,4254,380
2025-04,VF3TPAAXSU0018735,northeast,50440,4624,380
2025-04,VF3TSFBXSU0018736,west,57502,5271,380
2025-04,VF3TCFCXSU0018737,central,46405,4254,380
2025-04,VF3TCFEXSU0018738,central,46405,4254,380
2025-04,VF3TSABXSU0018739,northeast,57502,5271,380
2025-04,VF3TPAGXSU0018740,northeast,50440,4624,380
2025-04,VF3TSAFXSU0018741,central,57502,5271,380
2025-04,VF3TCACXSU0018742,northeast,46405,4254,380
2025-04,VF3TPAEXSU0018743,southeast,50440,4624,380
2025-04,VF3TCAHXSU0018744,northeast,46405,4254,380
2025-04,VF3TCABXSU0018745,northeast,46405,4254,380
2025-04,VF3TSAAXSU0018746,west,57502,5271,380
2025-04,VF3TPACXSU0018747,northeast,50440,4624,380
2025-04,VF3TCFBXSU0018748,south,46405,4254,380
2025-04,VF3TPAEXSU0018749,southeast,50440,4624,380
2025-04,VF3TPFBXSU0018750,south,50440,4624,380
2025-04,VF3TSACXSU0018751,northeast,57502,5271,380
2025-04,VF3TSAAXSU0018752,northeast,57502,5271,380
2025-04,VF3TSFCXSU0018753,west,57502,5271,380
2025-04,VF3TCFFXSU0018754,central,46405,4254,380
2025-04,VF3TCFBXSU0018755,south,46405,4254,380
2025-04,VF3TSADXSU0018756,west,57502,5271,380
2025-04,VF3TPAAXSU0018757,southeast,50440,4624,380
2025-04,VF3TSACXSU0018758,west,57502,5271,380
2025-04,VF3TPAAXSU0018759,south,50440,4624,380
2025-04,VF3TSFBXSU0018760,south,57502,5271,380
2025-04,VF3TPADXSU0018761,southeast,50440,4624,380
2025-04,VF3TCAAXSU0018762,northeast,46405,4254,380
2025-04,VF3TCABXSU0018763,west,46405,4254,380
2025-04,VF3TPFCXSU0018764,southeast,50440,4624,380
2025-04,VF3TSFFXSU0018765,south,57502,5271,380
2025-04,VF3TCAAXSU0018766,southeast,46405,4254,380
2025-04,VF3TCADXSU0018767,central,46405,4254,380
2025-04,VF3TCABXSU0018768,southeast,46405,4254,380
2025-04,VF3TCFAXSU0018769,southeast,46405,4254,380
2025-04,VF3TCAFXSU0018770,northeast,46405,4254,380
2025-04,VF3TPADXSU0018771,northeast,50440,4624,380
2025-04,VF3TPAAXSU0018772,northeast,50440,4624,380
2025-04,VF3TPAEXSU0018773,southeast,50440,4624,380
2025-04,VF3TSAEXSU0018774,west,57502,5271,380
2025-04,VF3TCABXSU0018775,west,46405,4254,380
2025-04,VF3TCFCXSU0018776,south,46405,4254,380
2025-04,VF3TCFEXSU0018777,west,46405,4254,380
2025-04,VF3TSAEXSU0018778,west,57502,5271,380
2025-04,VF3TPACXSU0018779,central,50440,4624,380
2025-04,VF3TCAAXSU0018780,southeast,46405,4254,380
2025-04,VF3TCACXSU0018781,southeast,46405,4254,380
2025-04,VF3TSAFXSU0018782,west,57502,5271,380
2025-04,VF3TPAGXSU0018783,west,50440,4624,380
2025-04,VF3TPACXSU0018784,central,50440,4624,380
2025-04,VF3TPAGXSU0018785,central,50440,4624,380
2025-04,VF3TPABXSU0018786,northeast,50440,4624,380
2025-04,VF3TCAAXSU0018787,south,46405,4254,380
2025-04,VF3TSFGXSU0018788,west,57502,5271,380
2025-04,VF3TPFEXSU0018789,west,50440,4624,380
2025-04,VF3TCFBXSU0018790,southeast,46405,4254,380
2025-04,VF3TSFBXSU0018791,south,57502,5271,380
2025-04,VF3TPFEXSU0018792,south,50440,4624,380
2025-04,VF3TCABXSU0018793,central,46405,4254,380
2025-04,VF3TPABXSU0018794,northeast,50440,4624,380
2025-04,VF3TPABXSU0018795,central,50440,4624,380
2025-04,VF3TPAEXSU0018796,northeast,50440,4624,380
2025-04,VF3TSABXSU0018797,southeast,57502,5271,380
2025-04,VF3TCFAXSU0018798,south,46405,4254,380
2025-04,VF3TSAEXSU0018799,southeast,57502,5271,380
2025-04,VF3TPFBXSU0018800,south,50440,4624,380
2025-04,VF3TPAGXSU0018801,south,50440,4624,380
2025-04,VF3TPAEXSU0018802,southeast,50440,4624,380
2025-04,VF3TPFDXSU0018803,west,50440,4624,380
2025-04,VF3TCFAXSU0018804,southeast,46405,4254,380
2025-04,VF3TCAAXSU0018805,northeast,46405,4254,380
2025-04,VF3TPAEXSU0018806,south,50440,4624,380
2025-04,VF3TCAEXSU0018807,southeast,46405,4254,380
2025-04,VF3TPAEXSU0018808,west,50440,4624,380
2025-04,VF3TPADXSU0018809,west,50440,4624,380
2025-04,VF3TCADXSU0018810,south,46405,4254,380
2025-04,VF3TPFAXSU0018811,northeast,50440,4624,380
2025-04,VF3TPAAXSU0018812,northeast,50440,4624,380
2025-04,VF3TCFCXSU0018813,west,46405,4254,380
2025-04,VF3TSABXSU0018814,central,57502,5271,380
2025-04,VF3TCACXSU0018815,west,46405,4254,380
2025-04,VF3TCACXSU0018816,west,46405,4254,380
2025-04,VF3TCFDXSU0018817,south,46405,4254,380
2025-04,VF3TCFAXSU0018818,south,46405,4254,380
2025-04,VF3TSAEXSU0018819,south,57502,5271,380
2025-04,VF3TSAAXSU0018820,west,57502,5271,380
2025-04,VF3TCADXSU0018821,northeast,46405,4254,380
2025-04,VF3TCABXSU0018822,west,46405,4254,380
2025-04,VF3TCABXSU0018823,south,46405,4254,380
2025-04,VF3TPFBXSU0018824,south,50440,4624,380
2025-04,VF3TPFAXSU0018825,south,50440,4624,380
2025-04,VF3TPAAXSU0018826,southeast,50440,4624,380
2025-04,VF3TPFBXSU0018827,west,50440,4624,380
2025-04,VF3TPACXSU0018828,northeast,50440,4624,380
2025-04,VF3TCADXSU0018829,northeast,46405,4254,380
2025-04,VF3TSFAXSU0018830,southeast,57502,5271,380
2025-04,VF3TCADXSU0018831,central,46405,4254,380
2025-04,VF3TPFDXSU0018832,west,50440,4624,380
2025-04,VF3TSAAXSU0018833,central,57502,5271,380
2025-04,VF3TCACXSU0018834,southeast,46405,4254,380
2025-04,VF3TPFDXSU0018835,southeast,50440,4624,380
2025-04,VF3TSADXSU0018836,central,57502,5271,380
2025-04,VF3TCABXSU0018837,south,46405,4254,380
2025-04,VF3TCABXSU0018838,northeast,46405,4254,380
2025-04,VF3TPACXSU0018839,central,50440,4624,380
