ws_ym,vin,zone_id,wholesale_price_usd,variable_margin_usd,freight_usd
2025-02,VF3TPAAXSU0015997,south,50440,4624,380
2025-02,VF3TCABXSU0015998,central,46405,4254,380
2025-02,VF3TCFEXSU0015999,south,46405,4254,380
2025-02,VF3TPFEXSU0016000,south,50440,4624,380
2025-02,VF3TSAAXSU0016001,west,57502,5271,380
2025-02,VF3TCFAXSU0016002,west,46405,4254,380
2025-02,VF3TCAFXSU0016003,west,46405,4254,380
2025-02,VF3TPACXSU0016004,west,50440,4624,380
2025-02,VF3TPFCXSU0016005,south,50440,4624,380
2025-02,VF3TPAGXSU0016006,west,50440,4624,380
2025-02,VF3TPFCXSU0016007,southeast,50440,4624,380
2025-02,VF3TCAGXSU0016008,central,46405,4254,380
2025-02,VF3TCAHXSU0016009,central,46405,4254,380
2025-02,VF3TPAAXSU0016010,west,50440,4624,380
2025-02,VF3TPABXSU0016011,southeast,50440,4624,380
2025-02,VF3TSADXSU0016012,central,57502,5271,380
2025-02,VF3TPFBXSU0016013,south,50440,4624,380
2025-02,VF3TSFCXSU0016014,southeast,57502,5271,380
2025-02,VF3TPABXSU0016015,southeast,50440,4624,380
2025-02,VF3TPAFXSU0016016,west,50440,4624,380
2025-02,VF3TPABXSU0016017,southeast,50440,4624,380
2025-02,VF3TPAEXSU0016018,northeast,50440,4624,380
2025-02,VF3TCACXSU0016019,northeast,46405,4254,380
2025-02,VF3TCACXSU0016020,southeast,46405,4254,380
2025-02,VF3TCAFXSU0016021,west,46405,4254,380
2025-02,VF3TPACXSU0016022,southeast,50440,4624,380
2025-02,VF3TPFCXSU0016023,south,50440,4624,380
2025-02,VF3TPABXSU0016024,central,50440,4624,380
2025-02,VF3TPACXSU0016025,northeast,50440,4624,380
2025-02,VF3TCABXSU0016026,northeast,46405,4254,380
2025-02,VF3TCABXSU0016027,northeast,46405,4254,380
2025-02,VF3TSFDXSU0016028,west,57502,5271,380
2025-02,VF3TPAFXSU0016029,south,50440,4624,380
2025-02,VF3TCAAXSU0016030,west,46405,4254,380
2025-02,VF3TCACXSU0016031,northeast,46405,4254,380
2025-02,VF3TSABXSU0016032,northeast,57502,5271,380
2025-02,VF3TPAHXSU0016033,west,50440,4624,380
2025-02,VF3TPABXSU0016034,northeast,50440,4624,380
2025-02,VF3TCFEXSU0016035,central,46405,4254,380
2025-02,VF3TPFCXSU0016036,south,50440,4624,380
2025-02,VF3TCFFXSU0016037,south,46405,4254,380
2025-02,VF3TSACXSU0016038,northeast,57502,5271,380
2025-02,VF3TSFDXSU0016039,south,57502,5271,380
2025-02,VF3TPAFXSU0016040,west,50440,4624,380
2025-02,VF3TPAEXSU0016041,northeast,50440,4624,380
2025-02,VF3TSAAXSU0016042,southeast,57502,5271,380
2025-02,VF3TCAAXSU0016043,central,46405,4254,380
2025-02,VF3TPAGXSU0016044,central,50440,4624,380
2025-02,VF3TCFCXSU0016045,south,46405,4254,380
2025-02,VF3TCABXSU0016046,central,46405,4254,380
2025-02,VF3TCAAXSU0016047,southeast,46405,4254,380
2025-02,VF3TCABXSU0016048,northeast,46405,4254,380
2025-02,VF3TPFDXSU0016049,west,50440,4624,380
2025-02,VF3TCFFXSU0016050,south,46405,4254,380
2025-02,VF3TPAAXSU0016051,central,50440,4624,380
2025-02,VF3TCFAXSU0016052,south,46405,4254,380
2025-02,VF3TPAAXSU0016053,central,50440,4624,380
2025-02,VF3TCFFXSU0016054,south,46405,4254,380
2025-02,VF3TSACXSU0016055,west,57502,5271,380
2025-02,VF3TCAHXSU0016056,southeast,46405,4254,380
2025-02,VF3TPADXSU0016057,southeast,50440,4624,380
2025-02,VF3TSACXSU0016058,northeast,57502,5271,380
2025-02,VF3TPAEXSU0016059,west,50440,4624,380
2025-02,VF3TPAAXSU0016060,south,50440,4624,380
2025-02,VF3TCADXSU0016061,northeast,46405,4254,380
2025-02,VF3TPAEXSU0016062,northeast,50440,4624,380
2025-02,VF3TSAHXSU0016063,central,57502,5271,380
2025-02,VF3TPFCXSU0016064,south,50440,4624,380
2025-02,VF3TPFFXSU0016065,south,50440,4624,380
2025-02,VF3TPFCXSU0016066,west,50440,4624,380
2025-02,VF3TSAAXSU0016067,southeast,57502,5271,380
2025-02,VF3TPAHXSU0016068,central,50440,4624,380
2025-02,VF3TPAAXSU0016069,central,50440,4624,380
2025-02,VF3TCFAXSU0016070,south,46405,4254,380
2025-02,VF3TCFFXSU0016071,northeast,46405,4254,380
2025-02,VF3TPABXSU0016072,west,50440,4624,380
2025-02,VF3TPACXSU0016073,west,50440,4624,380
2025-02,VF3TSACXSU0016074,southeast,57502,5271,380
2025-02,VF3TCFCXSU0016075,northeast,46405,4254,380
2025-02,VF3TCFEXSU0016076,west,46405,4254,380
2025-02,VF3TSFFXSU0016077,south,57502,5271,380
2025-02,VF3TCAAXSU0016078,west,46405,4254,380
2025-02,VF3TSADXSU0016079,northeast,57502,5271,380
2025-02,VF3TCAFXSU0016080,south,46405,4254,380
2025-02,VF3TPABXSU0016081,south,50440,4624,380
2025-02,VF3TPFBXSU0016082,central,50440,4624,380
2025-02,VF3TPAAXSU0016083,northeast,50440,4624,380
2025-02,VF3TSABXSU0016084,west,57502,5271,380
2025-02,VF3TPAGXSU0016085,southeast,50440,4624,380
2025-02,VF3TPADXSU0016086,central,50440,4624,380
2025-02,VF3TCFAXSU0016087,west,46405,4254,380
2025-02,VF3TPAFXSU0016088,central,50440,4624,380
2025-02,VF3TCABXSU0016089,south,46405,4254,380
2025-02,VF3TCACXSU0016090,west,46405,4254,380
2025-02,VF3TCABXSU0016091,west,46405,4254,380
2025-02,VF3TCFAXSU0016092,south,46405,4254,380
2025-02,VF3TPAGXSU0016093,south,50440,4624,380
2025-02,VF3TCAAXSU0016094,central,46405,4254,380
2025-02,VF3TSACXSU0016095,central,57502,5271,380
2025-02,VF3TPAAXSU0016096,central,50440,4624,380
2025-02,VF3TSAFXSU0016097,southeast,57502,5271,380
2025-02,VF3TSABXSU0016098,southeast,57502,5271,380
2025-02,VF3TPABXSU0016099,south,50440,4624,380
2025-02,VF3TCFAXSU0016100,southeast,46405,4254,380
2025-02,VF3TCADXSU0016101,northeast,46405,4254,380
2025-02,VF3TCADXSU0016102,northeast,46405,4254,380
2025-02,VF3TCAEXSU0016103,south,46405,4254,380
2025-02,VF3TSAAXSU0016104,west,57502,5271,380
2025-02,VF3TPABXSU0016105,west,50440,4624,380
2025-02,VF3TPFEXSU0016106,southeast,50440,4624,380
2025-02,VF3TCFCXSU0016107,south,46405,4254,380
2025-02,VF3TCFAXSU0016108,southeast,46405,4254,380
2025-02,VF3TPACXSU0016109,south,50440,4624,380
