ym_order,model_id,zone_id,trim_id,color,retail_ma3,stock_qty,ds_days,dos_weight,order_qty,prod_ym
2026-01,TRN,west,TRN-CO,스노우 화이트,385.8,803,63.3,0.95,330,2026-01
2026-01,TRN,west,TRN-CO,미드나잇 블랙,305.4,636,63.3,0.95,261,2026-01
2026-01,TRN,west,TRN-CO,스틸 그레이,257.2,536,63.3,0.95,220,2026-01
2026-01,TRN,west,TRN-CO,실버,209.0,435,63.3,0.95,179,2026-01
2026-01,TRN,west,TRN-CO,오션 블루,160.7,335,63.3,0.95,137,2026-01
2026-01,TRN,west,TRN-CO,선셋 레드,128.6,268,63.3,0.95,110,2026-01
2026-01,TRN,west,TRN-CO,포레스트 그린,80.4,167,63.3,0.95,69,2026-01
2026-01,TRN,west,TRN-CO,샌드 베이지,80.4,167,63.3,0.95,69,2026-01
2026-01,TRN,west,TRN-PR,스노우 화이트,446.7,930,63.3,0.95,382,2026-01
2026-01,TRN,west,TRN-PR,미드나잇 블랙,353.6,736,63.3,0.95,302,2026-01
2026-01,TRN,west,TRN-PR,스틸 그레이,297.8,620,63.3,0.95,255,2026-01
2026-01,TRN,west,TRN-PR,실버,242.0,504,63.3,0.95,207,2026-01
2026-01,TRN,west,TRN-PR,오션 블루,186.1,388,63.3,0.95,159,2026-01
2026-01,TRN,west,TRN-PR,선셋 레드,148.9,310,63.3,0.95,127,2026-01
2026-01,TRN,west,TRN-PR,포레스트 그린,93.1,194,63.3,0.95,80,2026-01
2026-01,TRN,west,TRN-PR,샌드 베이지,93.1,194,63.3,0.95,80,2026-01
2026-01,TRN,west,TRN-SU,스노우 화이트,182.7,381,63.3,0.95,156,2026-01
2026-01,TRN,west,TRN-SU,미드나잇 블랙,144.7,301,63.3,0.95,124,2026-01
2026-01,TRN,west,TRN-SU,스틸 그레이,121.8,254,63.3,0.95,104,2026-01
2026-01,TRN,west,TRN-SU,실버,99.0,206,63.3,0.95,85,2026-01
2026-01,TRN,west,TRN-SU,오션 블루,76.1,159,63.3,0.95,65,2026-01
2026-01,TRN,west,TRN-SU,선셋 레드,60.9,127,63.3,0.95,52,2026-01
