ym_order,model_id,zone_id,trim_id,color,retail_ma3,stock_qty,ds_days,dos_weight,order_qty,prod_ym
2025-06,TRN,west,TRN-CO,스노우 화이트,372.7,787,64.2,0.93,334,2025-06
2025-06,TRN,west,TRN-CO,미드나잇 블랙,295.0,623,64.2,0.93,264,2025-06
2025-06,TRN,west,TRN-CO,스틸 그레이,248.4,525,64.2,0.93,223,2025-06
2025-06,TRN,west,TRN-CO,실버,201.9,426,64.2,0.93,181,2025-06
2025-06,TRN,west,TRN-CO,오션 블루,155.3,328,64.2,0.93,139,2025-06
2025-06,TRN,west,TRN-CO,선셋 레드,124.2,262,64.2,0.93,111,2025-06
2025-06,TRN,west,TRN-CO,포레스트 그린,77.6,164,64.2,0.93,70,2025-06
2025-06,TRN,west,TRN-CO,샌드 베이지,77.6,164,64.2,0.93,70,2025-06
2025-06,TRN,west,TRN-PR,스노우 화이트,431.5,911,64.2,0.93,386,2025-06
2025-06,TRN,west,TRN-PR,미드나잇 블랙,341.6,721,64.2,0.93,306,2025-06
2025-06,TRN,west,TRN-PR,스틸 그레이,287.7,607,64.2,0.93,258,2025-06
2025-06,TRN,west,TRN-PR,실버,233.7,493,64.2,0.93,209,2025-06
2025-06,TRN,west,TRN-PR,오션 블루,179.8,380,64.2,0.93,161,2025-06
2025-06,TRN,west,TRN-PR,선셋 레드,143.8,304,64.2,0.93,129,2025-06
2025-06,TRN,west,TRN-PR,포레스트 그린,89.9,190,64.2,0.93,81,2025-06
2025-06,TRN,west,TRN-PR,샌드 베이지,89.9,190,64.2,0.93,81,2025-06
2025-06,TRN,west,TRN-SU,스노우 화이트,176.5,373,64.2,0.93,158,2025-06
2025-06,TRN,west,TRN-SU,미드나잇 블랙,139.7,295,64.2,0.93,125,2025-06
2025-06,TRN,west,TRN-SU,스틸 그레이,117.7,248,64.2,0.93,105,2025-06
2025-06,TRN,west,TRN-SU,실버,95.6,202,64.2,0.93,86,2025-06
2025-06,TRN,west,TRN-SU,오션 블루,73.6,155,64.2,0.93,66,2025-06
2025-06,TRN,west,TRN-SU,선셋 레드,58.8,124,64.2,0.93,53,2025-06
2025-06,TRN,west,TRN-SU,포레스트 그린,36.8,78,64.2,0.93,33,2025-06
2025-06,TRN,west,TRN-SU,샌드 베이지,36.8,78,64.2,0.93,33,2025-06
2025-06,TRN,central,TRN-CO,스노우 화이트,243.7,443,55.3,1.09,253,2025-06
2025-06,TRN,central,TRN-CO,미드나잇 블랙,192.9,351,55.3,1.09,201,2025-06
2025-06,TRN,central,TRN-CO,스틸 그레이,162.4,295,55.3,1.09,169,2025-06
2025-06,TRN,central,TRN-CO,실버,132.0,240,55.3,1.09,137,2025-06
2025-06,TRN,central,TRN-CO,오션 블루,101.5,185,55.3,1.09,106,2025-06
2025-06,TRN,central,TRN-CO,선셋 레드,81.2,148,55.3,1.09,84,2025-06
2025-06,TRN,central,TRN-CO,포레스트 그린,50.8,92,55.3,1.09,53,2025-06
2025-06,TRN,central,TRN-CO,샌드 베이지,50.8,92,55.3,1.09,53,2025-06
2025-06,TRN,central,TRN-PR,스노우 화이트,282.1,513,55.3,1.09,293,2025-06
2025-06,TRN,central,TRN-PR,미드나잇 블랙,223.4,406,55.3,1.09,232,2025-06
2025-06,TRN,central,TRN-PR,스틸 그레이,188.1,342,55.3,1.09,196,2025-06
2025-06,TRN,central,TRN-PR,실버,152.8,278,55.3,1.09,159,2025-06
2025-06,TRN,central,TRN-PR,오션 블루,117.6,214,55.3,1.09,122,2025-06
2025-06,TRN,central,TRN-PR,선셋 레드,94.0,171,55.3,1.09,98,2025-06
2025-06,TRN,central,TRN-PR,포레스트 그린,58.8,107,55.3,1.09,61,2025-06
2025-06,TRN,central,TRN-PR,샌드 베이지,58.8,107,55.3,1.09,61,2025-06
2025-06,TRN,central,TRN-SU,스노우 화이트,115.4,210,55.3,1.09,120,2025-06
2025-06,TRN,central,TRN-SU,미드나잇 블랙,91.4,166,55.3,1.09,95,2025-06
2025-06,TRN,central,TRN-SU,스틸 그레이,76.9,140,55.3,1.09,80,2025-06
2025-06,TRN,central,TRN-SU,실버,62.5,114,55.3,1.09,65,2025-06
2025-06,TRN,central,TRN-SU,오션 블루,48.1,87,55.3,1.09,50,2025-06
2025-06,TRN,central,TRN-SU,선셋 레드,38.5,70,55.3,1.09,40,2025-06
2025-06,TRN,central,TRN-SU,포레스트 그린,24.0,44,55.3,1.09,25,2025-06
2025-06,TRN,central,TRN-SU,샌드 베이지,24.0,44,55.3,1.09,25,2025-06
2025-06,TRN,south,TRN-CO,스노우 화이트,315.3,641,61.8,0.97,293,2025-06
2025-06,TRN,south,TRN-CO,미드나잇 블랙,249.6,508,61.8,0.97,232,2025-06
2025-06,TRN,south,TRN-CO,스틸 그레이,210.2,427,61.8,0.97,196,2025-06
2025-06,TRN,south,TRN-CO,실버,170.8,347,61.8,0.97,159,2025-06
2025-06,TRN,south,TRN-CO,오션 블루,131.4,267,61.8,0.97,122,2025-06
2025-06,TRN,south,TRN-CO,선셋 레드,105.1,214,61.8,0.97,98,2025-06
2025-06,TRN,south,TRN-CO,포레스트 그린,65.7,134,61.8,0.97,61,2025-06
2025-06,TRN,south,TRN-CO,샌드 베이지,65.7,134,61.8,0.97,61,2025-06
2025-06,TRN,south,TRN-PR,스노우 화이트,365.1,742,61.8,0.97,340,2025-06
2025-06,TRN,south,TRN-PR,미드나잇 블랙,289.1,588,61.8,0.97,269,2025-06
2025-06,TRN,south,TRN-PR,스틸 그레이,243.4,495,61.8,0.97,226,2025-06
2025-06,TRN,south,TRN-PR,실버,197.8,402,61.8,0.97,184,2025-06
2025-06,TRN,south,TRN-PR,오션 블루,152.1,309,61.8,0.97,142,2025-06
2025-06,TRN,south,TRN-PR,선셋 레드,121.7,247,61.8,0.97,113,2025-06
2025-06,TRN,south,TRN-PR,포레스트 그린,76.1,155,61.8,0.97,71,2025-06
