ym_order,model_id,zone_id,trim_id,color,retail_ma3,stock_qty,ds_days,dos_weight,order_qty,prod_ym
2026-08,TRN,west,TRN-CO,스노우 화이트,386.8,821,64.5,0.93,387,2026-08
2026-08,TRN,west,TRN-CO,미드나잇 블랙,306.2,650,64.5,0.93,306,2026-08
2026-08,TRN,west,TRN-CO,스틸 그레이,257.8,547,64.5,0.93,258,2026-08
2026-08,TRN,west,TRN-CO,실버,209.5,445,64.5,0.93,209,2026-08
2026-08,TRN,west,TRN-CO,오션 블루,161.2,342,64.5,0.93,161,2026-08
2026-08,TRN,west,TRN-CO,선셋 레드,128.9,274,64.5,0.93,129,2026-08
2026-08,TRN,west,TRN-CO,포레스트 그린,80.6,171,64.5,0.93,81,2026-08
2026-08,TRN,west,TRN-CO,샌드 베이지,80.6,171,64.5,0.93,81,2026-08
2026-08,TRN,west,TRN-PR,스노우 화이트,447.8,950,64.5,0.93,448,2026-08
2026-08,TRN,west,TRN-PR,미드나잇 블랙,354.5,752,64.5,0.93,354,2026-08
2026-08,TRN,west,TRN-PR,스틸 그레이,298.6,634,64.5,0.93,298,2026-08
2026-08,TRN,west,TRN-PR,실버,242.6,515,64.5,0.93,242,2026-08
2026-08,TRN,west,TRN-PR,오션 블루,186.6,396,64.5,0.93,187,2026-08
2026-08,TRN,west,TRN-PR,선셋 레드,149.3,317,64.5,0.93,149,2026-08
2026-08,TRN,west,TRN-PR,포레스트 그린,93.3,198,64.5,0.93,93,2026-08
2026-08,TRN,west,TRN-PR,샌드 베이지,93.3,198,64.5,0.93,93,2026-08
2026-08,TRN,west,TRN-SU,스노우 화이트,183.2,389,64.5,0.93,183,2026-08
2026-08,TRN,west,TRN-SU,미드나잇 블랙,145.0,308,64.5,0.93,145,2026-08
2026-08,TRN,west,TRN-SU,스틸 그레이,122.1,259,64.5,0.93,122,2026-08
2026-08,TRN,west,TRN-SU,실버,99.2,211,64.5,0.93,99,2026-08
2026-08,TRN,west,TRN-SU,오션 블루,76.3,162,64.5,0.93,76,2026-08
2026-08,TRN,west,TRN-SU,선셋 레드,61.1,130,64.5,0.93,61,2026-08
2026-08,TRN,west,TRN-SU,포레스트 그린,38.2,81,64.5,0.93,38,2026-08
2026-08,TRN,west,TRN-SU,샌드 베이지,38.2,81,64.5,0.93,38,2026-08
2026-08,TRN,central,TRN-CO,스노우 화이트,252.9,462,55.6,1.08,294,2026-08
2026-08,TRN,central,TRN-CO,미드나잇 블랙,200.2,366,55.6,1.08,232,2026-08
2026-08,TRN,central,TRN-CO,스틸 그레이,168.6,308,55.6,1.08,196,2026-08
2026-08,TRN,central,TRN-CO,실버,137.0,250,55.6,1.08,159,2026-08
2026-08,TRN,central,TRN-CO,오션 블루,105.4,193,55.6,1.08,122,2026-08
2026-08,TRN,central,TRN-CO,선셋 레드,84.3,154,55.6,1.08,98,2026-08
2026-08,TRN,central,TRN-CO,포레스트 그린,52.7,96,55.6,1.08,61,2026-08
2026-08,TRN,central,TRN-CO,샌드 베이지,52.7,96,55.6,1.08,61,2026-08
2026-08,TRN,central,TRN-PR,스노우 화이트,292.8,535,55.6,1.08,340,2026-08
2026-08,TRN,central,TRN-PR,미드나잇 블랙,231.8,424,55.6,1.08,269,2026-08
2026-08,TRN,central,TRN-PR,스틸 그레이,195.2,357,55.6,1.08,227,2026-08
2026-08,TRN,central,TRN-PR,실버,158.6,290,55.6,1.08,184,2026-08
2026-08,TRN,central,TRN-PR,오션 블루,122.0,223,55.6,1.08,142,2026-08
2026-08,TRN,central,TRN-PR,선셋 레드,97.6,178,55.6,1.08,113,2026-08
2026-08,TRN,central,TRN-PR,포레스트 그린,61.0,111,55.6,1.08,71,2026-08
2026-08,TRN,central,TRN-PR,샌드 베이지,61.0,111,55.6,1.08,71,2026-08
2026-08,TRN,central,TRN-SU,스노우 화이트,119.8,219,55.6,1.08,139,2026-08
2026-08,TRN,central,TRN-SU,미드나잇 블랙,94.8,173,55.6,1.08,110,2026-08
2026-08,TRN,central,TRN-SU,스틸 그레이,79.9,146,55.6,1.08,93,2026-08
2026-08,TRN,central,TRN-SU,실버,64.9,119,55.6,1.08,75,2026-08
2026-08,TRN,central,TRN-SU,오션 블루,49.9,91,55.6,1.08,58,2026-08
2026-08,TRN,central,TRN-SU,선셋 레드,39.9,73,55.6,1.08,46,2026-08
2026-08,TRN,central,TRN-SU,포레스트 그린,25.0,46,55.6,1.08,29,2026-08
2026-08,TRN,central,TRN-SU,샌드 베이지,25.0,46,55.6,1.08,29,2026-08
2026-08,TRN,south,TRN-CO,스노우 화이트,327.3,669,62.1,0.97,340,2026-08
2026-08,TRN,south,TRN-CO,미드나잇 블랙,259.1,529,62.1,0.97,269,2026-08
2026-08,TRN,south,TRN-CO,스틸 그레이,218.2,446,62.1,0.97,226,2026-08
2026-08,TRN,south,TRN-CO,실버,177.3,362,62.1,0.97,184,2026-08
2026-08,TRN,south,TRN-CO,오션 블루,136.4,279,62.1,0.97,142,2026-08
2026-08,TRN,south,TRN-CO,선셋 레드,109.1,223,62.1,0.97,113,2026-08
2026-08,TRN,south,TRN-CO,포레스트 그린,68.2,139,62.1,0.97,71,2026-08
2026-08,TRN,south,TRN-CO,샌드 베이지,68.2,139,62.1,0.97,71,2026-08
2026-08,TRN,south,TRN-PR,스노우 화이트,378.9,774,62.1,0.97,393,2026-08
2026-08,TRN,south,TRN-PR,미드나잇 블랙,300.0,613,62.1,0.97,311,2026-08
2026-08,TRN,south,TRN-PR,스틸 그레이,252.6,516,62.1,0.97,262,2026-08
2026-08,TRN,south,TRN-PR,실버,205.3,419,62.1,0.97,213,2026-08
2026-08,TRN,south,TRN-PR,오션 블루,157.9,323,62.1,0.97,164,2026-08
2026-08,TRN,south,TRN-PR,선셋 레드,126.3,258,62.1,0.97,131,2026-08
2026-08,TRN,south,TRN-PR,포레스트 그린,78.9,161,62.1,0.97,82,2026-08
2026-08,TRN,south,TRN-PR,샌드 베이지,78.9,161,62.1,0.97,82,2026-08
2026-08,TRN,south,TRN-SU,스노우 화이트,155.0,317,62.1,0.97,161,2026-08
2026-08,TRN,south,TRN-SU,미드나잇 블랙,122.7,251,62.1,0.97,127,2026-08
2026-08,TRN,south,TRN-SU,스틸 그레이,103.3,211,62.1,0.97,107,2026-08
2026-08,TRN,south,TRN-SU,실버,84.0,172,62.1,0.97,87,2026-08
2026-08,TRN,south,TRN-SU,오션 블루,64.6,132,62.1,0.97,67,2026-08
2026-08,TRN,south,TRN-SU,선셋 레드,51.7,106,62.1,0.97,54,2026-08
2026-08,TRN,south,TRN-SU,포레스트 그린,32.3,66,62.1,0.97,34,2026-08
2026-08,TRN,south,TRN-SU,샌드 베이지,32.3,66,62.1,0.97,34,2026-08
2026-08,TRN,northeast,TRN-CO,스노우 화이트,252.9,447,53.8,1.12,303,2026-08
2026-08,TRN,northeast,TRN-CO,미드나잇 블랙,200.2,354,53.8,1.12,240,2026-08
2026-08,TRN,northeast,TRN-CO,스틸 그레이,168.6,298,53.8,1.12,202,2026-08
2026-08,TRN,northeast,TRN-CO,실버,137.0,242,53.8,1.12,164,2026-08
2026-08,TRN,northeast,TRN-CO,오션 블루,105.4,186,53.8,1.12,126,2026-08
2026-08,TRN,northeast,TRN-CO,선셋 레드,84.3,149,53.8,1.12,101,2026-08
2026-08,TRN,northeast,TRN-CO,포레스트 그린,52.7,93,53.8,1.12,63,2026-08
2026-08,TRN,northeast,TRN-CO,샌드 베이지,52.7,93,53.8,1.12,63,2026-08
2026-08,TRN,northeast,TRN-PR,스노우 화이트,292.8,518,53.8,1.12,351,2026-08
2026-08,TRN,northeast,TRN-PR,미드나잇 블랙,231.8,410,53.8,1.12,278,2026-08
2026-08,TRN,northeast,TRN-PR,스틸 그레이,195.2,345,53.8,1.12,234,2026-08
2026-08,TRN,northeast,TRN-PR,실버,158.6,281,53.8,1.12,190,2026-08
2026-08,TRN,northeast,TRN-PR,오션 블루,122.0,216,53.8,1.12,146,2026-08
2026-08,TRN,northeast,TRN-PR,선셋 레드,97.6,173,53.8,1.12,117,2026-08
2026-08,TRN,northeast,TRN-PR,포레스트 그린,61.0,108,53.8,1.12,73,2026-08
2026-08,TRN,northeast,TRN-PR,샌드 베이지,61.0,108,53.8,1.12,73,2026-08
2026-08,TRN,northeast,TRN-SU,스노우 화이트,119.8,212,53.8,1.12,144,2026-08
2026-08,TRN,northeast,TRN-SU,미드나잇 블랙,94.8,168,53.8,1.12,114,2026-08
2026-08,TRN,northeast,TRN-SU,스틸 그레이,79.9,141,53.8,1.12,96,2026-08
2026-08,TRN,northeast,TRN-SU,실버,64.9,115,53.8,1.12,78,2026-08
2026-08,TRN,northeast,TRN-SU,오션 블루,49.9,88,53.8,1.12,60,2026-08
2026-08,TRN,northeast,TRN-SU,선셋 레드,39.9,71,53.8,1.12,48,2026-08
2026-08,TRN,northeast,TRN-SU,포레스트 그린,25.0,44,53.8,1.12,30,2026-08
2026-08,TRN,northeast,TRN-SU,샌드 베이지,25.0,44,53.8,1.12,30,2026-08
2026-08,TRN,southeast,TRN-CO,스노우 화이트,267.8,552,62.7,0.96,275,2026-08
2026-08,TRN,southeast,TRN-CO,미드나잇 블랙,212.0,437,62.7,0.96,218,2026-08
2026-08,TRN,southeast,TRN-CO,스틸 그레이,178.5,368,62.7,0.96,184,2026-08
2026-08,TRN,southeast,TRN-CO,실버,145.0,299,62.7,0.96,149,2026-08
2026-08,TRN,southeast,TRN-CO,오션 블루,111.6,230,62.7,0.96,115,2026-08
2026-08,TRN,southeast,TRN-CO,선셋 레드,89.3,184,62.7,0.96,92,2026-08
2026-08,TRN,southeast,TRN-CO,포레스트 그린,55.8,115,62.7,0.96,57,2026-08
2026-08,TRN,southeast,TRN-CO,샌드 베이지,55.8,115,62.7,0.96,57,2026-08
2026-08,TRN,southeast,TRN-PR,스노우 화이트,310.0,640,62.7,0.96,319,2026-08
2026-08,TRN,southeast,TRN-PR,미드나잇 블랙,245.4,506,62.7,0.96,252,2026-08
2026-08,TRN,southeast,TRN-PR,스틸 그레이,206.7,426,62.7,0.96,213,2026-08
2026-08,TRN,southeast,TRN-PR,실버,167.9,347,62.7,0.96,173,2026-08
2026-08,TRN,southeast,TRN-PR,오션 블루,129.2,267,62.7,0.96,133,2026-08
2026-08,TRN,southeast,TRN-PR,선셋 레드,103.3,213,62.7,0.96,106,2026-08
2026-08,TRN,southeast,TRN-PR,포레스트 그린,64.6,133,62.7,0.96,66,2026-08
2026-08,TRN,southeast,TRN-PR,샌드 베이지,64.6,133,62.7,0.96,66,2026-08
2026-08,TRN,southeast,TRN-SU,스노우 화이트,126.8,262,62.7,0.96,130,2026-08
2026-08,TRN,southeast,TRN-SU,미드나잇 블랙,100.4,207,62.7,0.96,103,2026-08
2026-08,TRN,southeast,TRN-SU,스틸 그레이,84.6,174,62.7,0.96,87,2026-08
2026-08,TRN,southeast,TRN-SU,실버,68.7,142,62.7,0.96,71,2026-08
2026-08,TRN,southeast,TRN-SU,오션 블루,52.8,109,62.7,0.96,54,2026-08
2026-08,TRN,southeast,TRN-SU,선셋 레드,42.3,87,62.7,0.96,43,2026-08
2026-08,TRN,southeast,TRN-SU,포레스트 그린,26.4,55,62.7,0.96,27,2026-08
2026-08,TRN,southeast,TRN-SU,샌드 베이지,26.4,55,62.7,0.96,27,2026-08
2026-08,VST,west,VST-CO,스노우 화이트,429.9,905,64.0,0.94,440,2026-08
2026-08,VST,west,VST-CO,미드나잇 블랙,340.4,717,64.0,0.94,348,2026-08
2026-08,VST,west,VST-CO,스틸 그레이,286.6,604,64.0,0.94,293,2026-08
2026-08,VST,west,VST-CO,실버,232.9,490,64.0,0.94,238,2026-08
2026-08,VST,west,VST-CO,오션 블루,179.1,377,64.0,0.94,183,2026-08
2026-08,VST,west,VST-CO,선셋 레드,143.3,302,64.0,0.94,147,2026-08
2026-08,VST,west,VST-CO,포레스트 그린,89.6,189,64.0,0.94,92,2026-08
2026-08,VST,west,VST-CO,샌드 베이지,89.6,189,64.0,0.94,92,2026-08
