ym_order,model_id,zone_id,trim_id,color,retail_ma3,stock_qty,ds_days,dos_weight,order_qty,prod_ym
2024-09,TRN,west,TRN-CO,스노우 화이트,353.4,748,64.4,0.93,306,2024-09
2024-09,TRN,west,TRN-CO,미드나잇 블랙,279.7,592,64.4,0.93,243,2024-09
2024-09,TRN,west,TRN-CO,스틸 그레이,235.6,499,64.4,0.93,204,2024-09
2024-09,TRN,west,TRN-CO,실버,191.4,405,64.4,0.93,166,2024-09
2024-09,TRN,west,TRN-CO,오션 블루,147.2,312,64.4,0.93,128,2024-09
2024-09,TRN,west,TRN-CO,선셋 레드,117.8,249,64.4,0.93,102,2024-09
2024-09,TRN,west,TRN-CO,포레스트 그린,73.6,156,64.4,0.93,64,2024-09
2024-09,TRN,west,TRN-CO,샌드 베이지,73.6,156,64.4,0.93,64,2024-09
2024-09,TRN,west,TRN-PR,스노우 화이트,409.2,866,64.4,0.93,355,2024-09
2024-09,TRN,west,TRN-PR,미드나잇 블랙,323.9,686,64.4,0.93,281,2024-09
2024-09,TRN,west,TRN-PR,스틸 그레이,272.8,578,64.4,0.93,237,2024-09
2024-09,TRN,west,TRN-PR,실버,221.6,469,64.4,0.93,192,2024-09
2024-09,TRN,west,TRN-PR,오션 블루,170.5,361,64.4,0.93,148,2024-09
2024-09,TRN,west,TRN-PR,선셋 레드,136.4,289,64.4,0.93,118,2024-09
2024-09,TRN,west,TRN-PR,포레스트 그린,85.2,181,64.4,0.93,74,2024-09
2024-09,TRN,west,TRN-PR,샌드 베이지,85.2,181,64.4,0.93,74,2024-09
2024-09,TRN,west,TRN-SU,스노우 화이트,167.4,354,64.4,0.93,145,2024-09
2024-09,TRN,west,TRN-SU,미드나잇 블랙,132.5,281,64.4,0.93,115,2024-09
2024-09,TRN,west,TRN-SU,스틸 그레이,111.6,236,64.4,0.93,97,2024-09
2024-09,TRN,west,TRN-SU,실버,90.7,192,64.4,0.93,79,2024-09
2024-09,TRN,west,TRN-SU,오션 블루,69.7,148,64.4,0.93,60,2024-09
2024-09,TRN,west,TRN-SU,선셋 레드,55.8,118,64.4,0.93,48,2024-09
2024-09,TRN,west,TRN-SU,포레스트 그린,34.9,74,64.4,0.93,30,2024-09
2024-09,TRN,west,TRN-SU,샌드 베이지,34.9,74,64.4,0.93,30,2024-09
2024-09,TRN,central,TRN-CO,스노우 화이트,231.0,421,55.4,1.08,233,2024-09
2024-09,TRN,central,TRN-CO,미드나잇 블랙,182.9,334,55.4,1.08,184,2024-09
2024-09,TRN,central,TRN-CO,스틸 그레이,154.0,281,55.4,1.08,155,2024-09
2024-09,TRN,central,TRN-CO,실버,125.1,228,55.4,1.08,126,2024-09
2024-09,TRN,central,TRN-CO,오션 블루,96.3,176,55.4,1.08,97,2024-09
2024-09,TRN,central,TRN-CO,선셋 레드,77.0,140,55.4,1.08,78,2024-09
2024-09,TRN,central,TRN-CO,포레스트 그린,48.1,88,55.4,1.08,48,2024-09
2024-09,TRN,central,TRN-CO,샌드 베이지,48.1,88,55.4,1.08,48,2024-09
2024-09,TRN,central,TRN-PR,스노우 화이트,267.5,488,55.4,1.08,269,2024-09
2024-09,TRN,central,TRN-PR,미드나잇 블랙,211.8,386,55.4,1.08,213,2024-09
2024-09,TRN,central,TRN-PR,스틸 그레이,178.3,325,55.4,1.08,180,2024-09
2024-09,TRN,central,TRN-PR,실버,144.9,264,55.4,1.08,146,2024-09
2024-09,TRN,central,TRN-PR,오션 블루,111.5,203,55.4,1.08,112,2024-09
2024-09,TRN,central,TRN-PR,선셋 레드,89.2,163,55.4,1.08,90,2024-09
2024-09,TRN,central,TRN-PR,포레스트 그린,55.7,102,55.4,1.08,56,2024-09
2024-09,TRN,central,TRN-PR,샌드 베이지,55.7,102,55.4,1.08,56,2024-09
2024-09,TRN,central,TRN-SU,스노우 화이트,109.4,200,55.4,1.08,110,2024-09
2024-09,TRN,central,TRN-SU,미드나잇 블랙,86.6,158,55.4,1.08,87,2024-09
2024-09,TRN,central,TRN-SU,스틸 그레이,73.0,133,55.4,1.08,73,2024-09
2024-09,TRN,central,TRN-SU,실버,59.3,108,55.4,1.08,60,2024-09
2024-09,TRN,central,TRN-SU,오션 블루,45.6,83,55.4,1.08,46,2024-09
2024-09,TRN,central,TRN-SU,선셋 레드,36.5,67,55.4,1.08,37,2024-09
2024-09,TRN,central,TRN-SU,포레스트 그린,22.8,42,55.4,1.08,23,2024-09
2024-09,TRN,central,TRN-SU,샌드 베이지,22.8,42,55.4,1.08,23,2024-09
