ym_order,model_id,zone_id,trim_id,color,retail_ma3,stock_qty,ds_days,dos_weight,order_qty,prod_ym
2024-08,TRN,west,TRN-CO,스노우 화이트,359.6,751,63.5,0.95,367,2024-08
2024-08,TRN,west,TRN-CO,미드나잇 블랙,284.7,594,63.5,0.95,291,2024-08
2024-08,TRN,west,TRN-CO,스틸 그레이,239.8,500,63.5,0.95,245,2024-08
2024-08,TRN,west,TRN-CO,실버,194.8,407,63.5,0.95,199,2024-08
2024-08,TRN,west,TRN-CO,오션 블루,149.8,313,63.5,0.95,153,2024-08
2024-08,TRN,west,TRN-CO,선셋 레드,119.9,250,63.5,0.95,122,2024-08
2024-08,TRN,west,TRN-CO,포레스트 그린,74.9,156,63.5,0.95,76,2024-08
2024-08,TRN,west,TRN-CO,샌드 베이지,74.9,156,63.5,0.95,76,2024-08
2024-08,TRN,west,TRN-PR,스노우 화이트,416.4,869,63.5,0.95,425,2024-08
2024-08,TRN,west,TRN-PR,미드나잇 블랙,329.7,688,63.5,0.95,336,2024-08
2024-08,TRN,west,TRN-PR,스틸 그레이,277.6,579,63.5,0.95,283,2024-08
2024-08,TRN,west,TRN-PR,실버,225.6,471,63.5,0.95,230,2024-08
2024-08,TRN,west,TRN-PR,오션 블루,173.5,362,63.5,0.95,177,2024-08
2024-08,TRN,west,TRN-PR,선셋 레드,138.8,290,63.5,0.95,142,2024-08
2024-08,TRN,west,TRN-PR,포레스트 그린,86.8,181,63.5,0.95,89,2024-08
2024-08,TRN,west,TRN-PR,샌드 베이지,86.8,181,63.5,0.95,89,2024-08
2024-08,TRN,west,TRN-SU,스노우 화이트,170.3,356,63.5,0.95,174,2024-08
2024-08,TRN,west,TRN-SU,미드나잇 블랙,134.9,281,63.5,0.95,138,2024-08
2024-08,TRN,west,TRN-SU,스틸 그레이,113.6,237,63.5,0.95,116,2024-08
2024-08,TRN,west,TRN-SU,실버,92.3,193,63.5,0.95,94,2024-08
2024-08,TRN,west,TRN-SU,오션 블루,71.0,148,63.5,0.95,72,2024-08
2024-08,TRN,west,TRN-SU,선셋 레드,56.8,119,63.5,0.95,58,2024-08
2024-08,TRN,west,TRN-SU,포레스트 그린,35.5,74,63.5,0.95,36,2024-08
2024-08,TRN,west,TRN-SU,샌드 베이지,35.5,74,63.5,0.95,36,2024-08
2024-08,TRN,central,TRN-CO,스노우 화이트,235.1,423,54.6,1.1,279,2024-08
2024-08,TRN,central,TRN-CO,미드나잇 블랙,186.2,335,54.6,1.1,221,2024-08
2024-08,TRN,central,TRN-CO,스틸 그레이,156.8,282,54.6,1.1,186,2024-08
2024-08,TRN,central,TRN-CO,실버,127.4,229,54.6,1.1,151,2024-08
2024-08,TRN,central,TRN-CO,오션 블루,98.0,176,54.6,1.1,116,2024-08
2024-08,TRN,central,TRN-CO,선셋 레드,78.4,141,54.6,1.1,93,2024-08
2024-08,TRN,central,TRN-CO,포레스트 그린,49.0,88,54.6,1.1,58,2024-08
2024-08,TRN,central,TRN-CO,샌드 베이지,49.0,88,54.6,1.1,58,2024-08
2024-08,TRN,central,TRN-PR,스노우 화이트,272.3,489,54.6,1.1,323,2024-08
2024-08,TRN,central,TRN-PR,미드나잇 블랙,215.5,387,54.6,1.1,255,2024-08
2024-08,TRN,central,TRN-PR,스틸 그레이,181.5,326,54.6,1.1,215,2024-08
2024-08,TRN,central,TRN-PR,실버,147.5,265,54.6,1.1,175,2024-08
2024-08,TRN,central,TRN-PR,오션 블루,113.4,204,54.6,1.1,134,2024-08
2024-08,TRN,central,TRN-PR,선셋 레드,90.8,163,54.6,1.1,108,2024-08
2024-08,TRN,central,TRN-PR,포레스트 그린,56.7,102,54.6,1.1,67,2024-08
2024-08,TRN,central,TRN-PR,샌드 베이지,56.7,102,54.6,1.1,67,2024-08
2024-08,TRN,central,TRN-SU,스노우 화이트,111.4,200,54.6,1.1,132,2024-08
2024-08,TRN,central,TRN-SU,미드나잇 블랙,88.2,158,54.6,1.1,104,2024-08
2024-08,TRN,central,TRN-SU,스틸 그레이,74.3,133,54.6,1.1,88,2024-08
2024-08,TRN,central,TRN-SU,실버,60.3,108,54.6,1.1,71,2024-08
2024-08,TRN,central,TRN-SU,오션 블루,46.4,83,54.6,1.1,55,2024-08
2024-08,TRN,central,TRN-SU,선셋 레드,37.1,67,54.6,1.1,44,2024-08
2024-08,TRN,central,TRN-SU,포레스트 그린,23.2,42,54.6,1.1,27,2024-08
2024-08,TRN,central,TRN-SU,샌드 베이지,23.2,42,54.6,1.1,27,2024-08
2024-08,TRN,south,TRN-CO,스노우 화이트,304.3,612,61.1,0.98,322,2024-08
2024-08,TRN,south,TRN-CO,미드나잇 블랙,240.9,484,61.1,0.98,255,2024-08
2024-08,TRN,south,TRN-CO,스틸 그레이,202.9,408,61.1,0.98,215,2024-08
2024-08,TRN,south,TRN-CO,실버,164.8,331,61.1,0.98,175,2024-08
2024-08,TRN,south,TRN-CO,오션 블루,126.8,255,61.1,0.98,134,2024-08
2024-08,TRN,south,TRN-CO,선셋 레드,101.4,204,61.1,0.98,107,2024-08
2024-08,TRN,south,TRN-CO,포레스트 그린,63.4,127,61.1,0.98,67,2024-08
2024-08,TRN,south,TRN-CO,샌드 베이지,63.4,127,61.1,0.98,67,2024-08
2024-08,TRN,south,TRN-PR,스노우 화이트,352.3,708,61.1,0.98,373,2024-08
2024-08,TRN,south,TRN-PR,미드나잇 블랙,278.9,561,61.1,0.98,296,2024-08
2024-08,TRN,south,TRN-PR,스틸 그레이,234.9,472,61.1,0.98,249,2024-08
2024-08,TRN,south,TRN-PR,실버,190.9,384,61.1,0.98,202,2024-08
2024-08,TRN,south,TRN-PR,오션 블루,146.8,295,61.1,0.98,156,2024-08
2024-08,TRN,south,TRN-PR,선셋 레드,117.4,236,61.1,0.98,124,2024-08
2024-08,TRN,south,TRN-PR,포레스트 그린,73.4,148,61.1,0.98,78,2024-08
2024-08,TRN,south,TRN-PR,샌드 베이지,73.4,148,61.1,0.98,78,2024-08
2024-08,TRN,south,TRN-SU,스노우 화이트,144.1,290,61.1,0.98,153,2024-08
2024-08,TRN,south,TRN-SU,미드나잇 블랙,114.1,229,61.1,0.98,121,2024-08
2024-08,TRN,south,TRN-SU,스틸 그레이,96.1,193,61.1,0.98,102,2024-08
