ym_order,model_id,zone_id,trim_id,color,retail_ma3,stock_qty,ds_days,dos_weight,order_qty,prod_ym
2026-02,TRN,west,TRN-CO,스노우 화이트,378.7,801,64.3,0.93,314,2026-02
2026-02,TRN,west,TRN-CO,미드나잇 블랙,299.8,634,64.3,0.93,248,2026-02
2026-02,TRN,west,TRN-CO,스틸 그레이,252.5,534,64.3,0.93,209,2026-02
2026-02,TRN,west,TRN-CO,실버,205.1,434,64.3,0.93,170,2026-02
2026-02,TRN,west,TRN-CO,오션 블루,157.8,334,64.3,0.93,131,2026-02
2026-02,TRN,west,TRN-CO,선셋 레드,126.2,267,64.3,0.93,105,2026-02
2026-02,TRN,west,TRN-CO,포레스트 그린,78.9,167,64.3,0.93,65,2026-02
2026-02,TRN,west,TRN-CO,샌드 베이지,78.9,167,64.3,0.93,65,2026-02
2026-02,TRN,west,TRN-PR,스노우 화이트,438.5,928,64.3,0.93,363,2026-02
2026-02,TRN,west,TRN-PR,미드나잇 블랙,347.1,735,64.3,0.93,288,2026-02
2026-02,TRN,west,TRN-PR,스틸 그레이,292.3,619,64.3,0.93,242,2026-02
2026-02,TRN,west,TRN-PR,실버,237.5,503,64.3,0.93,197,2026-02
2026-02,TRN,west,TRN-PR,오션 블루,182.7,387,64.3,0.93,151,2026-02
2026-02,TRN,west,TRN-PR,선셋 레드,146.2,309,64.3,0.93,121,2026-02
2026-02,TRN,west,TRN-PR,포레스트 그린,91.4,193,64.3,0.93,76,2026-02
2026-02,TRN,west,TRN-PR,샌드 베이지,91.4,193,64.3,0.93,76,2026-02
2026-02,TRN,west,TRN-SU,스노우 화이트,179.4,380,64.3,0.93,149,2026-02
2026-02,TRN,west,TRN-SU,미드나잇 블랙,142.0,301,64.3,0.93,118,2026-02
2026-02,TRN,west,TRN-SU,스틸 그레이,119.6,253,64.3,0.93,99,2026-02
2026-02,TRN,west,TRN-SU,실버,97.2,206,64.3,0.93,81,2026-02
2026-02,TRN,west,TRN-SU,오션 블루,74.7,158,64.3,0.93,62,2026-02
2026-02,TRN,west,TRN-SU,선셋 레드,59.8,127,64.3,0.93,50,2026-02
2026-02,TRN,west,TRN-SU,포레스트 그린,37.4,79,64.3,0.93,31,2026-02
2026-02,TRN,west,TRN-SU,샌드 베이지,37.4,79,64.3,0.93,31,2026-02
2026-02,TRN,central,TRN-CO,스노우 화이트,247.6,451,55.4,1.08,238,2026-02
2026-02,TRN,central,TRN-CO,미드나잇 블랙,196.0,357,55.4,1.08,189,2026-02
2026-02,TRN,central,TRN-CO,스틸 그레이,165.1,301,55.4,1.08,159,2026-02
2026-02,TRN,central,TRN-CO,실버,134.1,244,55.4,1.08,129,2026-02
2026-02,TRN,central,TRN-CO,오션 블루,103.2,188,55.4,1.08,99,2026-02
2026-02,TRN,central,TRN-CO,선셋 레드,82.5,150,55.4,1.08,79,2026-02
2026-02,TRN,central,TRN-CO,포레스트 그린,51.6,94,55.4,1.08,50,2026-02
2026-02,TRN,central,TRN-CO,샌드 베이지,51.6,94,55.4,1.08,50,2026-02
2026-02,TRN,central,TRN-PR,스노우 화이트,286.7,522,55.4,1.08,276,2026-02
2026-02,TRN,central,TRN-PR,미드나잇 블랙,227.0,414,55.4,1.08,218,2026-02
2026-02,TRN,central,TRN-PR,스틸 그레이,191.1,348,55.4,1.08,184,2026-02
2026-02,TRN,central,TRN-PR,실버,155.3,283,55.4,1.08,149,2026-02
2026-02,TRN,central,TRN-PR,오션 블루,119.5,218,55.4,1.08,115,2026-02
2026-02,TRN,central,TRN-PR,선셋 레드,95.6,174,55.4,1.08,92,2026-02
2026-02,TRN,central,TRN-PR,포레스트 그린,59.7,109,55.4,1.08,57,2026-02
2026-02,TRN,central,TRN-PR,샌드 베이지,59.7,109,55.4,1.08,57,2026-02
2026-02,TRN,central,TRN-SU,스노우 화이트,117.3,214,55.4,1.08,113,2026-02
2026-02,TRN,central,TRN-SU,미드나잇 블랙,92.9,169,55.4,1.08,89,2026-02
2026-02,TRN,central,TRN-SU,스틸 그레이,78.2,142,55.4,1.08,75,2026-02
2026-02,TRN,central,TRN-SU,실버,63.5,116,55.4,1.08,61,2026-02
2026-02,TRN,central,TRN-SU,오션 블루,48.9,89,55.4,1.08,47,2026-02
2026-02,TRN,central,TRN-SU,선셋 레드,39.1,71,55.4,1.08,38,2026-02
