ym_order,model_id,zone_id,trim_id,color,retail_ma3,stock_qty,ds_days,dos_weight,order_qty,prod_ym
2024-06,TRN,west,TRN-CO,스노우 화이트,355.8,742,63.4,0.95,334,2024-06
2024-06,TRN,west,TRN-CO,미드나잇 블랙,281.6,587,63.4,0.95,264,2024-06
2024-06,TRN,west,TRN-CO,스틸 그레이,237.2,495,63.4,0.95,223,2024-06
2024-06,TRN,west,TRN-CO,실버,192.7,402,63.4,0.95,181,2024-06
2024-06,TRN,west,TRN-CO,오션 블루,148.2,309,63.4,0.95,139,2024-06
2024-06,TRN,west,TRN-CO,선셋 레드,118.6,247,63.4,0.95,111,2024-06
2024-06,TRN,west,TRN-CO,포레스트 그린,74.1,155,63.4,0.95,70,2024-06
2024-06,TRN,west,TRN-CO,샌드 베이지,74.1,155,63.4,0.95,70,2024-06
2024-06,TRN,west,TRN-PR,스노우 화이트,411.9,859,63.4,0.95,386,2024-06
2024-06,TRN,west,TRN-PR,미드나잇 블랙,326.1,680,63.4,0.95,306,2024-06
2024-06,TRN,west,TRN-PR,스틸 그레이,274.6,573,63.4,0.95,258,2024-06
2024-06,TRN,west,TRN-PR,실버,223.1,465,63.4,0.95,209,2024-06
2024-06,TRN,west,TRN-PR,오션 블루,171.6,358,63.4,0.95,161,2024-06
2024-06,TRN,west,TRN-PR,선셋 레드,137.3,286,63.4,0.95,129,2024-06
2024-06,TRN,west,TRN-PR,포레스트 그린,85.8,179,63.4,0.95,81,2024-06
2024-06,TRN,west,TRN-PR,샌드 베이지,85.8,179,63.4,0.95,81,2024-06
2024-06,TRN,west,TRN-SU,스노우 화이트,168.5,352,63.4,0.95,158,2024-06
2024-06,TRN,west,TRN-SU,미드나잇 블랙,133.4,278,63.4,0.95,125,2024-06
2024-06,TRN,west,TRN-SU,스틸 그레이,112.3,234,63.4,0.95,105,2024-06
2024-06,TRN,west,TRN-SU,실버,91.3,190,63.4,0.95,86,2024-06
2024-06,TRN,west,TRN-SU,오션 블루,70.2,146,63.4,0.95,66,2024-06
2024-06,TRN,west,TRN-SU,선셋 레드,56.2,117,63.4,0.95,53,2024-06
2024-06,TRN,west,TRN-SU,포레스트 그린,35.1,73,63.4,0.95,33,2024-06
2024-06,TRN,west,TRN-SU,샌드 베이지,35.1,73,63.4,0.95,33,2024-06
2024-06,TRN,central,TRN-CO,스노우 화이트,232.6,418,54.6,1.1,253,2024-06
2024-06,TRN,central,TRN-CO,미드나잇 블랙,184.2,331,54.6,1.1,201,2024-06
2024-06,TRN,central,TRN-CO,스틸 그레이,155.1,279,54.6,1.1,169,2024-06
2024-06,TRN,central,TRN-CO,실버,126.0,226,54.6,1.1,137,2024-06
2024-06,TRN,central,TRN-CO,오션 블루,96.9,174,54.6,1.1,106,2024-06
2024-06,TRN,central,TRN-CO,선셋 레드,77.5,139,54.6,1.1,84,2024-06
2024-06,TRN,central,TRN-CO,포레스트 그린,48.5,87,54.6,1.1,53,2024-06
2024-06,TRN,central,TRN-CO,샌드 베이지,48.5,87,54.6,1.1,53,2024-06
2024-06,TRN,central,TRN-PR,스노우 화이트,269.3,484,54.6,1.1,293,2024-06
2024-06,TRN,central,TRN-PR,미드나잇 블랙,213.2,383,54.6,1.1,232,2024-06
2024-06,TRN,central,TRN-PR,스틸 그레이,179.6,323,54.6,1.1,196,2024-06
2024-06,TRN,central,TRN-PR,실버,145.9,262,54.6,1.1,159,2024-06
2024-06,TRN,central,TRN-PR,오션 블루,112.2,202,54.6,1.1,122,2024-06
2024-06,TRN,central,TRN-PR,선셋 레드,89.8,161,54.6,1.1,98,2024-06
2024-06,TRN,central,TRN-PR,포레스트 그린,56.1,101,54.6,1.1,61,2024-06
2024-06,TRN,central,TRN-PR,샌드 베이지,56.1,101,54.6,1.1,61,2024-06
2024-06,TRN,central,TRN-SU,스노우 화이트,110.2,198,54.6,1.1,120,2024-06
2024-06,TRN,central,TRN-SU,미드나잇 블랙,87.2,157,54.6,1.1,95,2024-06
2024-06,TRN,central,TRN-SU,스틸 그레이,73.5,132,54.6,1.1,80,2024-06
2024-06,TRN,central,TRN-SU,실버,59.7,107,54.6,1.1,65,2024-06
2024-06,TRN,central,TRN-SU,오션 블루,45.9,82,54.6,1.1,50,2024-06
2024-06,TRN,central,TRN-SU,선셋 레드,36.7,66,54.6,1.1,40,2024-06
2024-06,TRN,central,TRN-SU,포레스트 그린,23.0,41,54.6,1.1,25,2024-06
2024-06,TRN,central,TRN-SU,샌드 베이지,23.0,41,54.6,1.1,25,2024-06
2024-06,TRN,south,TRN-CO,스노우 화이트,301.0,605,61.1,0.98,293,2024-06
2024-06,TRN,south,TRN-CO,미드나잇 블랙,238.3,479,61.1,0.98,232,2024-06
2024-06,TRN,south,TRN-CO,스틸 그레이,200.7,403,61.1,0.98,196,2024-06
2024-06,TRN,south,TRN-CO,실버,163.1,328,61.1,0.98,159,2024-06
2024-06,TRN,south,TRN-CO,오션 블루,125.4,252,61.1,0.98,122,2024-06
2024-06,TRN,south,TRN-CO,선셋 레드,100.3,202,61.1,0.98,98,2024-06
2024-06,TRN,south,TRN-CO,포레스트 그린,62.7,126,61.1,0.98,61,2024-06
2024-06,TRN,south,TRN-CO,샌드 베이지,62.7,126,61.1,0.98,61,2024-06
2024-06,TRN,south,TRN-PR,스노우 화이트,348.6,700,61.1,0.98,340,2024-06
2024-06,TRN,south,TRN-PR,미드나잇 블랙,275.9,554,61.1,0.98,269,2024-06
