ym_order,model_id,zone_id,trim_id,color,retail_ma3,stock_qty,ds_days,dos_weight,order_qty,prod_ym
2024-02,TRN,west,TRN-CO,스노우 화이트,298.8,650,66.2,0.91,260,2024-02
2024-02,TRN,west,TRN-CO,미드나잇 블랙,236.6,515,66.2,0.91,206,2024-02
2024-02,TRN,west,TRN-CO,스틸 그레이,199.2,434,66.2,0.91,173,2024-02
2024-02,TRN,west,TRN-CO,실버,161.9,352,66.2,0.91,141,2024-02
2024-02,TRN,west,TRN-CO,오션 블루,124.5,271,66.2,0.91,108,2024-02
2024-02,TRN,west,TRN-CO,선셋 레드,99.6,217,66.2,0.91,87,2024-02
2024-02,TRN,west,TRN-CO,포레스트 그린,62.3,135,66.2,0.91,54,2024-02
2024-02,TRN,west,TRN-CO,샌드 베이지,62.3,135,66.2,0.91,54,2024-02
2024-02,TRN,west,TRN-PR,스노우 화이트,346.0,753,66.2,0.91,301,2024-02
2024-02,TRN,west,TRN-PR,미드나잇 블랙,273.9,596,66.2,0.91,238,2024-02
2024-02,TRN,west,TRN-PR,스틸 그레이,230.7,502,66.2,0.91,201,2024-02
2024-02,TRN,west,TRN-PR,실버,187.4,408,66.2,0.91,163,2024-02
2024-02,TRN,west,TRN-PR,오션 블루,144.2,314,66.2,0.91,125,2024-02
2024-02,TRN,west,TRN-PR,선셋 레드,115.3,251,66.2,0.91,100,2024-02
2024-02,TRN,west,TRN-PR,포레스트 그린,72.1,157,66.2,0.91,63,2024-02
2024-02,TRN,west,TRN-PR,샌드 베이지,72.1,157,66.2,0.91,63,2024-02
2024-02,TRN,west,TRN-SU,스노우 화이트,141.5,308,66.2,0.91,123,2024-02
2024-02,TRN,west,TRN-SU,미드나잇 블랙,112.1,244,66.2,0.91,97,2024-02
2024-02,TRN,west,TRN-SU,스틸 그레이,94.4,205,66.2,0.91,82,2024-02
2024-02,TRN,west,TRN-SU,실버,76.7,167,66.2,0.91,67,2024-02
2024-02,TRN,west,TRN-SU,오션 블루,59.0,128,66.2,0.91,51,2024-02
2024-02,TRN,west,TRN-SU,선셋 레드,47.2,103,66.2,0.91,41,2024-02
2024-02,TRN,west,TRN-SU,포레스트 그린,29.5,64,66.2,0.91,26,2024-02
2024-02,TRN,west,TRN-SU,샌드 베이지,29.5,64,66.2,0.91,26,2024-02
2024-02,TRN,central,TRN-CO,스노우 화이트,195.4,366,57.0,1.05,197,2024-02
2024-02,TRN,central,TRN-CO,미드나잇 블랙,154.7,290,57.0,1.05,156,2024-02
2024-02,TRN,central,TRN-CO,스틸 그레이,130.3,244,57.0,1.05,131,2024-02
2024-02,TRN,central,TRN-CO,실버,105.8,198,57.0,1.05,107,2024-02
2024-02,TRN,central,TRN-CO,오션 블루,81.4,153,57.0,1.05,82,2024-02
2024-02,TRN,central,TRN-CO,선셋 레드,65.1,122,57.0,1.05,66,2024-02
2024-02,TRN,central,TRN-CO,포레스트 그린,40.7,76,57.0,1.05,41,2024-02
2024-02,TRN,central,TRN-CO,샌드 베이지,40.7,76,57.0,1.05,41,2024-02
2024-02,TRN,central,TRN-PR,스노우 화이트,226.2,424,57.0,1.05,228,2024-02
