ym_order,model_id,zone_id,trim_id,color,retail_ma3,stock_qty,ds_days,dos_weight,order_qty,prod_ym
2024-04,TRN,west,TRN-CO,스노우 화이트,343.2,696,61.7,0.97,355,2024-04
2024-04,TRN,west,TRN-CO,미드나잇 블랙,271.7,551,61.7,0.97,281,2024-04
2024-04,TRN,west,TRN-CO,스틸 그레이,228.8,464,61.7,0.97,236,2024-04
2024-04,TRN,west,TRN-CO,실버,185.9,377,61.7,0.97,192,2024-04
2024-04,TRN,west,TRN-CO,오션 블루,143.0,290,61.7,0.97,148,2024-04
2024-04,TRN,west,TRN-CO,선셋 레드,114.4,232,61.7,0.97,118,2024-04
2024-04,TRN,west,TRN-CO,포레스트 그린,71.5,145,61.7,0.97,74,2024-04
2024-04,TRN,west,TRN-CO,샌드 베이지,71.5,145,61.7,0.97,74,2024-04
2024-04,TRN,west,TRN-PR,스노우 화이트,397.4,806,61.7,0.97,411,2024-04
2024-04,TRN,west,TRN-PR,미드나잇 블랙,314.6,638,61.7,0.97,325,2024-04
2024-04,TRN,west,TRN-PR,스틸 그레이,264.9,538,61.7,0.97,274,2024-04
2024-04,TRN,west,TRN-PR,실버,215.2,437,61.7,0.97,222,2024-04
2024-04,TRN,west,TRN-PR,오션 블루,165.6,336,61.7,0.97,171,2024-04
2024-04,TRN,west,TRN-PR,선셋 레드,132.5,269,61.7,0.97,137,2024-04
2024-04,TRN,west,TRN-PR,포레스트 그린,82.8,168,61.7,0.97,86,2024-04
2024-04,TRN,west,TRN-PR,샌드 베이지,82.8,168,61.7,0.97,86,2024-04
2024-04,TRN,west,TRN-SU,스노우 화이트,162.6,330,61.7,0.97,168,2024-04
2024-04,TRN,west,TRN-SU,미드나잇 블랙,128.7,261,61.7,0.97,133,2024-04
2024-04,TRN,west,TRN-SU,스틸 그레이,108.4,220,61.7,0.97,112,2024-04
2024-04,TRN,west,TRN-SU,실버,88.0,179,61.7,0.97,91,2024-04
2024-04,TRN,west,TRN-SU,오션 블루,67.7,137,61.7,0.97,70,2024-04
2024-04,TRN,west,TRN-SU,선셋 레드,54.2,110,61.7,0.97,56,2024-04
2024-04,TRN,west,TRN-SU,포레스트 그린,33.9,69,61.7,0.97,35,2024-04
2024-04,TRN,west,TRN-SU,샌드 베이지,33.9,69,61.7,0.97,35,2024-04
2024-04,TRN,central,TRN-CO,스노우 화이트,224.4,392,53.1,1.13,269,2024-04
2024-04,TRN,central,TRN-CO,미드나잇 블랙,177.6,310,53.1,1.13,213,2024-04
2024-04,TRN,central,TRN-CO,스틸 그레이,149.6,261,53.1,1.13,179,2024-04
2024-04,TRN,central,TRN-CO,실버,121.5,212,53.1,1.13,146,2024-04
2024-04,TRN,central,TRN-CO,오션 블루,93.5,163,53.1,1.13,112,2024-04
2024-04,TRN,central,TRN-CO,선셋 레드,74.8,131,53.1,1.13,90,2024-04
2024-04,TRN,central,TRN-CO,포레스트 그린,46.7,82,53.1,1.13,56,2024-04
2024-04,TRN,central,TRN-CO,샌드 베이지,46.7,82,53.1,1.13,56,2024-04
2024-04,TRN,central,TRN-PR,스노우 화이트,259.8,454,53.1,1.13,312,2024-04
2024-04,TRN,central,TRN-PR,미드나잇 블랙,205.7,359,53.1,1.13,247,2024-04
2024-04,TRN,central,TRN-PR,스틸 그레이,173.2,303,53.1,1.13,208,2024-04
2024-04,TRN,central,TRN-PR,실버,140.7,246,53.1,1.13,169,2024-04
2024-04,TRN,central,TRN-PR,오션 블루,108.3,189,53.1,1.13,130,2024-04
2024-04,TRN,central,TRN-PR,선셋 레드,86.6,151,53.1,1.13,104,2024-04
2024-04,TRN,central,TRN-PR,포레스트 그린,54.1,95,53.1,1.13,65,2024-04
2024-04,TRN,central,TRN-PR,샌드 베이지,54.1,95,53.1,1.13,65,2024-04
2024-04,TRN,central,TRN-SU,스노우 화이트,106.3,186,53.1,1.13,128,2024-04
2024-04,TRN,central,TRN-SU,미드나잇 블랙,84.1,147,53.1,1.13,101,2024-04
2024-04,TRN,central,TRN-SU,스틸 그레이,70.9,124,53.1,1.13,85,2024-04
2024-04,TRN,central,TRN-SU,실버,57.6,101,53.1,1.13,69,2024-04
2024-04,TRN,central,TRN-SU,오션 블루,44.3,77,53.1,1.13,53,2024-04
2024-04,TRN,central,TRN-SU,선셋 레드,35.4,62,53.1,1.13,43,2024-04
2024-04,TRN,central,TRN-SU,포레스트 그린,22.1,39,53.1,1.13,27,2024-04
2024-04,TRN,central,TRN-SU,샌드 베이지,22.1,39,53.1,1.13,27,2024-04
2024-04,TRN,south,TRN-CO,스노우 화이트,290.4,567,59.4,1.01,312,2024-04
2024-04,TRN,south,TRN-CO,미드나잇 블랙,229.9,449,59.4,1.01,247,2024-04
