ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,121,120,509453,224706,221,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,96,95,403317,177892,175,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,81,80,339635,149804,147,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,65,65,275954,121716,120,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,50,50,212272,93628,92,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,40,40,169818,74902,74,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,25,25,106136,46814,46,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,25,25,106136,46814,46,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,40,40,169818,74902,74,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,32,32,134439,59297,58,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스틸 그레이,27,27,113212,49935,49,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,22,22,91985,40572,40,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,오션 블루,17,17,70757,31209,31,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,선셋 레드,13,13,56606,24967,25,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,포레스트 그린,8,8,35379,15605,15,56,88.5
2026-08,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,샌드 베이지,8,8,35379,15605,15,56,88.5
2026-08,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,147,145,617656,272432,268,56,88.5
2026-08,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,116,115,488977,215675,212,56,88.5
2026-08,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,98,97,411770,181621,179,56,88.5
2026-08,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,실버,79,79,334563,147567,145,56,88.5
2026-08,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,61,60,257356,113513,112,56,88.5
2026-08,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,49,48,205885,90811,89,56,88.5
2026-08,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,31,30,128678,56757,56,56,88.5
