ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,158,140,594744,185005,329,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,125,111,470839,146462,260,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,105,93,396496,123337,219,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,85,76,322153,100211,178,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,오션 블루,66,58,247810,77085,137,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,선셋 레드,53,47,198248,61668,110,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,포레스트 그린,33,29,123905,38543,68,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,샌드 베이지,33,29,123905,38543,68,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,53,47,198248,61668,110,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,42,37,156946,48821,87,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스틸 그레이,35,31,132165,41112,73,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,실버,28,25,107384,33404,59,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,오션 블루,22,19,82603,25695,46,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,선셋 레드,18,16,66083,20556,37,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,포레스트 그린,11,10,41302,12848,23,63,88.5
2024-01,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,샌드 베이지,11,10,41302,12848,23,63,88.5
2024-01,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,68,60,254890,79288,141,63,88.5
