ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,169,180,765288,355948,316,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,134,142,605853,281792,250,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,113,120,510192,237299,210,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,92,97,414531,192805,171,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,70,75,318870,148312,131,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,56,60,255096,118649,105,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,35,37,159435,74156,66,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,35,37,159435,74156,66,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,56,60,255096,118649,105,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,45,47,201951,93931,83,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,38,40,170064,79100,70,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,실버,31,32,138177,64268,57,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,23,25,106290,49437,44,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,선셋 레드,19,20,85032,39550,35,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,포레스트 그린,12,12,53145,24719,22,57,88.5
2025-05,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,12,12,53145,24719,22,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,126,135,572628,266339,236,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,100,107,453331,210852,187,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,84,90,381752,177559,157,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,실버,68,73,310174,144267,128,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,53,56,238595,110974,98,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,42,45,190876,88780,79,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,26,28,119298,55487,49,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,26,28,119298,55487,49,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,42,45,190876,88780,79,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,33,36,151110,70284,62,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,28,30,127251,59186,52,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,실버,23,24,103391,48089,43,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,오션 블루,18,19,79532,36991,33,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,14,15,63625,29593,26,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,9,9,39766,18496,16,57,88.5
2025-05,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,9,9,39766,18496,16,57,88.5
2025-05,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,196,208,963177,489205,365,57,88.5
2025-05,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,155,165,762515,387287,289,57,88.5
2025-05,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스틸 그레이,130,139,642118,326136,244,57,88.5
2025-05,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,106,113,521721,264986,198,57,88.5
2025-05,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,오션 블루,82,87,401324,203835,152,57,88.5
2025-05,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,선셋 레드,65,69,321059,163068,122,57,88.5
2025-05,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,포레스트 그린,41,43,200662,101918,76,57,88.5
2025-05,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,샌드 베이지,41,43,200662,101918,76,57,88.5
