ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,141,141,600763,264787,257,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,111,112,475604,209623,203,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,94,94,400509,176525,171,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,76,76,325413,143426,139,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,59,59,250318,110328,107,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,47,47,200254,88262,86,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,29,29,125159,55164,53,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,29,29,125159,55164,53,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,47,47,200254,88262,86,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,37,37,158535,69874,68,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,31,31,133503,58842,57,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,실버,25,25,108471,47809,46,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,20,20,83439,36776,36,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,선셋 레드,16,16,66751,29421,29,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,포레스트 그린,10,10,41720,18388,18,56,88.5
2025-08,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,10,10,41720,18388,18,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,116,116,495520,218401,212,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,92,92,392287,172901,168,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,77,78,330347,145601,141,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,실버,63,63,268407,118301,115,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,48,49,206467,91000,88,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,39,39,165173,72800,71,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,24,24,103233,45500,44,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,24,24,103233,45500,44,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,39,39,165173,72800,71,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,31,31,130762,57634,56,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,26,26,110116,48534,47,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,실버,21,21,89469,39434,38,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,오션 블루,16,16,68822,30333,29,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,13,13,55058,24267,24,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,8,8,34411,15167,15,56,88.5
2025-08,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,8,8,34411,15167,15,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,163,164,756109,367085,297,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,129,129,598587,290609,235,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스틸 그레이,109,109,504073,244723,198,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,88,89,409559,198837,161,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,오션 블루,68,68,315046,152952,124,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,선셋 레드,54,55,252036,122362,99,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,포레스트 그린,34,34,157523,76476,62,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,샌드 베이지,34,34,157523,76476,62,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,스노우 화이트,54,55,252036,122362,99,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,43,43,199529,96870,78,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,스틸 그레이,36,36,168024,81574,66,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,실버,29,30,136520,66279,54,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,오션 블루,23,23,105015,50984,41,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,선셋 레드,18,18,84012,40787,33,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,포레스트 그린,11,11,52508,25492,21,56,88.5
2025-08,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,샌드 베이지,11,11,52508,25492,21,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,134,135,623652,302778,245,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,106,107,493725,239699,194,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,90,90,415768,201852,163,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,실버,73,73,337812,164005,133,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,오션 블루,56,56,259855,126157,102,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,45,45,207884,100926,82,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,포레스트 그린,28,28,129928,63079,51,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,28,28,129928,63079,51,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,45,45,207884,100926,82,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,35,36,164575,79900,65,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,30,30,138589,67284,54,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,실버,24,24,112604,54668,44,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,오션 블루,19,19,86618,42052,34,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,선셋 레드,15,15,69295,33642,27,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,포레스트 그린,9,9,43309,21026,17,56,88.5
2025-08,west,TRN,2025,TRN-PR,2.5T 하이브리드,FWD,샌드 베이지,9,9,43309,21026,17,56,88.5
