ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,159,166,706144,311258,309,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,126,131,559031,246412,245,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,106,111,470763,207505,206,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,86,90,382495,168598,167,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,66,69,294227,129691,129,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,53,55,235381,103753,103,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,33,35,147113,64845,64,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,33,35,147113,64845,64,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,53,55,235381,103753,103,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,42,44,186344,82137,82,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,35,37,156921,69168,69,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,실버,29,30,127498,56199,56,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,22,23,98076,43230,43,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,선셋 레드,18,18,78460,34584,34,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,포레스트 그린,11,12,49038,21615,21,59,88.5
2025-04,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,11,12,49038,21615,21,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,115,120,511346,225393,224,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,91,95,404815,178437,177,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,77,80,340897,150262,149,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,실버,62,65,276979,122088,121,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,48,50,213061,93914,93,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,38,40,170449,75131,75,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,24,25,106530,46957,47,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,24,25,106530,46957,47,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,38,40,170449,75131,75,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,30,32,134938,59479,59,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,26,27,113632,50087,50,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,실버,21,22,92326,40696,40,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,오션 블루,16,17,71020,31305,31,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,13,13,56816,25044,25,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,8,8,35510,15652,16,59,88.5
2025-04,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,8,8,35510,15652,16,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,184,192,888740,431503,358,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,146,152,703586,341606,283,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스틸 그레이,123,128,592493,287669,238,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,100,104,481401,233731,194,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,오션 블루,77,80,370308,179793,149,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,선셋 레드,61,64,296247,143834,119,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,포레스트 그린,38,40,185154,89896,75,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,샌드 베이지,38,40,185154,89896,75,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,스노우 화이트,61,64,296247,143834,119,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,49,51,234529,113869,94,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,스틸 그레이,41,43,197498,95890,79,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,실버,33,35,160467,77910,65,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,오션 블루,26,27,123436,59931,50,59,88.5
2025-04,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,선셋 레드,20,21,98749,47945,40,59,88.5
