ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,131,135,574581,241880,286,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,104,107,454876,191488,227,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,87,90,383054,161253,191,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,71,73,311231,131018,155,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,55,56,239409,100783,119,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,44,45,191527,80627,95,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,27,28,119704,50392,60,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,27,28,119704,50392,60,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,44,45,191527,80627,95,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,35,36,151625,63829,76,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스틸 그레이,29,30,127685,53751,64,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,24,24,103744,43673,52,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,오션 블루,18,19,79803,33594,40,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,선셋 레드,15,15,63842,26876,32,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,포레스트 그린,9,9,39901,16797,20,66,88.5
2026-01,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,샌드 베이지,9,9,39901,16797,20,66,88.5
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,127,131,556484,234261,277,66,88.5
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,101,104,440550,185457,219,66,88.5
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,85,87,370989,156174,185,66,88.5
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,실버,69,71,301429,126892,150,66,88.5
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,53,55,231868,97609,115,66,88.5
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,42,44,185495,78087,92,66,88.5
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,26,27,115934,48804,58,66,88.5
2026-01,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,26,27,115934,48804,58,66,88.5
