ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스노우 화이트,56,56,238342,95467,115,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,45,44,188688,75578,91,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,스틸 그레이,37,37,158895,63645,77,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,실버,30,30,129102,51712,62,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,오션 블루,23,23,99309,39778,48,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,선셋 레드,19,19,79447,31822,38,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,포레스트 그린,12,12,49655,19889,24,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,AWD,샌드 베이지,12,12,49655,19889,24,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스노우 화이트,19,19,79447,31822,38,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,15,15,62896,25193,30,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,스틸 그레이,12,12,52965,21215,26,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,실버,10,10,43034,17237,21,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,오션 블루,8,8,33103,13259,16,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,선셋 레드,6,6,26482,10607,13,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,포레스트 그린,4,4,16552,6630,8,62,88.5
2024-10,west,TRN,2024,TRN-CO,3.5 가솔린,FWD,샌드 베이지,4,4,16552,6630,8,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,33,33,141184,56551,68,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,26,26,111770,44769,54,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,22,22,94122,37701,45,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,실버,18,18,76474,30632,37,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,오션 블루,14,14,58827,23563,28,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,11,11,47061,18850,23,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,7,7,29413,11781,14,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,7,7,29413,11781,14,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,11,11,47061,18850,23,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,9,9,37257,14923,18,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,7,7,31374,12567,15,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,실버,6,6,25491,10211,12,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,오션 블루,5,5,19609,7854,9,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,4,4,15687,6283,8,62,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,2,2,9804,3927,5,47,88.5
2024-10,west,TRN,2024,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,2,2,9804,3927,5,47,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스노우 화이트,65,65,299973,134539,133,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,52,51,237479,106510,106,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,스틸 그레이,43,43,199982,89693,89,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,실버,35,35,162485,72875,72,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,오션 블루,27,27,124989,56058,56,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,선셋 레드,22,22,99991,44846,44,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,포레스트 그린,14,14,62494,28029,28,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,AWD,샌드 베이지,14,14,62494,28029,28,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스노우 화이트,22,22,99991,44846,44,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,미드나잇 블랙,17,17,79160,35503,35,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,스틸 그레이,14,14,66661,29898,30,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,실버,12,12,54162,24292,24,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,오션 블루,9,9,41663,18686,19,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,선셋 레드,7,7,33330,14949,15,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,포레스트 그린,5,5,20831,9343,9,62,88.5
2024-10,west,TRN,2024,TRN-PR,3.5 가솔린,FWD,샌드 베이지,5,5,20831,9343,9,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스노우 화이트,39,38,177691,79695,79,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,미드나잇 블랙,31,30,140672,63092,63,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,스틸 그레이,26,26,118461,53130,53,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,실버,21,21,96249,43168,43,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,오션 블루,16,16,74038,33206,33,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,선셋 레드,13,13,59230,26565,26,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,포레스트 그린,8,8,37019,16603,16,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,AWD,샌드 베이지,8,8,37019,16603,16,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스노우 화이트,13,13,59230,26565,26,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,미드나잇 블랙,10,10,46891,21031,21,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,스틸 그레이,9,9,39487,17710,18,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,실버,7,7,32083,14389,14,62,88.5
2024-10,west,TRN,2024,TRN-PR,2.5T 하이브리드,FWD,오션 블루,5,5,24679,11069,11,62,88.5
