ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,21,20,86539,23628,42,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,17,16,68510,18705,33,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,14,14,57693,15752,28,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,12,11,46875,12798,23,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,9,8,36058,9845,18,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,7,7,28846,7876,14,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,4,4,18029,4922,9,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,4,4,18029,4922,9,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,7,7,28846,7876,14,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,6,5,22837,6235,11,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,5,5,19231,5251,9,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,실버,4,4,15625,4266,8,60,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,3,3,12019,3282,6,59,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,선셋 레드,2,2,9615,2625,5,47,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,포레스트 그린,1,1,6010,1641,3,29,88.5
2025-11,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,1,1,6010,1641,3,29,88.5
2025-11,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,19,18,78612,21463,38,60,88.5
2025-11,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,15,15,62234,16992,30,60,88.5
2025-11,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,13,12,52408,14309,26,60,88.5
2025-11,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,실버,10,10,42581,11626,21,60,88.5
2025-11,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,8,8,32755,8943,16,60,88.5
