ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,140,143,608036,267340,272,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,111,113,481362,211644,215,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,93,95,405357,178226,181,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,76,77,329353,144809,147,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,58,60,253348,111392,113,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,47,48,202679,89113,91,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,29,30,126674,55696,57,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,29,30,126674,55696,57,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,47,48,202679,89113,91,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,37,38,160454,70548,72,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스틸 그레이,31,32,135119,59409,60,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,25,26,109784,48270,49,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,오션 블루,19,20,84449,37131,38,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,선셋 레드,16,16,67560,29704,30,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,포레스트 그린,10,10,42225,18565,19,59,85.2
2026-04,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,샌드 베이지,10,10,42225,18565,19,59,85.2
2026-04,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,149,152,648236,285015,290,59,85.2
