ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,157,154,654972,287103,273,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,125,122,518519,227290,216,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,105,103,436648,191402,182,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,85,83,354776,155514,148,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,66,64,272905,119626,114,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,52,51,218324,95701,91,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,33,32,136452,59813,57,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,33,32,136452,59813,57,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,52,51,218324,95701,91,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,42,41,172840,75763,72,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스틸 그레이,35,34,145549,63801,61,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,28,28,118259,51838,49,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,오션 블루,22,21,90968,39875,38,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,선셋 레드,17,17,72775,31900,30,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,포레스트 그린,11,11,45484,19938,19,53,84.3
2026-03,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,샌드 베이지,11,11,45484,19938,19,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,163,159,676272,296440,282,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,129,126,535382,234682,223,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,108,106,450848,197627,188,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,실버,88,86,366314,160572,153,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,68,66,281780,123517,117,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,54,53,225424,98813,94,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,34,33,140890,61758,59,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,34,33,140890,61758,59,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,54,53,225424,98813,94,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,43,42,178461,78227,74,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,36,35,150283,65876,63,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,실버,29,29,122105,53524,51,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,오션 블루,23,22,93927,41172,39,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,18,18,75141,32938,31,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,11,11,46963,20586,20,53,84.3
2026-03,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,11,11,46963,20586,20,53,84.3
2026-03,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,스노우 화이트,182,178,824335,398382,316,53,84.3
2026-03,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,144,141,652599,315386,250,53,84.3
2026-03,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,스틸 그레이,122,119,549557,265588,211,53,84.3
2026-03,west,TRN,2026,TRN-PR,3.5 가솔린,AWD,실버,99,97,446515,215790,171,53,84.3
