ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스노우 화이트,149,148,631484,261246,306,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,118,118,499925,206820,242,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,스틸 그레이,100,99,420990,174164,204,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,실버,81,80,342054,141508,166,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,오션 블루,62,62,263119,108853,127,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,선셋 레드,50,49,210495,87082,102,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,포레스트 그린,31,31,131559,54426,64,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,AWD,샌드 베이지,31,31,131559,54426,64,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스노우 화이트,50,49,210495,87082,102,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,39,39,166642,68940,81,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,스틸 그레이,33,33,140330,58055,68,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,실버,27,27,114018,47169,55,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,오션 블루,21,21,87706,36284,42,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,선셋 레드,17,16,70165,29027,34,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,포레스트 그린,10,10,43853,18142,21,62,88.5
2025-07,west,TRN,2025,TRN-CO,3.5 가솔린,FWD,샌드 베이지,10,10,43853,18142,21,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,119,119,504279,208621,244,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,94,94,399221,165158,193,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,80,79,336186,139081,163,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,실버,65,64,273151,113003,132,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,오션 블루,50,49,210116,86925,102,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,40,40,168093,69540,81,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,25,25,105058,43463,51,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,25,25,105058,43463,51,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,40,40,168093,69540,81,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,31,31,133074,55053,64,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,27,26,112062,46360,54,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,실버,22,21,91050,37668,44,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,오션 블루,17,16,70039,28975,34,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,선셋 레드,13,13,56031,23180,27,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,포레스트 그린,8,8,35019,14488,17,62,88.5
2025-07,west,TRN,2025,TRN-CO,2.5T 하이브리드,FWD,샌드 베이지,8,8,35019,14488,17,62,88.5
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스노우 화이트,173,172,794774,366077,354,62,88.5
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,미드나잇 블랙,137,136,629196,289811,280,62,88.5
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,스틸 그레이,115,115,529850,244052,236,62,88.5
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,실버,94,93,430503,198292,192,62,88.5
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,오션 블루,72,72,331156,152532,148,62,88.5
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,선셋 레드,58,57,264925,122026,118,62,88.5
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,포레스트 그린,36,36,165578,76266,74,62,88.5
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,AWD,샌드 베이지,36,36,165578,76266,74,62,88.5
2025-07,west,TRN,2025,TRN-PR,3.5 가솔린,FWD,스노우 화이트,58,57,264925,122026,118,62,88.5
