ym,zone_id,model_id,model_year,trim_id,engine,drivetrain,color,retail_qty,wholesale_qty,variable_margin_usd,op_profit_usd,stock_qty,days_supply,csi_score
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스노우 화이트,130,129,546867,228079,273,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,미드나잇 블랙,103,102,432937,180563,216,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,스틸 그레이,86,86,364578,152053,182,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,실버,70,70,296220,123543,148,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,오션 블루,54,54,227861,95033,114,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,선셋 레드,43,43,182289,76026,91,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,포레스트 그린,27,27,113931,47516,57,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,AWD,샌드 베이지,27,27,113931,47516,57,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스노우 화이트,43,43,182289,76026,91,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,미드나잇 블랙,34,34,144312,60188,72,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,스틸 그레이,29,29,121526,50684,61,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,실버,23,23,98740,41181,49,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,오션 블루,18,18,75954,31678,38,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,선셋 레드,14,14,60763,25342,30,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,포레스트 그린,9,9,37977,15839,19,64,87.5
2026-06,west,TRN,2026,TRN-CO,3.5 가솔린,FWD,샌드 베이지,9,9,37977,15839,19,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스노우 화이트,147,146,621653,259269,310,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,미드나잇 블랙,117,116,492142,205255,246,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,스틸 그레이,98,97,414435,172846,207,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,실버,80,79,336728,140438,168,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,오션 블루,61,61,259022,108029,129,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,선셋 레드,49,49,207218,86423,103,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,포레스트 그린,31,30,129511,54014,65,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,AWD,샌드 베이지,31,30,129511,54014,65,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스노우 화이트,49,49,207218,86423,103,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,미드나잇 블랙,39,39,164047,68418,82,64,87.5
2026-06,west,TRN,2026,TRN-CO,2.5T 하이브리드,FWD,스틸 그레이,33,32,138145,57615,69,64,87.5
