ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2024-03,TRN,파워트레인,33,0.5,low,0
2024-03,TRN,전장/배터리,32,0.5,low,0
2024-03,TRN,커넥티드/SW,26,0.4,low,0
2024-03,TRN,바디/내장,36,0.6,low,0
2024-03,TRN,샤시/조향,29,0.5,low,0
2024-03,TRN,안전/ADAS,15,0.2,low,0
2024-03,TRN,인포테인먼트,33,0.5,low,0
2024-03,TRN,공조,19,0.3,low,0
2024-03,TRN,기타,24,0.4,low,0
2024-03,VST,파워트레인,40,0.6,low,0
2024-03,VST,전장/배터리,39,0.6,low,0
2024-03,VST,커넥티드/SW,28,0.4,low,0
2024-03,VST,바디/내장,44,0.6,low,0
2024-03,VST,샤시/조향,28,0.4,low,0
2024-03,VST,안전/ADAS,17,0.3,low,0
2024-03,VST,인포테인먼트,39,0.6,low,0
2024-03,VST,공조,23,0.3,low,0
2024-03,VST,기타,26,0.4,low,0
2024-03,AUR,파워트레인,11,0.5,low,0
2024-03,AUR,전장/배터리,11,0.5,low,0
2024-03,AUR,커넥티드/SW,8,0.4,low,0
2024-03,AUR,바디/내장,12,0.6,low,0
2024-03,AUR,샤시/조향,8,0.4,low,0
2024-03,AUR,안전/ADAS,5,0.3,low,0
2024-03,AUR,인포테인먼트,11,0.5,low,0
2024-03,AUR,공조,6,0.3,low,0
2024-03,AUR,기타,8,0.4,low,0
2024-03,MRD,파워트레인,26,0.6,low,0
2024-03,MRD,전장/배터리,21,0.5,low,0
2024-03,MRD,커넥티드/SW,17,0.4,low,0
2024-03,MRD,바디/내장,22,0.5,low,0
2024-03,MRD,샤시/조향,19,0.5,low,0
2024-03,MRD,안전/ADAS,10,0.2,low,0
2024-03,MRD,인포테인먼트,20,0.5,low,0
2024-03,MRD,공조,14,0.3,low,0
2024-03,MRD,기타,18,0.4,low,0
2024-03,NOV,파워트레인,20,0.6,low,0
2024-03,NOV,전장/배터리,17,0.5,low,0
2024-03,NOV,커넥티드/SW,14,0.4,low,0
2024-03,NOV,바디/내장,19,0.6,low,0
2024-03,NOV,샤시/조향,13,0.4,low,0
2024-03,NOV,안전/ADAS,8,0.2,low,0
2024-03,NOV,인포테인먼트,17,0.5,low,0
2024-03,NOV,공조,11,0.3,low,0
2024-03,NOV,기타,14,0.4,low,0
2024-03,LUM,파워트레인,20,0.6,low,0
2024-03,LUM,전장/배터리,17,0.5,low,0
2024-03,LUM,커넥티드/SW,16,0.5,low,0
2024-03,LUM,바디/내장,20,0.6,low,0
2024-03,LUM,샤시/조향,16,0.5,low,0
2024-03,LUM,안전/ADAS,8,0.2,low,0
2024-03,LUM,인포테인먼트,15,0.4,low,0
2024-03,LUM,공조,11,0.3,low,0
2024-03,LUM,기타,14,0.4,low,0
