ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2025-10,TRN,파워트레인,36,0.6,low,0
2025-10,TRN,전장/배터리,35,0.5,low,0
2025-10,TRN,커넥티드/SW,26,0.4,low,0
2025-10,TRN,바디/내장,39,0.6,low,0
2025-10,TRN,샤시/조향,28,0.4,low,0
2025-10,TRN,안전/ADAS,17,0.3,low,0
2025-10,TRN,인포테인먼트,31,0.5,low,0
2025-10,TRN,공조,22,0.3,low,0
2025-10,TRN,기타,28,0.4,low,0
2025-10,VST,파워트레인,36,0.5,low,0
2025-10,VST,전장/배터리,43,0.6,low,0
2025-10,VST,커넥티드/SW,26,0.4,low,0
2025-10,VST,바디/내장,46,0.6,low,0
2025-10,VST,샤시/조향,31,0.4,low,0
2025-10,VST,안전/ADAS,16,0.2,low,0
2025-10,VST,인포테인먼트,37,0.5,low,0
2025-10,VST,공조,23,0.3,low,0
2025-10,VST,기타,27,0.4,low,0
2025-10,AUR,파워트레인,12,0.6,low,0
2025-10,AUR,전장/배터리,13,0.6,low,0
2025-10,AUR,커넥티드/SW,8,0.4,low,0
2025-10,AUR,바디/내장,14,0.6,low,0
2025-10,AUR,샤시/조향,10,0.5,low,0
2025-10,AUR,안전/ADAS,6,0.3,low,0
2025-10,AUR,인포테인먼트,11,0.5,low,0
2025-10,AUR,공조,8,0.4,low,0
2025-10,AUR,기타,10,0.4,low,0
2025-10,MRD,파워트레인,25,0.6,low,0
2025-10,MRD,전장/배터리,23,0.5,low,0
2025-10,MRD,커넥티드/SW,17,0.4,low,0
2025-10,MRD,바디/내장,27,0.6,low,0
2025-10,MRD,샤시/조향,19,0.4,low,0
2025-10,MRD,안전/ADAS,11,0.2,low,0
2025-10,MRD,인포테인먼트,24,0.5,low,0
2025-10,MRD,공조,14,0.3,low,0
2025-10,MRD,기타,17,0.4,low,0
2025-10,NOV,파워트레인,19,0.5,low,0
2025-10,NOV,전장/배터리,19,0.5,low,0
2025-10,NOV,커넥티드/SW,14,0.4,low,0
2025-10,NOV,바디/내장,23,0.6,low,0
2025-10,NOV,샤시/조향,16,0.5,low,0
2025-10,NOV,안전/ADAS,10,0.3,low,0
2025-10,NOV,인포테인먼트,17,0.5,low,0
2025-10,NOV,공조,12,0.3,low,0
2025-10,NOV,기타,16,0.4,low,0
2025-10,LUM,파워트레인,19,0.5,low,0
2025-10,LUM,전장/배터리,19,0.5,low,0
2025-10,LUM,커넥티드/SW,16,0.4,low,0
2025-10,LUM,바디/내장,22,0.6,low,0
2025-10,LUM,샤시/조향,16,0.5,low,0
2025-10,LUM,안전/ADAS,9,0.2,low,0
2025-10,LUM,인포테인먼트,19,0.5,low,0
2025-10,LUM,공조,11,0.3,low,0
2025-10,LUM,기타,14,0.4,low,0
