ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2025-05,TRN,파워트레인,69,1.1,high,0
2025-05,TRN,전장/배터리,37,0.6,low,0
2025-05,TRN,커넥티드/SW,27,0.4,low,0
2025-05,TRN,바디/내장,39,0.6,low,0
2025-05,TRN,샤시/조향,29,0.5,low,0
2025-05,TRN,안전/ADAS,15,0.2,low,0
2025-05,TRN,인포테인먼트,36,0.6,low,0
2025-05,TRN,공조,19,0.3,low,0
2025-05,TRN,기타,26,0.4,low,0
2025-05,VST,파워트레인,41,0.6,low,0
2025-05,VST,전장/배터리,35,0.5,low,0
2025-05,VST,커넥티드/SW,31,0.4,low,0
2025-05,VST,바디/내장,46,0.7,low,0
2025-05,VST,샤시/조향,35,0.5,low,0
2025-05,VST,안전/ADAS,17,0.2,low,0
2025-05,VST,인포테인먼트,37,0.5,low,0
2025-05,VST,공조,24,0.3,low,0
2025-05,VST,기타,30,0.4,low,0
2025-05,AUR,파워트레인,12,0.5,low,0
2025-05,AUR,전장/배터리,10,0.5,low,0
2025-05,AUR,커넥티드/SW,9,0.4,low,0
2025-05,AUR,바디/내장,13,0.6,low,0
2025-05,AUR,샤시/조향,10,0.5,low,0
2025-05,AUR,안전/ADAS,5,0.2,low,0
2025-05,AUR,인포테인먼트,11,0.5,low,0
2025-05,AUR,공조,6,0.3,low,0
2025-05,AUR,기타,9,0.4,low,0
2025-05,MRD,파워트레인,26,0.6,low,0
2025-05,MRD,전장/배터리,25,0.6,low,0
2025-05,MRD,커넥티드/SW,17,0.4,low,0
2025-05,MRD,바디/내장,23,0.5,low,0
2025-05,MRD,샤시/조향,19,0.4,low,0
2025-05,MRD,안전/ADAS,10,0.2,low,0
2025-05,MRD,인포테인먼트,22,0.5,low,0
2025-05,MRD,공조,13,0.3,low,0
2025-05,MRD,기타,16,0.4,low,0
2025-05,NOV,파워트레인,20,0.6,low,0
2025-05,NOV,전장/배터리,16,0.4,low,0
2025-05,NOV,커넥티드/SW,13,0.4,low,0
2025-05,NOV,바디/내장,22,0.6,low,0
2025-05,NOV,샤시/조향,16,0.5,low,0
2025-05,NOV,안전/ADAS,8,0.2,low,0
2025-05,NOV,인포테인먼트,20,0.6,low,0
2025-05,NOV,공조,11,0.3,low,0
2025-05,NOV,기타,14,0.4,low,0
2025-05,LUM,파워트레인,20,0.6,low,0
2025-05,LUM,전장/배터리,21,0.6,low,0
2025-05,LUM,커넥티드/SW,15,0.4,low,0
2025-05,LUM,바디/내장,21,0.6,low,0
2025-05,LUM,샤시/조향,16,0.5,low,0
2025-05,LUM,안전/ADAS,8,0.2,low,0
2025-05,LUM,인포테인먼트,19,0.5,low,0
2025-05,LUM,공조,12,0.3,low,0
2025-05,LUM,기타,14,0.4,low,0
