ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2026-08,TRN,파워트레인,39,0.6,low,0
2026-08,TRN,전장/배터리,34,0.5,low,0
2026-08,TRN,커넥티드/SW,28,0.4,low,0
2026-08,TRN,바디/내장,40,0.6,low,0
2026-08,TRN,샤시/조향,29,0.4,low,0
2026-08,TRN,안전/ADAS,17,0.3,low,0
2026-08,TRN,인포테인먼트,32,0.5,low,0
2026-08,TRN,공조,23,0.3,low,0
2026-08,TRN,기타,26,0.4,low,0
2026-08,VST,파워트레인,40,0.5,low,0
2026-08,VST,전장/배터리,35,0.5,low,0
2026-08,VST,커넥티드/SW,29,0.4,low,0
2026-08,VST,바디/내장,43,0.6,low,0
2026-08,VST,샤시/조향,81,1.1,high,0
2026-08,VST,안전/ADAS,18,0.3,low,0
2026-08,VST,인포테인먼트,35,0.5,low,0
2026-08,VST,공조,23,0.3,low,0
2026-08,VST,기타,29,0.4,low,0
2026-08,AUR,파워트레인,12,0.5,low,0
2026-08,AUR,전장/배터리,10,0.4,low,0
2026-08,AUR,커넥티드/SW,9,0.4,low,0
2026-08,AUR,바디/내장,13,0.6,low,0
2026-08,AUR,샤시/조향,10,0.4,low,0
2026-08,AUR,안전/ADAS,5,0.2,low,0
2026-08,AUR,인포테인먼트,12,0.5,low,0
2026-08,AUR,공조,8,0.3,low,0
2026-08,AUR,기타,9,0.4,low,0
2026-08,MRD,파워트레인,24,0.5,low,0
2026-08,MRD,전장/배터리,25,0.5,low,0
2026-08,MRD,커넥티드/SW,17,0.4,low,0
2026-08,MRD,바디/내장,26,0.6,low,0
2026-08,MRD,샤시/조향,19,0.4,low,0
2026-08,MRD,안전/ADAS,10,0.2,low,0
2026-08,MRD,인포테인먼트,24,0.5,low,0
2026-08,MRD,공조,14,0.3,low,0
2026-08,MRD,기타,19,0.4,low,0
2026-08,NOV,파워트레인,19,0.5,low,0
2026-08,NOV,전장/배터리,19,0.5,low,0
2026-08,NOV,커넥티드/SW,14,0.4,low,0
2026-08,NOV,바디/내장,22,0.6,low,0
2026-08,NOV,샤시/조향,17,0.5,low,0
2026-08,NOV,안전/ADAS,8,0.2,low,0
2026-08,NOV,인포테인먼트,19,0.5,low,0
2026-08,NOV,공조,12,0.3,low,0
2026-08,NOV,기타,16,0.4,low,0
2026-08,LUM,파워트레인,22,0.6,low,0
2026-08,LUM,전장/배터리,20,0.5,low,0
2026-08,LUM,커넥티드/SW,16,0.4,low,0
2026-08,LUM,바디/내장,21,0.6,low,0
2026-08,LUM,샤시/조향,16,0.4,low,0
2026-08,LUM,안전/ADAS,9,0.2,low,0
2026-08,LUM,인포테인먼트,17,0.5,low,0
2026-08,LUM,공조,12,0.3,low,0
2026-08,LUM,기타,14,0.4,low,0
