ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2024-08,TRN,파워트레인,33,0.5,low,0
2024-08,TRN,전장/배터리,34,0.5,low,0
2024-08,TRN,커넥티드/SW,23,0.4,low,0
2024-08,TRN,바디/내장,39,0.6,low,0
2024-08,TRN,샤시/조향,27,0.4,low,0
2024-08,TRN,안전/ADAS,14,0.2,low,0
2024-08,TRN,인포테인먼트,34,0.5,low,0
2024-08,TRN,공조,21,0.3,low,0
2024-08,TRN,기타,25,0.4,low,0
2024-08,VST,파워트레인,38,0.6,low,0
2024-08,VST,전장/배터리,36,0.5,low,0
2024-08,VST,커넥티드/SW,26,0.4,low,0
2024-08,VST,바디/내장,40,0.6,low,0
2024-08,VST,샤시/조향,33,0.5,low,0
2024-08,VST,안전/ADAS,15,0.2,low,0
2024-08,VST,인포테인먼트,37,0.5,low,0
2024-08,VST,공조,22,0.3,low,0
2024-08,VST,기타,29,0.4,low,0
2024-08,AUR,파워트레인,12,0.6,low,0
2024-08,AUR,전장/배터리,11,0.5,low,0
2024-08,AUR,커넥티드/SW,9,0.4,low,0
2024-08,AUR,바디/내장,13,0.6,low,0
2024-08,AUR,샤시/조향,8,0.4,low,0
2024-08,AUR,안전/ADAS,5,0.2,low,0
2024-08,AUR,인포테인먼트,11,0.5,low,0
2024-08,AUR,공조,7,0.3,low,0
2024-08,AUR,기타,8,0.4,low,0
2024-08,MRD,파워트레인,23,0.5,low,0
2024-08,MRD,전장/배터리,21,0.5,low,0
2024-08,MRD,커넥티드/SW,16,0.4,low,0
2024-08,MRD,바디/내장,27,0.6,low,0
2024-08,MRD,샤시/조향,20,0.5,low,0
2024-08,MRD,안전/ADAS,10,0.2,low,0
2024-08,MRD,인포테인먼트,22,0.5,low,0
2024-08,MRD,공조,13,0.3,low,0
2024-08,MRD,기타,16,0.4,low,0
2024-08,NOV,파워트레인,19,0.5,low,0
2024-08,NOV,전장/배터리,19,0.6,low,0
2024-08,NOV,커넥티드/SW,14,0.4,low,0
2024-08,NOV,바디/내장,18,0.5,low,0
2024-08,NOV,샤시/조향,15,0.4,low,0
2024-08,NOV,안전/ADAS,9,0.3,low,0
2024-08,NOV,인포테인먼트,19,0.6,low,0
2024-08,NOV,공조,10,0.3,low,0
2024-08,NOV,기타,15,0.4,low,0
2024-08,LUM,파워트레인,19,0.6,low,0
2024-08,LUM,전장/배터리,18,0.5,low,0
2024-08,LUM,커넥티드/SW,13,0.4,low,0
2024-08,LUM,바디/내장,20,0.6,low,0
2024-08,LUM,샤시/조향,14,0.4,low,0
2024-08,LUM,안전/ADAS,8,0.2,low,0
2024-08,LUM,인포테인먼트,18,0.5,low,0
2024-08,LUM,공조,11,0.3,low,0
2024-08,LUM,기타,14,0.4,low,0
