ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2026-04,TRN,파워트레인,37,0.5,low,0
2026-04,TRN,전장/배터리,34,0.5,low,0
2026-04,TRN,커넥티드/SW,26,0.4,low,0
2026-04,TRN,바디/내장,45,0.7,low,0
2026-04,TRN,샤시/조향,30,0.5,low,0
2026-04,TRN,안전/ADAS,17,0.3,low,0
2026-04,TRN,인포테인먼트,32,0.5,low,0
2026-04,TRN,공조,21,0.3,low,0
2026-04,TRN,기타,27,0.4,low,0
2026-04,VST,파워트레인,39,0.5,low,0
2026-04,VST,전장/배터리,37,0.5,low,0
2026-04,VST,커넥티드/SW,33,0.5,low,0
2026-04,VST,바디/내장,45,0.6,low,0
2026-04,VST,샤시/조향,34,0.5,low,0
2026-04,VST,안전/ADAS,18,0.2,low,0
2026-04,VST,인포테인먼트,38,0.5,low,0
2026-04,VST,공조,26,0.4,low,0
2026-04,VST,기타,29,0.4,low,0
2026-04,AUR,파워트레인,26,1.2,low,0
2026-04,AUR,전장/배터리,52,2.4,high,0
2026-04,AUR,커넥티드/SW,18,0.8,low,0
2026-04,AUR,바디/내장,25,1.1,low,0
2026-04,AUR,샤시/조향,22,1.0,low,0
2026-04,AUR,안전/ADAS,20,0.9,high,1
2026-04,AUR,인포테인먼트,23,1.0,low,0
2026-04,AUR,공조,13,0.6,low,0
2026-04,AUR,기타,21,0.9,low,0
2026-04,MRD,파워트레인,24,0.5,low,0
2026-04,MRD,전장/배터리,24,0.5,low,0
2026-04,MRD,커넥티드/SW,19,0.4,low,0
2026-04,MRD,바디/내장,24,0.6,low,0
2026-04,MRD,샤시/조향,20,0.5,low,0
2026-04,MRD,안전/ADAS,11,0.2,low,0
2026-04,MRD,인포테인먼트,23,0.5,low,0
2026-04,MRD,공조,18,0.4,med,0
2026-04,MRD,기타,17,0.4,low,0
2026-04,NOV,파워트레인,21,0.6,low,0
2026-04,NOV,전장/배터리,20,0.5,low,0
2026-04,NOV,커넥티드/SW,15,0.4,low,0
2026-04,NOV,바디/내장,20,0.6,low,0
2026-04,NOV,샤시/조향,16,0.4,low,0
2026-04,NOV,안전/ADAS,9,0.2,low,0
2026-04,NOV,인포테인먼트,18,0.5,low,0
2026-04,NOV,공조,12,0.3,low,0
2026-04,NOV,기타,14,0.4,low,0
2026-04,LUM,파워트레인,21,0.6,low,0
2026-04,LUM,전장/배터리,18,0.5,low,0
2026-04,LUM,커넥티드/SW,14,0.4,low,0
2026-04,LUM,바디/내장,21,0.6,low,0
2026-04,LUM,샤시/조향,16,0.4,low,0
2026-04,LUM,안전/ADAS,9,0.2,low,0
2026-04,LUM,인포테인먼트,20,0.5,low,0
2026-04,LUM,공조,11,0.3,low,0
2026-04,LUM,기타,13,0.4,low,0
