ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2025-11,TRN,파워트레인,39,0.6,low,0
2025-11,TRN,전장/배터리,34,0.5,low,0
2025-11,TRN,커넥티드/SW,24,0.4,low,0
2025-11,TRN,바디/내장,42,0.6,low,0
2025-11,TRN,샤시/조향,29,0.4,low,0
2025-11,TRN,안전/ADAS,15,0.2,low,0
2025-11,TRN,인포테인먼트,33,0.5,low,0
2025-11,TRN,공조,23,0.3,low,0
2025-11,TRN,기타,29,0.4,low,0
2025-11,VST,파워트레인,42,0.6,low,0
2025-11,VST,전장/배터리,42,0.6,low,0
2025-11,VST,커넥티드/SW,25,0.3,low,0
2025-11,VST,바디/내장,42,0.6,low,0
2025-11,VST,샤시/조향,32,0.5,low,0
2025-11,VST,안전/ADAS,17,0.2,low,0
2025-11,VST,인포테인먼트,39,0.5,low,0
2025-11,VST,공조,25,0.4,low,0
2025-11,VST,기타,27,0.4,low,0
2025-11,AUR,파워트레인,14,0.6,low,0
2025-11,AUR,전장/배터리,12,0.6,low,0
2025-11,AUR,커넥티드/SW,9,0.4,low,0
2025-11,AUR,바디/내장,13,0.6,low,0
2025-11,AUR,샤시/조향,9,0.4,low,0
2025-11,AUR,안전/ADAS,5,0.2,low,0
2025-11,AUR,인포테인먼트,12,0.5,low,0
2025-11,AUR,공조,7,0.3,low,0
2025-11,AUR,기타,8,0.4,low,0
2025-11,MRD,파워트레인,24,0.5,low,0
2025-11,MRD,전장/배터리,23,0.5,low,0
2025-11,MRD,커넥티드/SW,16,0.4,low,0
2025-11,MRD,바디/내장,25,0.6,low,0
2025-11,MRD,샤시/조향,17,0.4,low,0
2025-11,MRD,안전/ADAS,11,0.2,low,0
2025-11,MRD,인포테인먼트,22,0.5,low,0
2025-11,MRD,공조,15,0.3,low,0
2025-11,MRD,기타,18,0.4,low,0
2025-11,NOV,파워트레인,19,0.5,low,0
2025-11,NOV,전장/배터리,20,0.6,low,0
2025-11,NOV,커넥티드/SW,15,0.4,low,0
2025-11,NOV,바디/내장,20,0.6,low,0
2025-11,NOV,샤시/조향,15,0.4,low,0
2025-11,NOV,안전/ADAS,8,0.2,low,0
2025-11,NOV,인포테인먼트,20,0.6,low,0
2025-11,NOV,공조,11,0.3,low,0
2025-11,NOV,기타,15,0.4,low,0
2025-11,LUM,파워트레인,20,0.6,low,0
2025-11,LUM,전장/배터리,18,0.5,low,0
2025-11,LUM,커넥티드/SW,15,0.4,low,0
2025-11,LUM,바디/내장,24,0.7,low,0
2025-11,LUM,샤시/조향,16,0.4,low,0
2025-11,LUM,안전/ADAS,9,0.2,low,0
2025-11,LUM,인포테인먼트,18,0.5,low,0
2025-11,LUM,공조,10,0.3,low,0
2025-11,LUM,기타,14,0.4,low,0
