ym,model_id,category,voc_cnt,voc_per_1k_uio,severity,safety_flag
2024-10,TRN,파워트레인,30,0.5,low,0
2024-10,TRN,전장/배터리,34,0.5,low,0
2024-10,TRN,커넥티드/SW,27,0.4,low,0
2024-10,TRN,바디/내장,33,0.5,low,0
2024-10,TRN,샤시/조향,26,0.4,low,0
2024-10,TRN,안전/ADAS,16,0.2,low,0
2024-10,TRN,인포테인먼트,34,0.5,low,0
2024-10,TRN,공조,23,0.4,low,0
2024-10,TRN,기타,29,0.4,low,0
2024-10,VST,파워트레인,33,0.5,low,0
2024-10,VST,전장/배터리,41,0.6,low,0
2024-10,VST,커넥티드/SW,28,0.4,low,0
2024-10,VST,바디/내장,39,0.6,low,0
2024-10,VST,샤시/조향,30,0.4,low,0
2024-10,VST,안전/ADAS,16,0.2,low,0
2024-10,VST,인포테인먼트,41,0.6,low,0
2024-10,VST,공조,25,0.4,low,0
2024-10,VST,기타,26,0.4,low,0
2024-10,AUR,파워트레인,13,0.6,low,0
2024-10,AUR,전장/배터리,13,0.6,low,0
2024-10,AUR,커넥티드/SW,9,0.4,low,0
2024-10,AUR,바디/내장,13,0.6,low,0
2024-10,AUR,샤시/조향,9,0.4,low,0
2024-10,AUR,안전/ADAS,5,0.3,low,0
2024-10,AUR,인포테인먼트,11,0.5,low,0
2024-10,AUR,공조,7,0.3,low,0
2024-10,AUR,기타,9,0.4,low,0
2024-10,MRD,파워트레인,22,0.5,low,0
2024-10,MRD,전장/배터리,23,0.5,low,0
2024-10,MRD,커넥티드/SW,17,0.4,low,0
2024-10,MRD,바디/내장,26,0.6,low,0
2024-10,MRD,샤시/조향,18,0.4,low,0
2024-10,MRD,안전/ADAS,11,0.3,low,0
2024-10,MRD,인포테인먼트,21,0.5,low,0
2024-10,MRD,공조,13,0.3,low,0
2024-10,MRD,기타,16,0.4,low,0
2024-10,NOV,파워트레인,19,0.6,low,0
2024-10,NOV,전장/배터리,17,0.5,low,0
2024-10,NOV,커넥티드/SW,12,0.4,low,0
2024-10,NOV,바디/내장,20,0.6,low,0
2024-10,NOV,샤시/조향,16,0.5,low,0
2024-10,NOV,안전/ADAS,8,0.2,low,0
2024-10,NOV,인포테인먼트,20,0.6,low,0
2024-10,NOV,공조,11,0.3,low,0
2024-10,NOV,기타,15,0.4,low,0
2024-10,LUM,파워트레인,22,0.6,low,0
2024-10,LUM,전장/배터리,17,0.5,low,0
2024-10,LUM,커넥티드/SW,15,0.4,low,0
2024-10,LUM,바디/내장,22,0.6,low,0
2024-10,LUM,샤시/조향,16,0.5,low,0
2024-10,LUM,안전/ADAS,9,0.3,low,0
2024-10,LUM,인포테인먼트,17,0.5,low,0
2024-10,LUM,공조,11,0.3,low,0
2024-10,LUM,기타,14,0.4,low,0
